      Step     Time          Energy          fmax
BFGS:    0 15:47:49      -66.411667        4.616919
BFGS:    1 15:47:49      -66.902573        2.223119
BFGS:    2 15:47:49      -67.290100        1.981486
BFGS:    3 15:47:49      -67.557976        1.475694
BFGS:    4 15:47:49      -67.725670        0.929042
BFGS:    5 15:47:49      -67.825241        0.584169
BFGS:    6 15:47:49      -67.870110        0.449384
BFGS:    7 15:47:49      -67.907990        0.479397
BFGS:    8 15:47:49      -67.946434        0.399079
BFGS:    9 15:47:49      -67.949059        0.380487
BFGS:   10 15:47:49      -67.985893        0.269916
BFGS:   11 15:47:49      -67.984657        0.237834
BFGS:   12 15:47:49      -68.001930        0.188726
BFGS:   13 15:47:49      -67.996666        0.141004
BFGS:   14 15:47:49      -68.005898        0.107900
BFGS:   15 15:47:49      -67.994888        0.102260
BFGS:   16 15:47:49      -67.998924        0.121801
BFGS:   17 15:47:49      -68.009827        0.084786
BFGS:   18 15:47:49      -67.999557        0.065812
BFGS:   19 15:47:49      -68.007118        0.061294
BFGS:   20 15:47:49      -68.018784        0.100593
BFGS:   21 15:47:49      -68.011826        0.131348
BFGS:   22 15:47:49      -67.998077        0.155359
BFGS:   23 15:47:49      -68.014687        0.152869
BFGS:   24 15:47:49      -67.994713        0.176108
BFGS:   25 15:47:49      -68.034920        0.238627
BFGS:   26 15:47:49      -68.022675        0.303666
BFGS:   27 15:47:49      -68.046135        0.348214
BFGS:   28 15:47:49      -68.040314        0.373325
BFGS:   29 15:47:49      -68.047050        0.355565
BFGS:   30 15:47:49      -68.066345        0.332897
BFGS:   31 15:47:49      -68.089966        0.282296
BFGS:   32 15:47:49      -68.093712        0.263976
BFGS:   33 15:47:49      -68.090721        0.235220
BFGS:   34 15:47:49      -68.099144        0.224937
BFGS:   35 15:47:49      -68.107635        0.176720
BFGS:   36 15:47:50      -68.108917        0.118645
BFGS:   37 15:47:50      -68.127808        0.092611
BFGS:   38 15:47:50      -68.127243        0.086763
BFGS:   39 15:47:50      -68.122742        0.104194
BFGS:   40 15:47:50      -68.123543        0.069110
BFGS:   41 15:47:50      -68.108620        0.044657
BFGS:   42 15:47:50      -68.118370        0.031650
BFGS:   43 15:47:50      -68.125626        0.031968
BFGS:   44 15:47:50      -68.129387        0.017638
BFGS:   45 15:47:50      -68.127586        0.022928
BFGS:   46 15:47:50      -68.111160        0.015588
BFGS:   47 15:47:50      -68.098579        0.014683
BFGS:   48 15:47:50      -68.109001        0.014680
BFGS:   49 15:47:50      -68.116501        0.014837
BFGS:   50 15:47:50      -68.112694        0.013449
BFGS:   51 15:47:50      -68.118530        0.007143
BFGS:   52 15:47:50      -68.111183        0.007769
BFGS:   53 15:47:50      -68.112755        0.009889
BFGS:   54 15:47:50      -68.113991        0.006599
BFGS:   55 15:47:50      -68.122223        0.012108
BFGS:   56 15:47:50      -68.117188        0.005279
BFGS:   57 15:47:50      -68.115273        0.009518
BFGS:   58 15:47:50      -68.113701        0.006051
BFGS:   59 15:47:50      -68.111023        0.014533
BFGS:   60 15:47:50      -68.114586        0.008677
BFGS:   61 15:47:50      -68.114586        0.015518
BFGS:   62 15:47:50      -68.110023        0.006442
BFGS:   63 15:47:50      -68.116402        0.011006
BFGS:   64 15:47:50      -68.117554        0.009565
BFGS:   65 15:47:50      -68.109138        0.007606
BFGS:   66 15:47:50      -68.105995        0.006720
BFGS:   67 15:47:50      -68.113434        0.013651
BFGS:   68 15:47:50      -68.110046        0.004587
BFGS:   69 15:47:50      -68.103966        0.011173
BFGS:   70 15:47:50      -68.110558        0.004918
BFGS:   71 15:47:50      -68.112823        0.009342
BFGS:   72 15:47:50      -68.110672        0.005515
BFGS:   73 15:47:50      -68.106735        0.007658
BFGS:   74 15:47:50      -68.108131        0.004383
BFGS:   75 15:47:50      -68.110306        0.007625
BFGS:   76 15:47:50      -68.113609        0.008431
BFGS:   77 15:47:50      -68.118523        0.006059
BFGS:   78 15:47:50      -68.110390        0.005381
BFGS:   79 15:47:50      -68.101540        0.005482
BFGS:   80 15:47:50      -68.113182        0.006372
BFGS:   81 15:47:50      -68.115181        0.009436
BFGS:   82 15:47:50      -68.117142        0.007069
BFGS:   83 15:47:50      -68.108963        0.007297
BFGS:   84 15:47:50      -68.107018        0.005953
BFGS:   85 15:47:50      -68.113564        0.006680
BFGS:   86 15:47:50      -68.112961        0.004683
BFGS:   87 15:47:50      -68.112000        0.007572
BFGS:   88 15:47:51      -68.111618        0.002623
