ray,direction,orientation,n_min,n_min_ml,n_min_wall,e_min_kcal,r_at_min
0,0,0,2,1,1,-12.084277667999269,3.6
1,0,1,2,1,1,-8.577312438964844,3.4
2,0,2,2,2,0,-1.5150870952606201,4.8
3,0,3,2,2,0,-2.403660209655762,4.4
4,0,4,2,2,0,-1.298068000793457,4.8
5,0,5,2,1,1,-4.1824778461456305,4.4
6,0,6,3,3,0,-3.425330158233643,4.8
7,0,7,1,1,0,-0.7407854862213135,4.6
8,0,8,1,1,0,-5.096913795471192,4.0
9,0,9,4,4,0,-2.0582066287994385,4.0
10,0,10,0,0,0,0.0,nan
11,0,11,3,3,0,-1.2428235778808594,4.0
12,0,12,1,1,0,0.168900146484375,4.2
13,0,13,1,1,0,0.1774331226348877,4.0
14,0,14,2,2,0,-1.5280185127258301,4.0
15,0,15,1,1,0,0.12342026329040529,4.2
16,0,16,1,1,0,-0.30155713653564453,5.0
17,0,17,1,1,0,-1.8219223613739015,4.6
18,0,18,0,0,0,0.0,nan
19,0,19,3,2,1,-13.31223451423645,4.0
20,0,20,3,2,1,-14.469464424133301,4.0
21,0,21,1,1,0,0.355482027053833,4.4
22,0,22,1,1,0,-2.023810817718506,4.4
23,0,23,0,0,0,0.0,nan
24,1,0,1,1,0,-1.460634391784668,5.2
25,1,1,2,2,0,-1.790517490386963,4.4
26,1,2,3,2,1,-20.604850214004518,3.4
27,1,3,2,1,1,-16.11536116409302,3.2
28,1,4,2,2,0,-1.977099370956421,4.4
29,1,5,3,2,1,-31.48808949661255,3.4
30,1,6,2,1,1,-25.9256446723938,3.2
31,1,7,1,1,0,-3.7582921657562256,4.2
32,1,8,3,2,1,-14.469992237091065,3.6
33,1,9,3,2,1,-20.716042810440065,3.6
34,1,10,1,1,0,-3.5581630859375,4.2
35,1,11,1,1,0,-1.9839609394073487,4.6
36,1,12,2,2,0,-0.9140840740203858,5.2
37,1,13,2,2,0,-1.4293174896240235,5.0
38,1,14,2,2,0,-1.31909255027771,5.2
39,1,15,2,2,0,-1.788934051513672,4.4
40,1,16,3,2,1,-23.62499595832825,3.2
41,1,17,2,2,0,-0.8151191444396974,4.6
42,1,18,1,1,0,-1.8184036083221435,4.2
43,1,19,1,1,0,-1.5752577724456789,4.8
44,1,20,1,1,0,-2.1338598194122316,4.6
45,1,21,2,1,1,-1.5457882156372071,4.6
46,1,22,3,2,1,-1.576577304840088,3.2
47,1,23,1,1,0,-3.0747743854522707,4.0
48,2,0,2,2,0,-1.5296019515991213,4.2
49,2,1,3,2,1,-2.0115831508636477,3.4
50,2,2,2,2,0,-1.1253851947784423,4.8
51,2,3,2,2,0,-1.0030205574035644,4.0
52,2,4,2,2,0,-1.203413543701172,4.6
53,2,5,3,2,1,-13.57666880607605,3.2
54,2,6,3,2,1,-28.116948135375978,3.4
55,2,7,2,2,0,-0.6051375560760498,3.8
56,2,8,3,3,0,-0.3816087684631348,5.6
57,2,9,3,3,0,-3.068264692306519,3.4
58,2,10,2,2,0,-2.6468060455322266,3.6
59,2,11,2,2,0,-2.4608399467468263,4.2
60,2,12,3,2,1,-2.0407008323669436,4.4
61,2,13,1,1,0,-0.4854999523162842,4.6
62,2,14,3,3,0,-0.9577166118621827,5.6
63,2,15,1,1,0,-0.7401697044372559,5.6
64,2,16,2,2,0,-0.8709793491363526,4.0
65,2,17,3,2,1,-13.888958139419556,3.2
66,2,18,3,2,1,-2.7053053150177004,3.2
67,2,19,3,2,1,-26.494978916168215,3.6
68,2,20,3,2,1,-33.644117460250854,3.2
69,2,21,3,2,1,-18.207171884536745,3.6
70,2,22,3,2,1,-11.310767778396608,3.4
71,2,23,1,1,0,-2.627276966094971,3.8
72,3,0,3,2,1,-20.90860657119751,3.4
73,3,1,2,2,0,-1.9710295219421388,4.6
74,3,2,1,1,0,-0.7750053596496582,4.8
75,3,3,3,2,1,-6.347830505371094,4.4
76,3,4,2,2,0,-3.5590427742004396,4.2
77,3,5,3,3,0,-0.44670569992065434,5.6
78,3,6,2,2,0,-2.4311064834594727,4.0
79,3,7,2,2,0,-1.9712054595947266,3.8
80,3,8,5,4,1,-0.9697683410644532,4.2
81,3,9,2,2,0,-1.0495560665130617,4.8
82,3,10,3,2,1,-4.754715061187745,4.6
83,3,11,3,2,1,-4.456148864746094,4.2
84,3,12,3,3,0,-0.8047388229370117,3.8
85,3,13,3,3,0,-2.6412640094757083,3.2
86,3,14,2,2,0,-0.6037300548553467,4.8
87,3,15,1,1,0,-0.7679678535461426,5.0
88,3,16,1,1,0,-0.30797886085510257,5.0
89,3,17,3,3,0,-0.48928261184692384,4.4
90,3,18,3,3,0,-0.5012463722229004,5.800000000000001
91,3,19,2,2,0,0.867108720779419,4.4
92,3,20,3,2,1,-29.238814577102662,3.2
93,3,21,3,2,1,-9.327422620773316,3.2
94,3,22,3,2,1,-12.739733392715454,3.4
95,3,23,3,2,1,-5.9318259258270265,4.4
96,4,0,3,2,1,-11.745861593246461,3.8
97,4,1,2,2,0,-2.2627341499328613,4.6
98,4,2,2,2,0,-0.8589276199340821,5.4
99,4,3,1,1,0,-1.3278894329071045,5.0
100,4,4,2,2,0,-3.3033173961639406,3.8
101,4,5,3,3,0,-1.410932004928589,4.6
102,4,6,1,1,0,-1.283729082107544,5.2
103,4,7,3,3,0,-7.652144292831421,3.2
104,4,8,2,2,0,-0.8073778877258301,5.4
105,4,9,1,1,0,-1.4513096961975098,5.4
