ray,direction,orientation,n_min,n_min_ml,n_min_wall,e_min_kcal,r_at_min
106,4,10,1,1,0,-2.799343990325928,4.4
107,4,11,2,2,0,-1.344691478729248,5.2
108,4,12,1,1,0,-1.5760494918823242,5.2
109,4,13,3,2,1,-29.237055200576783,3.6
110,4,14,2,1,1,-28.994701084136963,4.0
111,4,15,2,1,1,-11.82608916282654,3.4
112,4,16,2,2,0,-1.4512217273712158,5.4
113,4,17,2,2,0,-0.7347156372070313,5.2
114,4,18,3,3,0,-2.2366953773498537,3.8
115,4,19,2,1,1,-13.734133005142212,3.4
116,4,20,2,1,1,-11.491279809951783,3.4
117,4,21,2,2,0,-1.7575291805267335,5.0
118,4,22,2,2,0,-4.406358509063721,3.8
119,4,23,1,1,0,-1.3644844646453858,5.0
120,5,0,1,1,0,-1.2797704849243166,4.4
121,5,1,2,1,1,-11.046949268341065,4.4
122,5,2,2,1,1,-9.96634020614624,4.4
123,5,3,1,1,0,-1.3345750637054443,4.6
124,5,4,2,1,1,-6.847493438720703,4.2
125,5,5,1,1,0,-3.7939195404052737,4.4
126,5,6,2,2,0,-0.6427882137298584,4.8
127,5,7,3,3,0,-0.773861764907837,4.8
128,5,8,2,2,0,-1.2283966903686525,4.2
129,5,9,1,1,0,-0.6797351207733154,4.4
130,5,10,1,1,0,-1.2610331249237061,4.4
131,5,11,1,1,0,-1.2053488578796387,4.8
132,5,12,2,2,0,-1.497757236480713,4.8
133,5,13,2,2,0,-1.2747562618255617,3.8
134,5,14,2,1,1,-14.575202953338623,4.0
135,5,15,2,1,1,-12.116474258422851,4.4
136,5,16,1,1,0,-1.913058065414429,4.6
137,5,17,2,2,0,-3.503446475982666,4.4
138,5,18,2,2,0,-1.7993143730163574,3.8
139,5,19,2,1,1,-12.502129592895509,3.8
140,5,20,2,1,1,-2.663959966659546,3.8
141,5,21,2,1,1,-8.854942054748536,3.4
142,5,22,2,1,1,-11.588133487701416,4.0
143,5,23,1,1,0,-1.1723605480194093,4.4
144,6,0,2,1,1,-1.568396203994751,5.2
145,6,1,1,1,0,-0.7578514385223389,5.800000000000001
146,6,2,2,1,1,-6.034397577285767,4.8
147,6,3,2,1,1,-32.227203575134276,4.4
148,6,4,2,1,1,-0.4200511455535889,6.800000000000001
149,6,5,2,1,1,-17.524093948364257,4.6
150,6,6,2,1,1,-0.4040408191680908,7.2
151,6,7,2,1,1,-18.30736837768555,4.6
152,6,8,2,1,1,-1.7496119861602784,5.2
153,6,9,3,2,1,-11.602824281692506,3.6
154,6,10,4,2,2,-15.151838609695435,4.0
155,6,11,2,1,1,-21.885324449539187,4.6
156,6,12,2,1,1,-1.0160399436950684,5.6
157,6,13,3,2,1,-3.5338836898803714,3.2
158,6,14,2,1,1,-4.905669567108155,4.6
159,6,15,3,2,1,-27.153601518630982,3.6
160,6,16,2,1,1,-0.9256959590911865,5.800000000000001
161,6,17,1,1,0,-4.509282035827637,4.8
162,6,18,3,2,1,-1.7365925998687746,5.2
163,6,19,2,1,1,-5.12541569519043,4.8
164,6,20,2,1,1,-0.42691271400451664,6.800000000000001
165,6,21,2,1,1,-0.46693852996826174,7.0
166,6,22,1,1,0,-0.7362111072540284,5.800000000000001
167,6,23,2,1,1,-30.301302061080936,4.4
168,7,0,2,1,1,-7.147906980514526,4.6
169,7,1,3,2,1,-20.626490545272826,3.4
170,7,2,2,1,1,-1.9106829071044922,5.2
171,7,3,1,1,0,-2.9671005420684815,4.8
172,7,4,2,1,1,-1.5517700958251954,5.0
173,7,5,2,1,1,-16.55670076560974,4.4
174,7,6,2,1,1,-15.270948400497437,4.6
175,7,7,2,1,1,-13.929511768341065,4.4
176,7,8,2,2,0,-4.995045894622803,4.4
177,7,9,3,2,1,-10.412166217803955,3.6
178,7,10,2,1,1,-20.2738235206604,4.2
179,7,11,2,1,1,-2.3816680030822757,4.2
180,7,12,3,2,1,-15.848991558074951,4.0
181,7,13,2,1,1,-13.699209381103516,4.2
182,7,14,2,1,1,-0.8667568454742433,5.6
183,7,15,3,2,1,-0.8843506107330322,5.6
184,7,16,3,2,1,-2.0631328830718996,3.8
185,7,17,2,1,1,-2.02055597114563,5.2
186,7,18,2,1,1,-27.370444675445558,4.4
187,7,19,2,1,1,-0.41512489128112795,7.0
188,7,20,2,1,1,-12.520515077590943,4.6
189,7,21,2,1,1,-16.33774635696411,4.6
190,7,22,2,1,1,-26.109763425827026,4.2
191,7,23,2,1,1,-29.603357393264773,4.2
192,8,0,1,1,0,-2.3522864151000977,4.0
193,8,1,1,1,0,-0.8802160758972168,5.0
194,8,2,3,2,1,-5.649885837554932,3.2
195,8,3,2,2,0,-2.3924881687164308,4.2
196,8,4,3,2,1,-1.5590715084075928,5.0
197,8,5,2,1,1,-8.312262365341187,3.2
198,8,6,2,2,0,-2.8529170055389406,4.0
199,8,7,1,1,0,-2.631675407409668,4.8
200,8,8,1,1,0,-0.8386068210601807,5.0
201,8,9,2,2,0,-2.425828353881836,4.0
202,8,10,1,1,0,-2.8513335666656494,4.0
203,8,11,1,1,0,-2.1453837356567385,4.0
204,8,12,2,1,1,-8.967542152404786,3.2
205,8,13,2,1,1,-8.04967541885376,3.4
206,8,14,1,1,0,-0.6346950817108155,4.0
207,8,15,3,2,1,-1.6107092094421387,4.4
208,8,16,2,2,0,-1.8615963020324708,4.0
209,8,17,2,1,1,-10.18573445892334,3.2
210,8,18,2,1,1,-2.77620818901062,5.0
211,8,19,2,2,0,-1.8243854885101318,4.4
212,8,20,2,1,1,-7.156967769622803,3.8
213,8,21,3,2,1,-7.197169523239136,3.2
214,8,22,1,1,0,-2.3126124744415284,4.6
215,8,23,1,1,0,-3.5365227546691895,4.4
216,9,0,2,1,1,-2.3255438919067384,4.4
217,9,1,1,1,0,-2.24285319519043,4.4
218,9,2,1,1,0,-2.588394744873047,4.4
219,9,3,3,2,1,-2.670469659805298,4.4
220,9,4,2,1,1,-2.4768502731323245,4.4
221,9,5,3,2,1,-5.412194068908692,3.4
222,9,6,2,2,0,-0.907398443222046,5.6
223,9,7,2,2,0,-1.253115930557251,5.4
224,9,8,1,1,0,-2.472539800643921,4.4
225,9,9,2,2,0,-0.9453130073547363,5.800000000000001
226,9,10,3,2,1,-4.561359580993653,3.8
227,9,11,2,1,1,-7.269831773757935,3.4
228,9,12,3,2,1,-6.2584541778564455,3.8
229,9,13,3,2,1,-15.214472414016724,3.8
230,9,14,3,2,1,-2.496555290222168,4.4
231,9,15,3,2,1,-28.122578140258792,3.2
232,9,16,3,2,1,-0.8313933773040771,6.0
233,9,17,2,1,1,-3.0182983989715577,4.4
234,9,18,2,1,1,-16.77011313819885,3.6
235,9,19,3,2,1,-30.02252885055542,3.6
236,9,20,3,2,1,-13.576404899597168,3.6
237,9,21,3,2,1,-5.32519289970398,3.6
238,9,22,2,2,0,-1.9339066772460938,4.4
239,9,23,3,2,1,-1.6882097454071046,3.4
