ray,direction,orientation,n_min,n_min_ml,n_min_wall,e_min_kcal,r_at_min
0,0,0,2,2,0,-1.2042932319641113,5.800000000000001
1,0,1,1,1,0,-0.29188056564331055,6.4
2,0,2,2,2,0,-1.2120344886779786,5.800000000000001
3,0,3,3,3,0,-0.20971768188476564,7.800000000000001
4,0,4,2,2,0,-1.3774158821105957,5.6
5,0,5,3,2,1,-1.4277340507507326,5.4
6,0,6,1,1,0,-0.08937632751464844,7.6000000000000005
7,0,7,2,2,0,-1.6925202178955079,5.6
8,0,8,2,2,0,-0.9231448631286622,5.0
9,0,9,2,2,0,-0.22590394592285157,5.800000000000001
10,0,10,2,2,0,-0.8207491493225098,5.6
11,0,11,1,1,0,-0.5452307853698731,5.800000000000001
12,0,12,2,2,0,-0.4924494895935059,5.4
13,0,13,2,2,0,-0.8657891883850098,5.800000000000001
14,0,14,1,1,0,-0.6601180725097656,5.4
15,0,15,2,2,0,-0.5802423782348634,5.6
16,0,16,1,1,0,-1.697270534515381,5.800000000000001
17,0,17,2,2,0,-0.6182449111938477,5.6
18,0,18,2,2,0,-0.4544469566345215,5.2
19,0,19,3,2,1,-1.5936432571411134,5.6
20,0,20,3,3,0,-0.3509956169128418,6.800000000000001
21,0,21,2,2,0,-0.5733808097839356,6.4
22,0,22,2,2,0,-0.34079123306274417,6.4
23,0,23,2,2,0,-0.35169936752319336,5.6
24,1,0,2,2,0,-0.500190746307373,6.2
25,1,1,1,1,0,-0.7799316139221192,5.800000000000001
26,1,2,1,1,0,-1.622848907470703,5.6
27,1,3,2,2,0,-0.5065245018005371,5.2
28,1,4,1,1,0,-0.6316161727905274,6.0
29,1,5,1,1,0,-1.8170840759277345,5.6
30,1,6,3,3,0,-0.3312905998229981,6.2
31,1,7,3,3,0,-0.5021260604858399,6.0
32,1,8,1,1,0,-1.589244815826416,5.6
33,1,9,4,2,2,-0.17153921127319335,6.6
34,1,10,3,2,1,-1.3228752098083496,5.2
35,1,11,1,1,0,-0.3853034591674805,6.4
36,1,12,3,3,0,-0.6968890419006348,5.0
37,1,13,1,1,0,-1.4361790580749512,5.800000000000001
38,1,14,1,1,0,-0.41415723419189454,5.800000000000001
39,1,15,3,3,0,-0.6367183647155762,5.800000000000001
40,1,16,1,1,0,-0.810720703125,6.2
41,1,17,2,2,0,-0.47749478912353516,5.800000000000001
42,1,18,3,3,0,-0.24279396057128907,6.6
43,1,19,4,4,0,-0.44600194931030274,5.800000000000001
44,1,20,2,2,0,-0.22942269897460937,6.4
45,1,21,1,1,0,-0.5615929870605469,5.800000000000001
46,1,22,3,2,1,-0.24384958648681643,7.800000000000001
47,1,23,1,1,0,-0.5930858268737793,5.800000000000001
48,2,0,3,3,0,-0.7172978096008301,5.2
49,2,1,2,2,0,-2.2120641059875488,5.2
50,2,2,3,3,0,-0.7510778388977051,4.4
51,2,3,2,2,0,-0.5359060897827149,5.4
52,2,4,2,2,0,-1.8084631309509278,5.0
53,2,5,5,5,0,-0.8934113998413087,4.8
54,2,6,2,2,0,-0.6592383842468262,6.4
55,2,7,2,2,0,-0.3063074531555176,5.6
56,2,8,2,2,0,-0.36348719024658205,5.4
57,2,9,1,1,0,-0.7428087692260743,6.4
58,2,10,2,2,0,-0.46535509109497075,5.0
59,2,11,3,3,0,-1.670176136016846,4.6
60,2,12,2,2,0,-0.6113833427429199,6.0
61,2,13,4,4,0,-1.3877962036132814,4.0
62,2,14,2,2,0,-1.6098295211791993,4.6
63,2,15,2,2,0,-0.6917868499755859,5.2
64,2,16,2,2,0,-3.169164936065674,5.2
65,2,17,2,2,0,-0.5156732597351075,5.2
66,2,18,2,2,0,-1.4141868515014648,4.6
67,2,19,3,3,0,-0.7197609367370605,4.6
68,2,20,2,2,0,-0.592030200958252,4.8
69,2,21,3,3,0,-1.5148231887817383,5.0
70,2,22,2,2,0,-0.7139549942016602,6.2
71,2,23,3,3,0,-0.48945854949951173,5.6
72,3,0,1,1,0,-1.9043491516113282,5.4
73,3,1,2,2,0,-1.2232944984436036,5.6
74,3,2,2,2,0,-1.862651927947998,4.8
75,3,3,1,1,0,-2.9770410194396972,5.6
76,3,4,2,1,1,-1.2899748687744141,6.0
77,3,5,1,1,0,-1.4648568954467773,5.6
78,3,6,2,2,0,-2.7243945503234865,5.6
79,3,7,1,1,0,-2.2417975692749024,5.4
80,3,8,3,3,0,-1.5519460334777833,5.6
81,3,9,2,2,0,-2.9189815940856936,4.6
82,3,10,1,1,0,-2.200980033874512,5.4
83,3,11,2,2,0,-1.735800880432129,4.8
84,3,12,3,3,0,-0.5633523635864258,6.2
85,3,13,1,1,0,-1.335190845489502,5.800000000000001
86,3,14,2,2,0,-1.3408208503723145,5.6
87,3,15,4,3,1,-0.5353782768249512,5.6
88,3,16,1,1,0,-1.7416068229675294,5.800000000000001
89,3,17,2,2,0,-1.6886495895385742,5.4
90,3,18,3,3,0,-2.591737560272217,4.6
91,3,19,1,1,0,-2.6230544624328616,5.2
92,3,20,3,3,0,-2.3433135948181154,4.8
93,3,21,2,2,0,-0.5577223587036133,5.4
94,3,22,1,1,0,-2.6600013694763183,5.4
95,3,23,2,2,0,-0.7672641029357911,5.4
96,4,0,1,1,0,-0.7243353157043457,5.800000000000001
97,4,1,2,2,0,-0.8738823204040528,5.0
98,4,2,1,1,0,-2.019060501098633,4.8
99,4,3,3,3,0,-0.7734219207763672,5.0
100,4,4,2,2,0,-0.5253498306274414,5.4
101,4,5,1,1,0,-0.6122630310058594,5.6
102,4,6,3,3,0,-0.8416857299804688,5.2
103,4,7,1,1,0,-0.6704983940124511,5.800000000000001
104,4,8,2,2,0,-2.027153633117676,5.4
105,4,9,3,3,0,-0.4115181694030762,5.800000000000001
106,4,10,1,1,0,-0.5740845603942871,5.0
107,4,11,1,1,0,-2.6533157386779784,4.8
108,4,12,2,2,0,-0.18473453521728517,6.4
109,4,13,2,2,0,-2.004457675933838,5.2
110,4,14,1,1,0,-0.5934377021789551,6.0
111,4,15,2,2,0,-2.6566585540771483,4.6
112,4,16,2,2,0,-1.032754020690918,5.0
113,4,17,2,2,0,-0.5656395530700684,5.4
114,4,18,2,2,0,-1.105240333557129,5.0
115,4,19,1,1,0,-0.8471397972106934,5.6
116,4,20,6,6,0,-0.22326488113403323,6.0
117,4,21,1,1,0,-0.6731374588012695,6.0
118,4,22,4,4,0,-0.49508855438232424,5.6
119,4,23,2,2,0,-0.932997371673584,5.2
120,5,0,2,2,0,-2.8317165184020996,4.4
121,5,1,2,2,0,-1.5510663452148439,4.2
122,5,2,2,2,0,-0.4299916229248047,6.6
123,5,3,2,2,0,-1.6188023414611816,4.2
124,5,4,2,2,0,-2.278216663360596,5.0
125,5,5,3,3,0,-0.45532664489746094,5.2
126,5,6,3,3,0,-0.735243450164795,6.0
127,5,7,2,2,0,-2.668798252105713,4.4
128,5,8,2,2,0,-0.7665603523254395,6.0
129,5,9,3,3,0,-0.3302349739074707,6.2
130,5,10,3,3,0,-0.2969827575683594,6.800000000000001
131,5,11,2,2,0,-0.4192594261169434,6.800000000000001
132,5,12,2,2,0,-0.5344985885620117,5.2
133,5,13,3,3,0,-0.5286926460266114,5.800000000000001
134,5,14,2,2,0,-1.7152161750793458,4.6
135,5,15,1,1,0,-0.6752487106323243,5.6
136,5,16,2,2,0,-1.3842774505615234,4.0
137,5,17,3,3,0,-3.138551784515381,4.0
138,5,18,2,2,0,-0.5068763771057129,5.4
139,5,19,2,2,0,-2.700818904876709,4.6
140,5,20,2,2,0,-0.2401548957824707,6.800000000000001
141,5,21,1,1,0,-2.2805038528442383,5.0
142,5,22,3,3,0,-0.3135208969116211,5.0
143,5,23,2,2,0,-1.167874137878418,4.0
144,6,0,2,2,0,-2.6183041458129885,4.8
145,6,1,2,2,0,-2.6021178817749027,5.0
146,6,2,1,1,0,-1.9697979583740235,5.4
147,6,3,1,1,0,-2.0792311782836914,5.0
148,6,4,2,2,0,-2.411577404022217,5.0
149,6,5,1,1,0,-2.265197277069092,4.8
150,6,6,2,2,0,-1.5756976165771486,5.6
151,6,7,1,1,0,-1.4641531448364258,6.0
152,6,8,1,1,0,-2.128493721008301,5.2
153,6,9,1,1,0,-2.3865942573547363,5.6
154,6,10,2,2,0,-1.9960126686096193,5.800000000000001
155,6,11,1,1,0,-1.825880958557129,6.0
156,6,12,2,2,0,-1.1865235290527345,5.6
157,6,13,1,1,0,-2.7249223632812503,4.8
158,6,14,2,2,0,-2.9657810096740724,5.0
159,6,15,1,1,0,-2.3392670288085937,5.2
160,6,16,2,2,0,-2.8547643508911134,4.8
161,6,17,3,3,0,-1.3232270851135255,6.2
162,6,18,2,2,0,-2.1439762344360354,5.6
163,6,19,2,2,0,-1.7243649330139161,5.2
164,6,20,1,1,0,-2.53139094543457,5.0
165,6,21,2,2,0,-2.1596346855163575,5.0
166,6,22,1,1,0,-2.4583768196105957,5.4
167,6,23,2,1,1,-1.9571304473876954,5.4
168,7,0,2,2,0,-0.5941414527893066,5.2
169,7,1,3,3,0,-1.4822747230529787,5.6
170,7,2,2,2,0,-0.9242004890441895,5.6
171,7,3,2,2,0,-0.4530394554138184,5.4
172,7,4,3,2,1,-0.3414949836730957,6.0
173,7,5,3,2,1,-0.2426180229187012,5.800000000000001
174,7,6,2,2,0,-0.07776444244384766,7.4
175,7,7,3,3,0,-0.07758850479125977,7.2
176,7,8,2,2,0,-0.15306575775146486,6.2
177,7,9,3,3,0,-0.2748146133422852,6.2
178,7,10,3,3,0,-0.3383281059265137,5.2
179,7,11,2,2,0,-1.7236611824035646,5.800000000000001
180,7,12,2,2,0,-0.25440584564208985,6.2
181,7,13,1,1,0,-0.28132430648803713,6.0
182,7,14,2,2,0,-1.4451518783569337,5.6
183,7,15,2,2,0,-0.7878488082885743,6.0
184,7,16,1,1,0,-0.44776132583618167,6.0
185,7,17,2,2,0,-0.12350823211669923,7.800000000000001
186,7,18,1,1,0,-1.5721788635253906,6.0
187,7,19,1,1,0,-0.2874821243286133,6.2
188,7,20,2,2,0,-0.6784155883789063,5.0
