ray,direction,orientation,n_min,n_min_ml,n_min_wall,e_min_kcal,r_at_min
189,7,21,2,2,0,-1.87250443649292,5.2
190,7,22,2,2,0,-0.44670569992065434,5.4
191,7,23,3,3,0,-1.2968364372253418,6.0
192,8,0,3,2,1,-2.5071115493774414,5.2
193,8,1,1,1,0,-1.7491721420288087,4.8
194,8,2,2,2,0,-2.05600740814209,5.0
195,8,3,1,1,0,-3.4640364418029788,4.6
196,8,4,1,1,0,-1.6427298622131348,4.6
197,8,5,2,2,0,-1.269214225769043,5.4
198,8,6,2,2,0,-3.3903185653686525,4.4
199,8,7,1,1,0,-3.3120263099670413,4.4
200,8,8,2,2,0,-1.9516763801574708,4.6
201,8,9,2,2,0,-2.322552951812744,5.2
202,8,10,2,2,0,-2.047562400817871,5.0
203,8,11,3,2,1,-1.3397652244567873,5.2
204,8,12,2,2,0,-1.769580909729004,5.6
205,8,13,2,2,0,-2.3651298637390137,4.6
206,8,14,1,1,0,-1.8730322494506837,5.6
207,8,15,2,2,0,-2.6786507606506347,4.6
208,8,16,1,1,0,-1.930387924194336,4.6
209,8,17,3,3,0,-1.0190308837890625,5.800000000000001
210,8,18,1,1,0,-1.613700149536133,5.6
211,8,19,1,1,0,-3.89015743637085,4.6
212,8,20,2,2,0,-2.2463719482421878,5.2
213,8,21,2,1,1,-1.7845356101989747,5.4
214,8,22,4,3,1,-2.141513107299805,5.4
215,8,23,1,1,0,-1.454476573944092,5.4
216,9,0,2,2,0,-0.21165299606323243,6.4
217,9,1,3,3,0,-1.1314550437927247,5.6
218,9,2,2,2,0,-0.7862653694152832,5.800000000000001
219,9,3,2,2,0,-0.30718714141845704,7.800000000000001
220,9,4,1,1,0,-0.9240245513916016,5.4
221,9,5,3,3,0,-0.6013548965454102,5.0
222,9,6,2,2,0,-3.1455892906188967,5.2
223,9,7,3,3,0,-0.3626075019836426,6.2
224,9,8,3,3,0,-1.0725159301757814,4.6
225,9,9,2,2,0,-1.7820724830627441,6.2
226,9,10,3,3,0,-0.530803897857666,5.6
227,9,11,1,1,0,-0.7180015602111817,5.2
228,9,12,2,2,0,-1.7671177825927735,5.800000000000001
229,9,13,4,4,0,-0.38811846160888674,6.4
230,9,14,2,2,0,-0.8513623008728027,4.8
231,9,15,2,2,0,-2.2516500778198245,5.4
232,9,16,3,3,0,-0.5607132987976075,5.4
233,9,17,2,2,0,-2.102806823730469,4.8
234,9,18,1,1,0,-1.145354118347168,5.4
235,9,19,2,2,0,-0.7832744293212891,5.4
236,9,20,3,2,1,-1.811454071044922,5.800000000000001
237,9,21,1,1,0,-0.3487084274291992,6.2
238,9,22,2,2,0,-1.7523390197753907,5.0
239,9,23,1,1,0,-1.0406712150573731,5.6
