ray,direction,orientation,n_min,n_min_ml,n_min_wall,e_min_kcal,r_at_min
195,8,3,2,2,0,-1.9566357475146243,4.4
196,8,4,1,1,0,-1.1343537695471984,5.2
197,8,5,1,1,0,-1.0559169452938675,5.2
198,8,6,2,2,0,-2.1830477220307816,4.4
199,8,7,1,1,0,-1.5605208371856767,5.0
200,8,8,1,1,0,-1.5932727433817655,5.2
201,8,9,3,3,0,-1.8832552126355682,3.6
202,8,10,1,1,0,-2.7802733915308946,4.0
203,8,11,2,2,0,-1.4936965525156916,4.4
204,8,12,1,1,0,-1.8494992241982864,4.8
205,8,13,1,1,0,-1.8073909590650905,4.4
206,8,14,2,2,0,-0.9060273773932361,4.2
207,8,15,1,1,0,-2.414854657336127,4.6
208,8,16,1,1,0,-1.993673531937658,4.4
209,8,17,1,1,0,-0.988253986163325,5.4
210,8,18,1,1,0,-1.4116096103805802,5.2
211,8,19,1,1,0,-1.4552048300467513,4.4
212,8,20,1,1,0,-2.181429923010316,4.6
213,8,21,1,1,0,-2.591460131405953,4.4
214,8,22,1,1,0,-1.9083840685541287,4.4
215,8,23,1,1,0,-2.7241096436079433,4.0
216,9,0,1,1,0,-2.2658430236600378,4.6
217,9,1,1,1,0,-2.2146398887754244,5.0
218,9,2,1,1,0,-2.110930074059548,4.8
219,9,3,1,1,0,-2.35411266980752,4.4
220,9,4,1,1,0,-2.1094961973012856,4.4
221,9,5,2,2,0,-2.4121614209233746,4.4
222,9,6,1,1,0,-1.1541503775719286,5.2
223,9,7,1,1,0,-1.2952239078374426,5.2
224,9,8,1,1,0,-2.249007674608408,4.4
225,9,9,1,1,0,-0.9109831704689713,5.800000000000001
226,9,10,1,1,0,-0.7673907769354033,6.0
227,9,11,1,1,0,-2.58930127407062,4.4
228,9,12,1,1,0,-0.7684676617454714,6.0
229,9,13,1,1,0,-0.761553285672272,6.0
230,9,14,1,1,0,-2.2077858922427227,4.4
231,9,15,1,1,0,-0.8108406979142403,6.0
232,9,16,1,1,0,-0.828780705065005,6.0
233,9,17,1,1,0,-2.128584903027008,4.4
234,9,18,1,1,0,-0.7706200167866752,5.800000000000001
235,9,19,1,1,0,-0.759229584917152,5.800000000000001
236,9,20,1,1,0,-0.869837023110244,5.6
237,9,21,1,1,0,-0.9038869823756452,5.6
238,9,22,1,1,0,-1.799177233210886,4.8
239,9,23,1,1,0,-0.8375114860807115,5.6
