,E,F,R,phi,fn,EF
0,-12.100685119628906,"[[ 3.2166680e-04  4.7079130e-04  4.6802938e-04]
 [-4.0630039e-04 -3.4054284e-04  4.8244200e-04]
 [ 3.3033066e-04 -1.1006783e-05 -1.2083510e-03]
 [-2.4569710e-04 -1.1924167e-04  2.5787958e-04]]","[[-0.01824582 -0.01720189  0.00376104]
 [ 0.01824749 -0.02366279  1.48329694]
 [ 0.73722089  0.71688966 -0.20331525]
 [-0.7348856   0.71706604  1.67464028]]",91.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
1,-12.101085662841797,"[[ 7.5186988e-05 -5.2817632e-04 -6.3238759e-04]
 [ 3.8721239e-05  5.3746073e-04 -6.2673481e-04]
 [-2.8187962e-05 -7.4773634e-05  5.7443191e-04]
 [-8.5720269e-05  6.5489250e-05  6.8469049e-04]]","[[-0.01950909 -0.01696389  0.00382381]
 [ 0.01952883 -0.02347607  1.48329454]
 [ 0.74207669  0.71049406 -0.20424583]
 [-0.73976886  0.71071404  1.67547372]]",92.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
2,-12.097801208496094,"[[ 3.9082166e-04 -8.7895947e-05 -1.9573682e-04]
 [-3.5372656e-04  2.1976701e-04 -1.7344044e-04]
 [ 2.8743353e-04 -8.6596316e-05 -5.7110313e-04]
 [-3.2452866e-04 -4.5274748e-05  9.4028038e-04]]","[[-0.02079233 -0.0167925   0.00380725]
 [ 0.02085159 -0.02322606  1.48320726]
 [ 0.74683675  0.70403548 -0.2051271 ]
 [-0.74456369  0.70431236  1.67641241]]",93.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
3,-12.094563484191895,"[[ 3.8914432e-04 -9.3483640e-04 -1.1913520e-03]
 [-1.9380156e-04  1.0413522e-03 -1.1652992e-03]
 [ 1.6320686e-04 -1.7455418e-04  5.6258490e-04]
 [-3.5854962e-04  6.8038367e-05  1.7940664e-03]]","[[-0.02211346 -0.01658396  0.0038423 ]
 [ 0.02219987 -0.02301458  1.48316477]
 [ 0.7515053   0.69753077 -0.20605081]
 [-0.74926529  0.69785417  1.67730575]]",94.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
4,-12.090326309204102,"[[ 8.8398991e-04 -2.4444459e-04 -4.9827126e-04]
 [-8.0008170e-04  5.3363445e-04 -4.4138497e-04]
 [ 6.4384827e-04 -1.9263661e-04 -1.2124252e-03]
 [-7.2775647e-04 -9.6553224e-05  2.1520813e-03]]","[[-0.02345711 -0.01640972  0.00384021]
 [ 0.02357376 -0.02276522  1.48307911]
 [ 0.75607903  0.69096798 -0.20697052]
 [-0.75388505  0.69134564  1.67828261]]",95.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
5,-12.088665008544922,"[[ 8.6101016e-04  3.9087428e-04  2.6118313e-04]
 [-8.8994362e-04 -9.8805700e-05  3.1802818e-04]
 [ 7.0695690e-04 -1.2098301e-04 -2.0032064e-03]
 [-6.7802344e-04 -1.7108559e-04  1.4239951e-03]]","[[-0.02481478 -0.0162307   0.00384167]
 [ 0.02496343 -0.02251447  1.48299097]
 [ 0.76056912  0.68435152 -0.20795453]
 [-0.75842083  0.6847785   1.67932413]]",96.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
6,-12.084657669067383,"[[ 3.84618295e-04 -3.31285519e-05 -1.30436340e-04]
 [-3.63804138e-04  1.57269809e-04 -1.03070044e-04]
 [ 2.89070129e-04 -7.33277411e-05 -6.16386125e-04]
 [-3.09884286e-04 -5.08135199e-05  8.49892560e-04]]","[[-0.0261602  -0.01603911  0.00385393]
 [ 0.02633843 -0.02226351  1.48290942]
 [ 0.7649907   0.67767294 -0.20908922]
 [-0.76289274  0.67814507  1.68050226]]",97.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
7,-12.083273887634277,"[[ 3.4496628e-04 -3.1570852e-04 -4.6121926e-04]
 [-2.8553614e-04  4.2058824e-04 -4.3459149e-04]
 [ 2.2854052e-04 -9.1116919e-05 -1.7422678e-04]
 [-2.8797064e-04 -1.3762797e-05  1.0700375e-03]]","[[-0.02751218 -0.0158271   0.00388118]
 [ 0.02772028 -0.02201629  1.48283726]
 [ 0.76933573  0.67094676 -0.21030572]
 [-0.76728459  0.67145736  1.68174047]]",98.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
8,-12.080488204956055,"[[ 7.81952811e-04  4.00212666e-05 -1.35959432e-04]
 [-7.59435585e-04  2.07078236e-04 -7.47366139e-05]
 [ 5.95937599e-04 -1.33670459e-04 -1.37782947e-03]
 [-6.18454826e-04 -1.13429036e-04  1.58852548e-03]]","[[-0.02892008 -0.01564008  0.00389353]
 [ 0.02915597 -0.0217545   1.48274098]
 [ 0.77357433  0.66418067 -0.21139099]
 [-0.77157891  0.6647309   1.68289694]]",99.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
9,-12.076990127563477,"[[ 0.00137896 -0.00057242 -0.00102283]
 [-0.00126193  0.00099361 -0.00090753]
 [ 0.00099265 -0.00028712 -0.00157776]
 [-0.00110969 -0.00013407  0.00350812]]","[[-0.03031848 -0.01536907  0.00399739]
 [ 0.03057473 -0.02155671  1.48273121]
 [ 0.77775429  0.65737112 -0.21265895]
 [-0.77580515  0.65794151  1.6840633 ]]",100.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
10,-12.074848175048828,"[[ 6.5969746e-04  3.6690047e-04  2.9451810e-04]
 [-6.8019988e-04 -1.6115722e-04  3.5015109e-04]
 [ 5.2392494e-04 -8.0851540e-05 -1.5821410e-03]
 [-5.0342252e-04 -1.2489171e-04  9.3747186e-04]]","[[-0.03172847 -0.01524011  0.00392959]
 [ 0.03201594 -0.0212076   1.48254416]
 [ 0.78184197  0.65050092 -0.21376972]
 [-0.77996724  0.65111846  1.68542822]]",101.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
11,-12.069828033447266,"[[ 5.7824556e-04  9.3939935e-04  1.0235915e-03]
 [-6.5462204e-04 -7.5719011e-04  1.0722877e-03]
 [ 4.9339037e-04 -2.0791531e-05 -2.1803130e-03]
 [-4.1701391e-04 -1.6141770e-04  8.4433777e-05]]","[[-0.03307519 -0.01502968  0.00392998]
 [ 0.03339157 -0.02089306  1.48242509]
 [ 0.78590729  0.64358647 -0.21514399]
 [-0.78409857  0.64423027  1.68692883]]",102.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
12,-12.067129135131836,"[[ 4.9145863e-04  7.1987532e-05 -2.6472871e-05]
 [-4.8472092e-04  7.4633288e-05  1.9304132e-05]
 [ 3.7159052e-04 -7.4422147e-05 -9.0722629e-04]
 [-3.7832823e-04 -7.2198673e-05  9.1439503e-04]]","[[-0.03448757 -0.01474596  0.00403768]
 [ 0.03482286 -0.02066615  1.48240198]
 [ 0.78987619  0.63664904 -0.21643884]
 [-0.78812605  0.63730213  1.68815372]]",103.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
13,-12.065202713012695,"[[ 7.0785958e-04 -7.5142918e-04 -1.1088983e-03]
 [-6.3563685e-04  9.5643505e-04 -1.0364406e-03]
 [ 4.9861352e-04 -1.6846241e-04 -1.9872804e-04]
 [-5.7083624e-04 -3.6543493e-05  2.3440670e-03]]","[[-0.03590305 -0.0144668   0.00413137]
 [ 0.03625967 -0.02041494  1.48235908]
 [ 0.79377945  0.6296747  -0.21770106]
 [-0.79209129  0.63033481  1.68938663]]",104.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
14,-12.06148910522461,"[[ 9.0807100e-04 -5.6109962e-04 -9.2317216e-04]
 [-8.5453154e-04  8.2286372e-04 -8.2835415e-04]
 [ 6.6034263e-04 -1.8183244e-04 -7.6768734e-04]
 [-7.1388209e-04 -7.9931662e-05  2.5192136e-03]]","[[-0.03725409 -0.01420787  0.00417393]
 [ 0.03763348 -0.02009876  1.48226633]
 [ 0.79766084  0.62265143 -0.21904848]
 [-0.79604486  0.62332071  1.69081551]]",105.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
15,-12.057541847229004,"[[ 3.0695990e-04 -2.0958231e-04 -3.3928017e-04]
 [-2.9131738e-04  2.9728361e-04 -3.0593787e-04]
 [ 2.2452544e-04 -6.1296065e-05 -2.3192634e-04]
 [-2.4016797e-04 -2.6405241e-05  8.7714440e-04]]","[[-0.03855689 -0.01398244  0.00415133]
 [ 0.03895935 -0.01970841  1.48210885]
 [ 0.80151613  0.61558759 -0.22039231]
 [-0.79998112  0.61626746  1.69238131]]",106.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
16,-12.055096626281738,"[[ 2.7091810e-04  4.0826053e-04  4.5930131e-04]
 [-2.7952460e-04 -3.3356348e-04  4.8634986e-04]
 [ 2.0252760e-04 -1.4645205e-05 -9.6195104e-04]
 [-1.9392111e-04 -6.0051847e-05  1.6299849e-05]]","[[-0.0398437  -0.01374537  0.00412406]
 [ 0.0402757  -0.01931041  1.48194337]
 [ 0.80533494  0.60849137 -0.22169767]
 [-0.80386612  0.60917518  1.69391366]]",107.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
17,-12.05189037322998,"[[-0.00134212  0.00068454  0.00120294]
 [ 0.00131065 -0.00106034  0.00104852]
 [-0.00099696  0.00024036  0.00129253]
 [ 0.00102843  0.00013544 -0.003544  ]]","[[-0.04102159 -0.01349854  0.00407286]
 [ 0.04147301 -0.0188538   1.48176226]
 [ 0.80917809  0.6013597  -0.22310726]
 [-0.80779468  0.60204188  1.69561708]]",108.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
18,-12.047855377197266,"[[ 0.00086289 -0.00015119 -0.00040187]
 [-0.00085113  0.00038706 -0.00030079]
 [ 0.00063907 -0.00013375 -0.00119355]
 [-0.00065083 -0.00010212  0.00189622]]","[[-0.04245458 -0.01308305  0.00431339]
 [ 0.04292653 -0.01866219  1.48183799]
 [ 0.81281537  0.59424221 -0.22409476]
 [-0.81149505  0.59489314  1.69634804]]",109.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
19,-12.043582916259766,"[[-0.00126785  0.00125322  0.00194892]
 [ 0.00126856 -0.00160648  0.00178873]
 [-0.00097313  0.00024909  0.00043087]
 [ 0.00097241  0.00010416 -0.00416852]]","[[-0.04343375 -0.0128256   0.00419578]
 [ 0.04392504 -0.01810237  1.48160588]
 [ 0.81671218  0.58704302 -0.22560321]
 [-0.8154791   0.58768354  1.69828285]]",110.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
20,-12.039746284484863,"[[-5.23802359e-04 -2.50784011e-04 -2.08332480e-04]
 [ 5.13113337e-04  1.15276816e-04 -2.70042336e-04]
 [-3.73156072e-04  6.00204767e-05  1.15243311e-03]
 [ 3.83845065e-04  7.54867142e-05 -6.74058276e-04]]","[[-0.04464983 -0.01241     0.00435489]
 [ 0.04516511 -0.01778855  1.48161734]
 [ 0.82041618  0.57985676 -0.22669017]
 [-0.81925557  0.58046084  1.69927653]]",111.655826192649,hper_a.xyz,"[0.02, 0.02, 0.02]"
