,E,F,R,phi,fn,EF
0,-11.586600303649902,"[[ 3.6045047e-05 -2.7018899e-04 -3.1488651e-04]
 [ 1.7920293e-05  2.7310030e-04 -3.1567886e-04]
 [-2.2816377e-05 -3.3683929e-05  3.0083500e-04]
 [-3.1148960e-05  3.0772622e-05  3.2973039e-04]]","[[-1.43931779e-02 -2.10757429e-02 -1.62055664e-03]
 [ 1.45906644e-02 -1.79507605e-02  1.47809231e+00]
 [ 7.37733900e-01  7.15335137e-01 -2.12582216e-01]
 [-7.38240279e-01  7.15627579e-01  1.69628795e+00]]",91.655826192649,hper_a.xyz,"[-0.01, 0.0, 0.0]"
1,-11.590728759765625,"[[ 0.00035306 -0.00255307 -0.0029944 ]
 [ 0.00013496  0.00258999 -0.00299909]
 [-0.00018192 -0.00031246  0.00280858]
 [-0.0003061   0.00027554  0.00318491]]","[[-1.56801696e-02 -2.06456681e-02 -1.33865583e-03]
 [ 1.58155484e-02 -1.79613693e-02  1.47832374e+00]
 [ 7.42686480e-01  7.09082231e-01 -2.13183324e-01]
 [-7.43147028e-01  7.09311366e-01  1.69638594e+00]]",92.655826192649,hper_a.xyz,"[-0.01, 0.0, 0.0]"
2,-11.591315269470215,"[[-0.00019092 -0.0030956  -0.00349771]
 [ 0.00073639  0.00290715 -0.00352982]
 [-0.00067688 -0.00023644  0.00448934]
 [ 0.00013141  0.00042489  0.00253819]]","[[-1.69457399e-02 -2.04174484e-02 -1.30292571e-03]
 [ 1.70693862e-02 -1.77566377e-02  1.47830374e+00]
 [ 7.47544524e-01  7.02741885e-01 -2.13661493e-01]
 [-7.47989719e-01  7.02953265e-01  1.69685065e+00]]",93.655826192649,hper_a.xyz,"[-0.01, 0.0, 0.0]"
3,-11.591510772705078,"[[ 5.0593977e-04 -2.4587002e-03 -2.9538120e-03]
 [-7.7327415e-05  2.5635583e-03 -2.9486178e-03]
 [-6.8436611e-06 -3.1786138e-04  2.4011815e-03]
 [-4.2176869e-04  2.1300325e-04  3.5012483e-03]]","[[-1.82638971e-02 -2.02434890e-02 -1.31279338e-03]
 [ 1.83798813e-02 -1.75180358e-02  1.47823099e+00]
 [ 7.52294025e-01  6.96347461e-01 -2.14007043e-01]
 [-7.52736055e-01  6.96552829e-01  1.69728340e+00]]",94.655826192649,hper_a.xyz,"[-0.01, 0.0, 0.0]"
4,-11.595884323120117,"[[ 0.00121145  0.00130261  0.00121477]
 [-0.00139253 -0.00081028  0.00128883]
 [ 0.00114245 -0.00013704 -0.00385295]
 [-0.00096137 -0.00035528  0.00134935]]","[[-1.96288885e-02 -2.03309482e-02 -1.61715576e-03]
 [ 1.97736434e-02 -1.70319854e-02  1.47785456e+00]
 [ 7.56908235e-01  6.89884495e-01 -2.13949598e-01]
 [-7.57391050e-01  6.90138910e-01  1.69791207e+00]]",95.655826192649,hper_a.xyz,"[-0.01, 0.0, 0.0]"
5,-11.596199989318848,"[[ 3.85197840e-04  1.79175724e-04  1.15659735e-04]
 [-4.04312479e-04 -3.30566545e-05  1.38534131e-04]
 [ 3.24110035e-04 -6.22734369e-05 -9.05781868e-04]
 [-3.04995396e-04 -8.38456326e-05  6.51587965e-04]]","[[-2.09192119e-02 -2.01247773e-02 -1.60682058e-03]
 [ 2.10464145e-02 -1.67882471e-02  1.47779433e+00]
 [ 7.61525840e-01  6.83349870e-01 -2.14689216e-01]
 [-7.62001753e-01  6.83592190e-01  1.69871005e+00]]",96.655826192649,hper_a.xyz,"[-0.01, 0.0, 0.0]"
6,-11.596446990966797,"[[ 0.00074544 -0.00291162 -0.00359094]
 [-0.0003246   0.00309599 -0.00357032]
 [ 0.00017789 -0.00037183  0.00257902]
 [-0.00059874  0.00018745  0.00458224]]","[[-2.23198602e-02 -1.96870149e-02 -1.31022165e-03]
 [ 2.24035625e-02 -1.67984066e-02  1.47801107e+00]
 [ 7.66040920e-01  6.76812545e-01 -2.15498429e-01]
 [-7.66464451e-01  6.76995264e-01  1.69900552e+00]]",97.655826192649,hper_a.xyz,"[-0.01, 0.0, 0.0]"
7,-11.599303245544434,"[[ 9.8088209e-04 -1.4726522e-03 -1.9718560e-03]
 [-7.7410438e-04  1.7792133e-03 -1.9219064e-03]
 [ 5.6670880e-04 -2.9761044e-04  2.7128391e-04]
 [-7.7348645e-04 -8.9505866e-06  3.6224783e-03]]","[[-2.37478680e-02 -1.95100535e-02 -1.30799662e-03]
 [ 2.38200248e-02 -1.65597619e-02  1.47792444e+00]
 [ 7.70433025e-01  6.70199563e-01 -2.15966562e-01]
 [-7.70848677e-01  6.70375065e-01  1.69956185e+00]]",98.655826192649,hper_a.xyz,"[-0.01, 0.0, 0.0]"
8,-11.599875450134277,"[[ 2.60179979e-04 -2.75254599e-03 -3.32891778e-03]
 [ 6.95252820e-05  2.77679972e-03 -3.33291455e-03]
 [-1.21038654e-04 -2.46844313e-04  3.18605127e-03]
 [-2.08666592e-04  2.22590548e-04  3.47578130e-03]]","[[-2.50932689e-02 -1.92022515e-02 -1.18018997e-03]
 [ 2.51403485e-02 -1.64010030e-02  1.47796441e+00]
 [ 7.74811074e-01  6.63510835e-01 -2.16950508e-01]
 [-7.75202707e-01  6.63659794e-01  1.70038125e+00]]",99.655826192649,hper_a.xyz,"[-0.01, 0.0, 0.0]"
9,-11.602848052978516,"[[ 2.2402263e-04 -2.0641705e-03 -2.5198760e-03]
 [ 6.6049228e-07  2.0954125e-03 -2.5197628e-03]
 [-4.8880320e-05 -1.8398151e-04  2.3358830e-03]
 [-1.7580281e-04  1.5273970e-04  2.7037559e-03]]","[[-2.65510605e-02 -1.89940066e-02 -1.14615012e-03]
 [ 2.65877064e-02 -1.61807907e-02  1.47789690e+00]
 [ 7.79045698e-01  6.56793212e-01 -2.17540337e-01]
 [-7.79418979e-01  6.56929550e-01  1.70100369e+00]]",100.655826192649,hper_a.xyz,"[-0.01, 0.0, 0.0]"
