      Step     Time          Energy          fmax
BFGS:    0 14:41:48      -66.178711        4.788535
BFGS:    1 14:41:48      -66.637772        2.522904
BFGS:    2 14:41:48      -67.028427        2.134833
BFGS:    3 14:41:48      -67.326813        1.798679
BFGS:    4 14:41:48      -67.531685        1.278502
BFGS:    5 14:41:48      -67.679268        0.759982
BFGS:    6 14:41:48      -67.764244        0.499399
BFGS:    7 14:41:49      -67.799973        0.554719
BFGS:    8 14:41:49      -67.833847        0.574544
BFGS:    9 14:41:49      -67.862717        0.445646
BFGS:   10 14:41:49      -67.884132        0.270370
BFGS:   11 14:41:49      -67.893028        0.148334
BFGS:   12 14:41:49      -67.890221        0.150129
BFGS:   13 14:41:49      -67.892639        0.123356
BFGS:   14 14:41:49      -67.900452        0.128563
BFGS:   15 14:41:49      -67.897385        0.125203
BFGS:   16 14:41:49      -67.898842        0.135149
BFGS:   17 14:41:49      -67.895187        0.210518
BFGS:   18 14:41:49      -67.905716        0.194977
BFGS:   19 14:41:49      -67.908272        0.171407
BFGS:   20 14:41:49      -67.906708        0.159082
BFGS:   21 14:41:49      -67.913803        0.245044
BFGS:   22 14:41:49      -67.922958        0.303932
BFGS:   23 14:41:49      -67.926674        0.327556
BFGS:   24 14:41:49      -67.941299        0.355891
BFGS:   25 14:41:49      -67.942253        0.357485
BFGS:   26 14:41:49      -67.956680        0.321466
BFGS:   27 14:41:49      -67.969589        0.360174
BFGS:   28 14:41:49      -67.985031        0.431971
BFGS:   29 14:41:49      -67.996346        0.364169
BFGS:   30 14:41:49      -68.003365        0.297763
BFGS:   31 14:41:49      -68.009453        0.180104
BFGS:   32 14:41:49      -68.014221        0.145416
BFGS:   33 14:41:49      -68.013580        0.115781
BFGS:   34 14:41:49      -68.019737        0.091880
BFGS:   35 14:41:49      -68.014961        0.069250
BFGS:   36 14:41:49      -68.018822        0.049932
BFGS:   37 14:41:49      -68.020027        0.046431
BFGS:   38 14:41:49      -68.013245        0.024946
BFGS:   39 14:41:49      -68.017136        0.018071
BFGS:   40 14:41:49      -68.014297        0.017647
BFGS:   41 14:41:49      -68.014824        0.020958
BFGS:   42 14:41:49      -68.013748        0.011276
BFGS:   43 14:41:49      -68.015053        0.010560
BFGS:   44 14:41:49      -68.019104        0.007705
BFGS:   45 14:41:49      -68.011017        0.024609
BFGS:   46 14:41:49      -68.020706        0.009549
BFGS:   47 14:41:49      -68.018280        0.009281
BFGS:   48 14:41:49      -68.013008        0.005922
BFGS:   49 14:41:49      -68.014877        0.010360
BFGS:   50 14:41:49      -68.014671        0.004083
BFGS:   51 14:41:49      -68.016182        0.009141
BFGS:   52 14:41:49      -68.014992        0.003319
BFGS:   53 14:41:50      -68.014175        0.007484
BFGS:   54 14:41:50      -68.018021        0.006350
BFGS:   55 14:41:50      -68.019875        0.015230
BFGS:   56 14:41:50      -68.018097        0.006869
BFGS:   57 14:41:50      -68.013908        0.004826
BFGS:   58 14:41:50      -68.013702        0.006350
BFGS:   59 14:41:50      -68.013687        0.044365
BFGS:   60 14:41:50      -68.019165        0.007414
BFGS:   61 14:41:50      -68.018845        0.005399
BFGS:   62 14:41:50      -68.024666        0.004851
BFGS:   63 14:41:50      -68.015320        0.005895
BFGS:   64 14:41:50      -68.017220        0.004314
BFGS:   65 14:41:50      -68.018280        0.004978
BFGS:   66 14:41:50      -68.012451        0.007256
BFGS:   67 14:41:50      -68.017303        0.011886
BFGS:   68 14:41:50      -68.016602        0.006045
BFGS:   69 14:41:50      -68.019386        0.008209
BFGS:   70 14:41:50      -68.016045        0.004171
BFGS:   71 14:41:50      -68.017136        0.003053
BFGS:   72 14:41:50      -68.012856        0.004675
BFGS:   73 14:41:50      -68.011925        0.004357
BFGS:   74 14:41:50      -68.012070        0.005020
BFGS:   75 14:41:50      -68.011757        0.005579
BFGS:   76 14:41:50      -68.013565        0.007646
BFGS:   77 14:41:50      -68.011963        0.004955
BFGS:   78 14:41:50      -68.012093        0.005253
BFGS:   79 14:41:50      -68.012161        0.005815
BFGS:   80 14:41:50      -68.014618        0.004171
BFGS:   81 14:41:50      -68.016174        0.004820
BFGS:   82 14:41:50      -68.017242        0.017971
BFGS:   83 14:41:50      -68.012604        0.003511
BFGS:   84 14:41:50      -68.015495        0.004607
BFGS:   85 14:41:50      -68.015358        0.004028
BFGS:   86 14:41:50      -68.010460        0.006953
BFGS:   87 14:41:50      -68.010315        0.004731
BFGS:   88 14:41:50      -68.014542        0.006194
BFGS:   89 14:41:50      -68.015877        0.003953
BFGS:   90 14:41:50      -68.009361        0.008806
BFGS:   91 14:41:50      -68.011902        0.006024
BFGS:   92 14:41:50      -68.016548        0.006028
BFGS:   93 14:41:50      -68.016891        0.005089
BFGS:   94 14:41:50      -68.013344        0.010337
BFGS:   95 14:41:51      -68.010796        0.003813
BFGS:   96 14:41:51      -68.015274        0.006746
BFGS:   97 14:41:51      -68.011818        0.005440
BFGS:   98 14:41:51      -68.010506        0.008864
BFGS:   99 14:41:51      -68.010689        0.004572
BFGS:  100 14:41:51      -68.010468        0.003612
BFGS:  101 14:41:51      -68.012009        0.005068
BFGS:  102 14:41:51      -68.011665        0.004948
BFGS:  103 14:41:51      -68.015831        0.006721
BFGS:  104 14:41:51      -68.011810        0.003914
BFGS:  105 14:41:51      -68.010368        0.003225
BFGS:  106 14:41:51      -68.009460        0.002708
