ray,direction,orientation,n_min,n_min_ml,n_min_wall,e_min_kcal,r_at_min
0,0,0,1,1,0,-1.768741082340479,4.6
1,0,1,1,1,0,-1.6898083039224148,4.6
2,0,2,1,1,0,-1.7123558137118817,4.0
3,0,3,1,1,0,-1.8049292582571508,4.2
4,0,4,1,1,0,-0.9876892403960228,4.0
5,0,5,1,1,0,-1.536716430425644,4.8
6,0,6,1,1,0,-1.1892546862065794,5.2
7,0,7,2,2,0,-0.723221960246563,4.4
8,0,8,1,1,0,-1.8491817014217378,4.4
9,0,9,2,2,0,-1.0546596329510212,4.4
10,0,10,2,2,0,-0.6239010318219662,4.2
11,0,11,1,1,0,-1.4698779911100865,3.8
12,0,12,0,0,0,0.0,nan
13,0,13,0,0,0,0.0,nan
14,0,14,2,2,0,-1.1805925058424473,3.8
15,0,15,2,2,0,-0.3188622540831566,4.8
16,0,16,2,2,0,-0.5031816864013672,4.4
17,0,17,1,1,0,-1.7669610881209374,4.0
18,0,18,0,0,0,0.0,nan
19,0,19,1,1,0,-0.990006669163704,5.0
20,0,20,1,1,0,-1.125871772348881,5.0
21,0,21,0,0,0,0.0,nan
22,0,22,1,1,0,-1.759343537569046,4.2
23,0,23,0,0,0,0.0,nan
24,1,0,1,1,0,-1.3655772024095059,4.6
25,1,1,1,1,0,-1.6152808393836022,4.0
26,1,2,1,1,0,-0.9055291056632996,5.0
27,1,3,1,1,0,-1.2010260147750378,4.8
28,1,4,1,1,0,-2.0853903706371786,4.2
29,1,5,1,1,0,-0.7613825621902943,5.0
30,1,6,1,1,0,-1.4619250594079496,4.8
31,1,7,1,1,0,-2.8930912688970567,4.0
32,1,8,1,1,0,-0.6172415167689324,5.800000000000001
33,1,9,1,1,0,-0.7591943376362325,5.6
34,1,10,1,1,0,-2.8604493362903596,4.0
35,1,11,1,1,0,-1.8731655772030353,4.6
36,1,12,1,1,0,-1.0113899665176869,4.6
37,1,13,1,1,0,-1.1968969779908658,5.2
38,1,14,1,1,0,-1.1071179181933404,5.2
39,1,15,1,1,0,-1.539227665513754,4.2
40,1,16,1,1,0,-1.4248544462025166,4.8
41,1,17,1,1,0,-0.7982896083593369,4.6
42,1,18,1,1,0,-1.2595005430281163,4.0
43,1,19,1,1,0,-0.8598265513777733,4.2
44,1,20,1,1,0,-1.7532049629092217,4.2
45,1,21,1,1,0,-2.144433947235346,4.2
46,1,22,1,1,0,-1.6204105215668678,4.2
47,1,23,1,1,0,-2.785755555689335,4.0
48,2,0,1,1,0,-1.236537930339575,4.2
49,2,1,1,1,0,-1.4163407132327557,4.6
50,2,2,1,1,0,-1.9031725685596468,4.6
51,2,3,1,1,0,-0.9078465344309807,5.2
52,2,4,1,1,0,-1.2769018764793874,4.2
53,2,5,1,1,0,-0.848709490954876,5.2
54,2,6,1,1,0,-0.7061463863551617,5.2
55,2,7,2,2,0,-0.6905071784555913,4.8
56,2,8,1,1,0,-0.9057820160388947,4.8
57,2,9,1,1,0,-0.9858776323795319,4.8
58,2,10,2,2,0,-0.9260492089092732,4.2
59,2,11,1,1,0,-1.2353503511846067,5.0
60,2,12,1,1,0,-1.2373818812668325,5.2
61,2,13,2,2,0,-0.7186214655339718,4.2
62,2,14,2,2,0,-1.073113843291998,5.0
63,2,15,1,1,0,-1.0537442073524,5.0
64,2,16,1,1,0,-1.1967966385483741,5.0
65,2,17,1,1,0,-0.8774464323818684,5.6
66,2,18,1,1,0,-1.295775313258171,4.4
67,2,19,1,1,0,-0.7737380587458611,5.6
68,2,20,1,1,0,-0.7501596642732621,5.0
69,2,21,1,1,0,-1.588362378537655,4.6
70,2,22,1,1,0,-1.884569910824299,4.4
71,2,23,1,1,0,-1.2328954711258413,4.2
72,3,0,1,1,0,-0.7912837160527707,5.800000000000001
73,3,1,1,1,0,-0.8070232633948327,5.800000000000001
74,3,2,2,2,0,-0.7811398107707501,4.4
75,3,3,1,1,0,-1.100348442107439,5.2
76,3,4,1,1,0,-1.978333683550358,4.6
77,3,5,1,1,0,-1.3651057444810868,4.2
78,3,6,1,1,0,-2.2619726697802545,4.0
79,3,7,1,1,0,-1.193001608401537,5.0
80,3,8,2,2,0,-0.8711277965307236,5.2
81,3,9,2,2,0,-1.0769157460033894,4.2
82,3,10,1,1,0,-1.1320859452188015,5.2
83,3,11,1,1,0,-1.5571265726387502,4.8
84,3,12,2,2,0,-0.7625371530354024,4.2
85,3,13,1,1,0,-2.20702651616931,4.0
86,3,14,2,2,0,-1.0872053496539593,4.2
87,3,15,2,2,0,-0.8223243411183357,4.2
88,3,16,2,2,0,-0.5586735216379166,4.4
89,3,17,1,1,0,-0.9322468876242638,4.6
90,3,18,1,1,0,-0.9707071333825589,5.0
91,3,19,1,1,0,-0.7057271599173546,4.6
92,3,20,1,1,0,-1.310833102196455,4.8
93,3,21,1,1,0,-1.3782392153441907,4.4
94,3,22,1,1,0,-0.805182790607214,5.800000000000001
95,3,23,1,1,0,-1.3145635302364826,5.0
96,4,0,1,1,0,-0.608714038670063,6.0
97,4,1,1,1,0,-1.5867899357676507,4.6
98,4,2,1,1,0,-0.8652325106561184,5.2
99,4,3,1,1,0,-1.4101512815952302,4.8
100,4,4,1,1,0,-1.7512229152917862,4.2
101,4,5,1,1,0,-1.4052731352746488,4.6
102,4,6,1,1,0,-1.4029227181971073,4.6
103,4,7,1,1,0,-1.2337944025695324,5.0
104,4,8,1,1,0,-1.1685256569981575,5.0
105,4,9,1,1,0,-1.4069184272289277,4.8
106,4,10,1,1,0,-2.4645195178091526,4.2
107,4,11,1,1,0,-0.9752663927078248,4.8
108,4,12,1,1,0,-1.7173961525559427,4.6
109,4,13,2,2,0,-0.7666318269968033,5.2
110,4,14,2,1,1,-0.5646127919256687,6.0
111,4,15,1,1,0,-2.1529944136440755,4.4
112,4,16,1,1,0,-1.2094765201509,4.8
113,4,17,1,1,0,-1.5778308606147766,4.4
114,4,18,1,1,0,-2.122991545826197,4.4
