ray,direction,orientation,n_min,n_min_ml,n_min_wall,e_min_kcal,r_at_min
115,4,19,1,1,0,-2.5261677963733673,4.4
116,4,20,1,1,0,-1.7846428222060204,4.6
117,4,21,1,1,0,-2.162846922188997,4.4
118,4,22,1,1,0,-2.0887001977264883,4.4
119,4,23,1,1,0,-1.5478843478262425,4.8
120,5,0,0,0,0,0.0,nan
121,5,1,1,1,0,-0.9109336904287338,5.4
122,5,2,1,1,0,-0.9575997782647611,5.4
123,5,3,0,0,0,0.0,nan
124,5,4,1,1,0,-0.909086345076561,5.4
125,5,5,1,1,0,-1.326791197091341,5.0
126,5,6,1,1,0,-0.33804495626688,4.2
127,5,7,2,2,0,-1.0356020114421844,4.6
128,5,8,2,2,0,-0.8280725541114807,4.4
129,5,9,0,0,0,0.0,nan
130,5,10,0,0,0,0.0,nan
131,5,11,0,0,0,0.0,nan
132,5,12,1,1,0,-1.3890992418527603,4.0
133,5,13,1,1,0,-0.48146713143587117,4.4
134,5,14,1,1,0,-1.122501466691494,5.0
135,5,15,1,1,0,-1.017960138231516,5.2
136,5,16,0,0,0,0.0,nan
137,5,17,1,1,0,-1.313817169725895,5.0
138,5,18,1,1,0,-1.4365158137381078,4.4
139,5,19,1,1,0,-1.7389553875625134,4.8
140,5,20,1,1,0,-1.302346859484911,4.8
141,5,21,1,1,0,-1.632727531760931,4.4
142,5,22,1,1,0,-1.564065113812685,4.8
143,5,23,0,0,0,0.0,nan
144,6,0,1,1,0,-0.8838049291074277,5.6
145,6,1,1,1,0,-0.7438052910864353,5.800000000000001
146,6,2,1,1,0,-0.8872027250230313,5.4
147,6,3,2,1,1,-0.48019158345460894,6.6
148,6,4,2,1,1,-0.4171866606473923,6.800000000000001
149,6,5,1,1,0,-0.7299735676646233,5.800000000000001
150,6,6,3,1,2,-0.3980218271315098,7.2
151,6,7,2,1,1,-0.4696820577383042,6.800000000000001
152,6,8,1,1,0,-0.8345341393053533,5.6
153,6,9,1,1,0,-0.7917373053133488,6.0
154,6,10,1,1,0,-0.6732969022989274,6.2
155,6,11,2,1,1,-0.45705990567803384,6.800000000000001
156,6,12,1,1,0,-0.9629521315395833,5.800000000000001
157,6,13,1,1,0,-0.8614690943062305,5.800000000000001
158,6,14,2,2,0,-0.9267557085454464,5.6
159,6,15,1,1,0,-0.7717944974899292,6.0
160,6,16,1,1,0,-0.9068788773417473,5.800000000000001
161,6,17,1,1,0,-0.8846557525992393,5.6
162,6,18,1,1,0,-1.2121568203270436,5.2
163,6,19,1,1,0,-0.9381174322664738,5.4
164,6,20,2,1,1,-0.4321207434237003,6.800000000000001
165,6,21,3,2,1,-0.4697727755904198,7.0
166,6,22,1,1,0,-0.7292162110507489,6.0
167,6,23,2,1,1,-0.5327694513201714,6.6
168,7,0,2,2,0,-1.11616771119833,5.0
169,7,1,1,1,0,-0.6887615470588208,5.800000000000001
170,7,2,1,1,0,-1.0620325202047824,5.0
171,7,3,1,1,0,-1.0000887213647367,5.4
172,7,4,1,1,0,-0.9013588334918022,5.4
173,7,5,1,1,0,-0.7965508495271206,5.6
174,7,6,1,1,0,-0.7782560826838016,5.800000000000001
175,7,7,1,1,0,-0.8543422448635102,5.6
176,7,8,1,1,0,-0.9345959301888943,5.4
177,7,9,1,1,0,-0.8310428765118123,5.800000000000001
178,7,10,2,1,1,-0.6277455444335938,6.4
179,7,11,1,1,0,-1.0142956868112087,5.2
180,7,12,1,1,0,-0.7166861513555051,6.0
181,7,13,2,1,1,-0.6534970438182355,6.2
182,7,14,1,1,0,-0.7684379369616509,5.800000000000001
183,7,15,1,1,0,-0.8397586628794671,5.800000000000001
184,7,16,1,1,0,-0.7783413024842739,6.0
185,7,17,1,1,0,-1.2032788414359092,5.2
186,7,18,2,1,1,-0.4910502354502678,6.6
187,7,19,3,1,2,-0.4103979413807392,7.0
188,7,20,1,1,0,-0.7505637710690499,5.800000000000001
189,7,21,2,1,1,-0.4638926093578339,6.800000000000001
190,7,22,2,1,1,-0.5215204376578331,6.4
191,7,23,2,1,1,-0.5848456219732762,6.4
192,8,0,2,2,0,-0.8602100404798985,4.2
193,8,1,1,1,0,-0.9233317968845368,4.6
194,8,2,1,1,0,-0.9069393559098244,4.6
195,8,3,1,1,0,-1.5932858837842943,3.8
196,8,4,1,1,0,-1.382215681195259,4.8
197,8,5,1,1,0,-1.263553981602192,5.0
198,8,6,1,1,0,-1.623585646390915,4.2
199,8,7,1,1,0,-1.7920102114081384,4.8
200,8,8,1,1,0,-1.6779984889924526,4.8
201,8,9,1,1,0,-1.981675124436617,3.8
202,8,10,1,1,0,-3.149158900648356,3.8
203,8,11,1,1,0,-1.487108884960413,4.0
204,8,12,1,1,0,-2.1313114724755287,4.2
205,8,13,1,1,0,-2.175888300687075,4.2
206,8,14,2,2,0,-0.6400130721628666,4.2
207,8,15,1,1,0,-2.49316711589694,4.2
208,8,16,1,1,0,-2.2858397119641305,4.0
209,8,17,1,1,0,-1.2106049952507019,5.0
210,8,18,1,1,0,-1.5782789518237115,5.0
211,8,19,2,2,0,-0.8023155566751957,4.2
212,8,20,1,1,0,-2.085973164111376,4.6
213,8,21,1,1,0,-2.6032298627197745,4.2
214,8,22,2,2,0,-1.3411974669098854,4.8
215,8,23,1,1,0,-2.5095911706686023,4.0
216,9,0,1,1,0,-2.295888775855303,4.4
217,9,1,1,1,0,-1.779448537915945,4.4
218,9,2,1,1,0,-2.109568052738905,4.4
219,9,3,1,1,0,-1.957211543649435,4.4
220,9,4,1,1,0,-2.199885921597481,4.2
221,9,5,1,1,0,-2.0640854205191137,4.4
222,9,6,1,1,0,-1.671645490318537,4.8
223,9,7,1,1,0,-1.6513315640091897,4.8
224,9,8,1,1,0,-2.0104642973542215,4.2
225,9,9,1,1,0,-0.9244506503939629,5.800000000000001
226,9,10,1,1,0,-0.768209767818451,6.0
227,9,11,1,1,0,-1.9241173962950708,4.6
228,9,12,1,1,0,-0.7692901349663734,6.0
229,9,13,2,1,1,-0.7623722114861012,6.0
230,9,14,1,1,0,-2.3848252592384815,4.4
231,9,15,1,1,0,-0.8124814541637898,6.0
232,9,16,1,1,0,-0.8304229711890221,6.0
233,9,17,1,1,0,-2.1057139185369014,4.4
234,9,18,1,1,0,-0.7583270199894906,5.800000000000001
235,9,19,2,2,0,-0.7514791966676713,5.2
236,9,20,1,1,0,-1.0323664080500603,5.2
237,9,21,1,1,0,-0.874125609189272,5.6
238,9,22,1,1,0,-2.089190898835659,4.2
239,9,23,2,2,0,-0.8347210730612279,5.2
