ray,direction,orientation,n_min,n_min_ml,n_min_wall,e_min_kcal,r_at_min
0,0,0,1,1,0,-1.724819896787405,5.800000000000001
1,0,1,0,0,0,0.0,nan
2,0,2,1,1,0,-0.8313219885397702,6.0
3,0,3,1,1,0,-0.7526597314439715,6.4
4,0,4,1,1,0,-0.8240889579746873,5.6
5,0,5,1,1,0,-1.4786146099390463,5.4
6,0,6,1,1,0,-0.43991899946983903,6.0
7,0,7,1,1,0,-2.0014693130515515,5.6
8,0,8,1,1,0,-1.2180824313927443,4.8
9,0,9,0,0,0,0.0,nan
10,0,10,1,1,0,-1.6214065279848875,5.800000000000001
11,0,11,0,0,0,0.0,nan
12,0,12,1,1,0,-0.35401237207744274,5.2
13,0,13,1,1,0,-0.4317090768069029,6.2
14,0,14,1,1,0,-0.27432253772020343,5.4
15,0,15,0,0,0,0.0,nan
16,0,16,1,1,0,-0.4835340122720227,6.0
17,0,17,1,1,0,-0.40155917906109245,5.6
18,0,18,1,1,0,-0.7834507750323974,5.0
19,0,19,1,1,0,-1.7116814433149994,5.6
20,0,20,1,1,0,-0.29841469934675846,5.6
21,0,21,3,1,2,-0.9567854652721435,5.0
22,0,22,1,1,0,-0.705706542223692,5.800000000000001
23,0,23,0,0,0,0.0,nan
24,1,0,2,1,1,-0.5472563449116424,5.800000000000001
25,1,1,0,0,0,0.0,nan
26,1,2,1,1,0,-0.9981030978660566,5.4
27,1,3,1,1,0,-1.486517243059352,4.6
28,1,4,0,0,0,0.0,nan
29,1,5,1,1,0,-1.3280256814993918,5.4
30,1,6,1,1,0,-1.1596960008265451,5.4
31,1,7,1,1,0,-0.4259276177827269,5.6
32,1,8,1,1,0,-0.7537475295523182,5.800000000000001
33,1,9,1,1,0,-0.6182847291147336,6.2
34,1,10,1,1,0,-2.0816666433475914,5.2
35,1,11,0,0,0,0.0,nan
36,1,12,1,1,0,-1.7543598114755006,5.0
37,1,13,1,1,0,-0.9355361654770968,5.4
38,1,14,1,1,0,-0.2853655462600291,5.4
39,1,15,1,1,0,-0.9829516809741036,5.2
40,1,16,0,0,0,0.0,nan
41,1,17,1,1,0,-0.36479576949123294,5.6
42,1,18,0,0,0,0.0,nan
43,1,19,1,1,0,-0.3523220648253337,6.0
44,1,20,2,1,1,-0.5500737957041711,6.0
45,1,21,1,1,0,-0.23907027623523028,5.4
46,1,22,2,1,1,-0.8676239913068712,6.2
47,1,23,1,1,0,-0.9272164925220423,5.2
48,2,0,1,1,0,-0.5722866115998477,5.2
49,2,1,1,1,0,-3.095921867934987,5.2
50,2,2,1,1,0,-0.9806958690430038,5.0
51,2,3,0,0,0,0.0,nan
52,2,4,1,1,0,-2.243583405174315,4.8
53,2,5,1,1,0,-0.80873360846797,5.0
54,2,6,0,0,0,0.0,nan
55,2,7,1,1,0,-0.5136946054464206,5.6
56,2,8,1,1,0,-0.6066336489492097,5.2
57,2,9,0,0,0,0.0,nan
58,2,10,1,1,0,-0.7700495533496142,4.8
