      Step     Time          Energy          fmax
BFGS:    0 15:18:46      -66.233276        4.983344
BFGS:    1 15:18:46      -66.740730        2.621412
BFGS:    2 15:18:46      -67.192619        1.983303
BFGS:    3 15:18:46      -67.485588        1.458611
BFGS:    4 15:18:46      -67.661285        0.911341
BFGS:    5 15:18:46      -67.775162        0.534066
BFGS:    6 15:18:46      -67.801224        0.396294
BFGS:    7 15:18:46      -67.845047        0.401551
BFGS:    8 15:18:46      -67.886688        0.380530
BFGS:    9 15:18:46      -67.890144        0.353459
BFGS:   10 15:18:46      -67.911850        0.233766
BFGS:   11 15:18:46      -67.931747        0.246223
BFGS:   12 15:18:46      -67.918221        0.202805
BFGS:   13 15:18:46      -67.931000        0.215826
BFGS:   14 15:18:46      -67.941147        0.210997
BFGS:   15 15:18:46      -67.946068        0.162177
BFGS:   16 15:18:46      -67.957962        0.151109
BFGS:   17 15:18:46      -67.955551        0.172999
BFGS:   18 15:18:46      -67.946274        0.184014
BFGS:   19 15:18:46      -67.969872        0.175212
BFGS:   20 15:18:46      -67.960480        0.313650
BFGS:   21 15:18:46      -67.984077        0.389815
BFGS:   22 15:18:47      -68.004707        0.413822
BFGS:   23 15:18:47      -68.017548        0.444743
BFGS:   24 15:18:47      -68.022972        0.465192
BFGS:   25 15:18:47      -68.027954        0.476539
BFGS:   26 15:18:47      -68.042862        0.463668
BFGS:   27 15:18:47      -68.065903        0.425857
BFGS:   28 15:18:47      -68.091568        0.375836
BFGS:   29 15:18:47      -68.106178        0.339863
BFGS:   30 15:18:47      -68.105400        0.349838
BFGS:   31 15:18:47      -68.123611        0.353455
BFGS:   32 15:18:47      -68.138763        0.264568
BFGS:   33 15:18:47      -68.158829        0.294767
BFGS:   34 15:18:47      -68.152130        0.143527
BFGS:   35 15:18:47      -68.167290        0.126283
BFGS:   36 15:18:47      -68.153419        0.068824
BFGS:   37 15:18:47      -68.157379        0.059741
BFGS:   38 15:18:47      -68.157570        0.056991
BFGS:   39 15:18:48      -68.167671        0.057548
BFGS:   40 15:18:48      -68.165291        0.052543
BFGS:   41 15:18:48      -68.150795        0.031600
BFGS:   42 15:18:48      -68.152161        0.022637
BFGS:   43 15:18:48      -68.154991        0.019765
BFGS:   44 15:18:48      -68.165703        0.041069
BFGS:   45 15:18:48      -68.159409        0.022230
BFGS:   46 15:18:48      -68.159859        0.019086
BFGS:   47 15:18:48      -68.155968        0.014986
BFGS:   48 15:18:48      -68.156944        0.019501
BFGS:   49 15:18:48      -68.163010        0.013158
BFGS:   50 15:18:48      -68.159164        0.016792
BFGS:   51 15:18:48      -68.160042        0.009294
BFGS:   52 15:18:48      -68.154411        0.012180
BFGS:   53 15:18:48      -68.166634        0.011068
BFGS:   54 15:18:48      -68.165268        0.012012
BFGS:   55 15:18:48      -68.160194        0.010709
BFGS:   56 15:18:48      -68.159363        0.014208
BFGS:   57 15:18:48      -68.163559        0.007284
BFGS:   58 15:18:48      -68.162926        0.014783
BFGS:   59 15:18:48      -68.171753        0.005396
BFGS:   60 15:18:48      -68.174477        0.006940
BFGS:   61 15:18:48      -68.171989        0.006481
BFGS:   62 15:18:48      -68.170685        0.003884
BFGS:   63 15:18:48      -68.165016        0.007892
BFGS:   64 15:18:48      -68.164368        0.006356
BFGS:   65 15:18:49      -68.158669        0.016395
BFGS:   66 15:18:49      -68.171410        0.004574
BFGS:   67 15:18:49      -68.155045        0.010312
BFGS:   68 15:18:49      -68.163124        0.008400
BFGS:   69 15:18:49      -68.167313        0.008690
BFGS:   70 15:18:49      -68.178024        0.008470
BFGS:   71 15:18:49      -68.148590        0.023060
BFGS:   72 15:18:49      -68.158188        0.007675
BFGS:   73 15:18:49      -68.166901        0.019689
BFGS:   74 15:18:49      -68.172020        0.005292
BFGS:   75 15:18:49      -68.150383        0.011929
BFGS:   76 15:18:49      -68.155060        0.008055
BFGS:   77 15:18:49      -68.167183        0.016628
BFGS:   78 15:18:49      -68.176849        0.011100
BFGS:   79 15:18:49      -68.154274        0.009433
BFGS:   80 15:18:49      -68.165970        0.008718
BFGS:   81 15:18:49      -68.176201        0.007820
BFGS:   82 15:18:49      -68.168610        0.006674
BFGS:   83 15:18:49      -68.166519        0.007953
BFGS:   84 15:18:49      -68.165939        0.004718
BFGS:   85 15:18:49      -68.168808        0.007928
BFGS:   86 15:18:49      -68.173515        0.007648
BFGS:   87 15:18:49      -68.161926        0.007047
BFGS:   88 15:18:49      -68.168411        0.005913
BFGS:   89 15:18:49      -68.156883        0.008831
BFGS:   90 15:18:49      -68.155052        0.011604
BFGS:   91 15:18:49      -68.161232        0.038538
BFGS:   92 15:18:49      -68.166710        0.010919
BFGS:   93 15:18:49      -68.168594        0.011981
BFGS:   94 15:18:49      -68.166626        0.005980
BFGS:   95 15:18:49      -68.166260        0.006342
BFGS:   96 15:18:49      -68.163605        0.007291
BFGS:   97 15:18:49      -68.159325        0.008722
BFGS:   98 15:18:49      -68.160446        0.010414
BFGS:   99 15:18:49      -68.164391        0.004632
BFGS:  100 15:18:49      -68.159729        0.009312
BFGS:  101 15:18:49      -68.166855        0.006729
BFGS:  102 15:18:49      -68.160187        0.006381
BFGS:  103 15:18:49      -68.158653        0.002871
