ray,direction,orientation,n_min,n_min_ml,n_min_wall,e_min_kcal,r_at_min
57,2,9,1,1,0,0.1217851083688438,4.6
58,2,10,1,1,0,-0.36635715172765776,4.8
59,2,11,1,1,0,-2.2419348057983446,4.6
60,2,12,1,1,0,0.6058487806003541,4.8
61,2,13,2,2,0,-1.8577387530249545,4.4
62,2,14,2,2,0,-1.5584840759523213,4.8
63,2,15,0,0,0,0.0,nan
64,2,16,2,2,0,-3.3620065202452243,5.6
65,2,17,1,1,0,-0.28436447132565085,5.6
66,2,18,2,2,0,-1.461389579245355,4.6
67,2,19,3,3,0,-0.967019744778052,5.6
68,2,20,2,2,0,-0.18008973394008354,5.6
69,2,21,1,1,0,-1.9793348873453216,5.0
70,2,22,1,1,0,0.22717051661666485,4.6
71,2,23,1,1,0,-0.6178467749385164,5.6
72,3,0,1,1,0,0.9597886471217498,5.4
73,3,1,1,1,0,-2.2387585641825574,5.4
74,3,2,2,2,0,-0.4000392093952978,5.4
75,3,3,1,1,0,-0.6118267090637237,6.0
76,3,4,1,1,0,-1.2425134963588789,5.6
77,3,5,1,1,0,-0.652056081798859,5.4
78,3,6,1,1,0,-3.8070201518191027,5.2
79,3,7,1,1,0,0.8191803146488965,5.4
80,3,8,1,1,0,-1.2035606380593964,5.6
81,3,9,1,1,0,-3.1450304866903465,4.8
82,3,10,1,1,0,0.7777923993440345,5.6
83,3,11,2,2,0,-1.4735563379968517,5.0
84,3,12,1,1,0,-2.051329811845906,5.6
85,3,13,1,1,0,-0.9163751722751186,5.6
86,3,14,1,1,0,-1.8881573465680705,5.4
87,3,15,2,1,1,-1.906607648137957,5.6
88,3,16,1,1,0,-1.911611132854596,5.4
89,3,17,1,1,0,-2.7316699974979275,5.4
90,3,18,1,1,0,-2.3645941473320127,4.8
91,3,19,1,1,0,-1.0199556303033606,5.2
92,3,20,1,1,0,-2.872746351616923,4.8
93,3,21,1,1,0,-1.4233533277665265,5.2
94,3,22,1,1,0,-2.2163798188064248,5.6
95,3,23,1,1,0,-1.7962169081717732,5.4
96,4,0,0,0,0,0.0,nan
97,4,1,2,2,0,-0.4132305977223441,4.4
98,4,2,1,1,0,-2.0530696874698626,4.8
99,4,3,1,1,0,0.46014676100108776,4.2
100,4,4,1,1,0,-0.08227688242308796,5.4
101,4,5,1,1,0,-1.726980716990307,5.2
102,4,6,2,1,1,-0.8324372339528054,5.6
103,4,7,1,1,0,0.9505959047740326,4.6
104,4,8,1,1,0,-2.7090857839183884,5.2
105,4,9,1,1,0,-0.6444858016050421,5.6
106,4,10,2,2,0,-1.088326565607451,4.8
107,4,11,1,1,0,-2.1247214562315495,5.0
108,4,12,1,1,0,-1.1015492939027027,5.6
109,4,13,1,1,0,-2.4908101484063083,5.0
110,4,14,1,1,0,-0.8061752318823711,5.2
111,4,15,2,2,0,-2.7389112751404756,4.6
112,4,16,1,1,0,-0.32937390599912036,5.6
113,4,17,1,1,0,-0.25044984714733437,5.6
114,4,18,1,1,0,-1.3292139264340512,5.2
115,4,19,1,1,0,0.6255725683821366,4.6
116,4,20,1,1,0,-0.8053634101944045,5.6
117,4,21,0,0,0,0.0,nan
118,4,22,1,1,0,-0.34300370488362386,5.6
119,4,23,2,2,0,-0.8937052878830583,5.6
120,5,0,2,2,0,-2.888113856972195,4.6
121,5,1,2,2,0,-0.43037833756845795,4.6
122,5,2,2,2,0,-0.7673733552354388,4.8
123,5,3,2,2,0,-2.3349842398692853,4.0
124,5,4,1,1,0,-2.702327110644896,5.4
125,5,5,0,0,0,0.0,nan
126,5,6,2,2,0,-2.692915047580842,3.8
127,5,7,2,2,0,-2.7129511075145567,4.4
128,5,8,1,1,0,-0.5675093631176278,4.2
129,5,9,2,2,0,-0.6861493282252923,5.6
130,5,10,1,1,0,-0.8162379979491234,5.2
131,5,11,1,1,0,-0.7688299738159403,5.2
132,5,12,1,1,0,-0.5512596137644723,5.6
133,5,13,1,1,0,0.07777638352476061,4.6
134,5,14,2,2,0,-1.1533421860355884,5.4
135,5,15,1,1,0,-0.6776096513243393,4.6
136,5,16,2,2,0,-0.7722469270052389,4.2
137,5,17,1,1,0,-3.465031224045437,4.0
138,5,18,2,2,0,-0.28209454916045074,4.8
139,5,19,2,2,0,-2.6689216361162256,5.4
140,5,20,2,2,0,-0.9980187263977714,5.0
141,5,21,1,1,0,-2.813372505338397,5.4
142,5,22,2,2,0,-0.7674517024713569,5.6
143,5,23,3,3,0,-0.9117940925573931,3.6
144,6,0,1,1,0,-3.113256752277725,5.4
145,6,1,2,2,0,-2.281478769079782,5.6
146,6,2,1,1,0,-0.894602973674424,5.6
147,6,3,1,1,0,-2.2879711090000345,5.4
148,6,4,1,1,0,-2.444099882866256,5.4
149,6,5,2,2,0,-1.4512534700287507,5.4
150,6,6,1,1,0,0.5540705356206745,5.6
151,6,7,1,1,0,-1.978537884624675,5.800000000000001
152,6,8,1,1,0,-0.5635093157794326,5.4
153,6,9,1,1,0,0.46789785407297313,5.6
154,6,10,1,1,0,-1.1658168356791139,5.6
155,6,11,1,1,0,-1.4548123846296221,5.800000000000001
156,6,12,1,1,0,1.2873168185260147,5.6
157,6,13,1,1,0,-1.4879932981114836,5.4
158,6,14,2,2,0,-3.6996330447145738,4.6
159,6,15,1,1,0,0.17219459621049465,5.4
160,6,16,2,2,0,-2.108136025053449,5.0
161,6,17,1,1,0,-2.226653701465577,5.6
162,6,18,1,1,0,-1.8630513742859476,5.6
163,6,19,1,1,0,-2.6904179012500684,5.4
164,6,20,1,1,0,-1.1906048444667832,5.4
165,6,21,1,1,0,-2.2434185495320706,5.4
166,6,22,1,1,0,-0.39988124242518097,5.4
167,6,23,1,1,0,-1.7888627701331863,5.6
168,7,0,1,1,0,-0.8512346429862082,5.4
169,7,1,1,1,0,-1.9263932030936703,5.6
170,7,2,1,1,0,-0.17856973742833362,5.6
171,7,3,1,1,0,-0.8532946942113341,5.4
172,7,4,0,0,0,0.0,nan
173,7,5,0,0,0,0.0,nan
174,7,6,1,1,0,-0.5174766421508975,5.6
175,7,7,1,1,0,-0.25612484585121276,5.6
176,7,8,0,0,0,0.0,nan
177,7,9,1,1,0,-1.0861072426987812,5.6
178,7,10,1,1,0,-0.22410679176868872,5.4
179,7,11,1,1,0,-1.9951116324430334,5.6
180,7,12,1,1,0,-1.373475024734624,5.6
181,7,13,1,1,0,-0.25989112934912556,5.6
182,7,14,1,1,0,-2.110335825583432,5.6
183,7,15,1,1,0,-0.9585598540562206,6.0
184,7,16,0,0,0,0.0,nan
185,7,17,1,1,0,-0.6952799597708509,5.800000000000001
186,7,18,1,1,0,-1.5740591327571312,6.0
187,7,19,0,0,0,0.0,nan
188,7,20,1,1,0,-1.9734441545447337,4.8
189,7,21,1,1,0,-1.8311080378661864,5.2
190,7,22,1,1,0,-0.7271447556638159,5.4
191,7,23,1,1,0,-2.0126527366759257,5.800000000000001
192,8,0,1,1,0,-2.0109348103050144,5.4
193,8,1,1,1,0,-1.3762090168213472,5.4
194,8,2,2,2,0,-2.2846616899692456,4.6
195,8,3,1,1,0,-2.4591575858974832,5.4
196,8,4,3,3,0,0.026732686835341156,5.4
197,8,5,1,1,0,-2.1934282451746987,5.4
198,8,6,2,2,0,-2.9514293552669697,4.4
199,8,7,2,2,0,-1.7618530974695459,4.8
200,8,8,1,1,0,-2.35755264655035,5.0
201,8,9,1,1,0,-2.5209669401934374,5.4
202,8,10,2,2,0,-2.7216429043365644,4.6
203,8,11,1,1,0,-1.521305542006623,5.6
204,8,12,1,1,0,-2.5773727835621685,5.4
205,8,13,2,2,0,-2.5037345429696143,4.6
206,8,14,1,1,0,-0.1507403825810179,5.4
207,8,15,2,2,0,-2.5885596434688196,4.8
208,8,16,2,2,0,-1.5696344468365424,4.8
209,8,17,1,0,1,91.55245025569387,4.0
210,8,18,1,1,0,-1.5652024373393507,5.6
211,8,19,1,1,0,-1.3790778400339188,5.0
212,8,20,1,1,0,-2.069791281333193,5.4
213,8,21,1,1,0,-0.18294715299084782,5.4
214,8,22,1,1,0,-3.390051265561022,5.4
215,8,23,1,1,0,-1.3070699865212665,5.4
216,9,0,1,1,0,-2.190229173758533,5.4
217,9,1,1,1,0,-0.8649039591168985,5.6
218,9,2,1,1,0,-0.9561664619734511,5.6
219,9,3,1,1,0,-1.330861688216217,5.800000000000001
220,9,4,1,1,0,-1.615907552840654,5.2
221,9,5,1,1,0,-1.8248184600770474,5.2
222,9,6,1,1,0,-4.542276165890973,5.2
223,9,7,1,1,0,-1.3783843982703985,5.4
224,9,8,1,1,0,-1.4734552039140836,4.8
225,9,9,1,1,0,-1.926303344312124,5.6
226,9,10,1,1,0,-1.093212830144912,5.800000000000001
227,9,11,1,1,0,0.0935880498411134,5.2
228,9,12,1,1,0,-1.2512122086989694,6.0
229,9,13,1,1,0,-0.8539095739712939,5.6
230,9,14,1,1,0,-0.6205739374142141,4.8
231,9,15,1,1,0,-0.3704285663533956,5.6
232,9,16,1,1,0,-1.7004792060451583,5.2
233,9,17,2,2,0,-2.1244077236596497,5.0
234,9,18,1,1,0,0.13766962386947126,5.2
235,9,19,1,1,0,-1.8671754069840536,5.2
236,9,20,1,1,0,-0.9767441229475663,5.800000000000001
237,9,21,1,1,0,-0.6596409447155893,5.6
238,9,22,1,1,0,-2.6693462532218546,5.0
239,9,23,1,1,0,-0.13050192562118174,5.2
