      Step     Time          Energy          fmax
BFGS:    0 12:10:31      -66.411659        4.616919
BFGS:    1 12:10:31      -66.902573        2.223119
BFGS:    2 12:10:31      -67.290108        1.980980
BFGS:    3 12:10:31      -67.568382        1.475265
BFGS:    4 12:10:31      -67.723228        0.925582
BFGS:    5 12:10:31      -67.836647        0.585030
BFGS:    6 12:10:31      -67.869423        0.449181
BFGS:    7 12:10:31      -67.904274        0.477008
BFGS:    8 12:10:31      -67.946930        0.406091
BFGS:    9 12:10:31      -67.965759        0.373921
BFGS:   10 12:10:31      -67.988251        0.271350
BFGS:   11 12:10:31      -67.989769        0.238346
BFGS:   12 12:10:31      -68.002464        0.190520
BFGS:   13 12:10:31      -67.991096        0.140907
BFGS:   14 12:10:31      -68.006210        0.111280
BFGS:   15 12:10:31      -67.996704        0.097665
BFGS:   16 12:10:31      -68.005852        0.122147
BFGS:   17 12:10:31      -68.007866        0.083133
BFGS:   18 12:10:31      -68.009438        0.066019
BFGS:   19 12:10:31      -68.002182        0.062686
BFGS:   20 12:10:31      -68.016380        0.099069
BFGS:   21 12:10:31      -68.002266        0.134569
BFGS:   22 12:10:31      -68.003281        0.156705
BFGS:   23 12:10:31      -68.001389        0.159400
BFGS:   24 12:10:31      -68.021408        0.181633
BFGS:   25 12:10:31      -68.002457        0.246289
BFGS:   26 12:10:31      -68.031624        0.312945
BFGS:   27 12:10:31      -68.042900        0.363293
BFGS:   28 12:10:31      -68.061508        0.384377
BFGS:   29 12:10:31      -68.065247        0.362795
BFGS:   30 12:10:31      -68.056313        0.330245
BFGS:   31 12:10:32      -68.073357        0.271802
BFGS:   32 12:10:32      -68.090584        0.249303
BFGS:   33 12:10:32      -68.080910        0.264045
BFGS:   34 12:10:32      -68.102646        0.211084
BFGS:   35 12:10:32      -68.101456        0.182310
BFGS:   36 12:10:32      -68.105148        0.092462
BFGS:   37 12:10:32      -68.117256        0.089287
BFGS:   38 12:10:32      -68.115959        0.096620
BFGS:   39 12:10:32      -68.109039        0.078515
BFGS:   40 12:10:32      -68.098465        0.052916
BFGS:   41 12:10:32      -68.118416        0.048781
BFGS:   42 12:10:32      -68.124405        0.035967
BFGS:   43 12:10:32      -68.119766        0.031487
BFGS:   44 12:10:32      -68.120918        0.015138
BFGS:   45 12:10:32      -68.111076        0.017706
BFGS:   46 12:10:32      -68.124222        0.014315
BFGS:   47 12:10:32      -68.114182        0.018575
BFGS:   48 12:10:32      -68.113945        0.010144
BFGS:   49 12:10:32      -68.121956        0.015259
BFGS:   50 12:10:32      -68.116150        0.011491
BFGS:   51 12:10:32      -68.113373        0.010872
BFGS:   52 12:10:32      -68.111015        0.007654
BFGS:   53 12:10:32      -68.119621        0.009315
BFGS:   54 12:10:32      -68.112946        0.005087
BFGS:   55 12:10:32      -68.115540        0.011637
BFGS:   56 12:10:32      -68.115112        0.006376
BFGS:   57 12:10:32      -68.111343        0.010146
BFGS:   58 12:10:32      -68.116196        0.006300
BFGS:   59 12:10:32      -68.117195        0.017177
BFGS:   60 12:10:32      -68.108932        0.005399
BFGS:   61 12:10:32      -68.117622        0.011392
BFGS:   62 12:10:32      -68.116936        0.005641
BFGS:   63 12:10:32      -68.108994        0.009931
BFGS:   64 12:10:32      -68.113182        0.006305
BFGS:   65 12:10:32      -68.118980        0.011875
BFGS:   66 12:10:32      -68.117828        0.007389
BFGS:   67 12:10:32      -68.107407        0.011382
BFGS:   68 12:10:32      -68.110352        0.006330
BFGS:   69 12:10:32      -68.112938        0.010340
BFGS:   70 12:10:32      -68.123055        0.005857
BFGS:   71 12:10:32      -68.120827        0.005224
BFGS:   72 12:10:32      -68.110283        0.003574
BFGS:   73 12:10:32      -68.114784        0.007077
BFGS:   74 12:10:32      -68.119057        0.007027
BFGS:   75 12:10:32      -68.118042        0.007031
BFGS:   76 12:10:32      -68.113358        0.006086
BFGS:   77 12:10:32      -68.113258        0.003969
BFGS:   78 12:10:32      -68.117302        0.006797
BFGS:   79 12:10:32      -68.118240        0.004523
BFGS:   80 12:10:32      -68.111717        0.003413
BFGS:   81 12:10:32      -68.116058        0.007393
BFGS:   82 12:10:32      -68.115372        0.002737
