      Step     Time          Energy          fmax
BFGS:    0 19:21:07      -66.211273        4.548143
BFGS:    1 19:21:08      -66.640747        2.344195
BFGS:    2 19:21:08      -67.008286        2.127853
BFGS:    3 19:21:08      -67.296486        1.797778
BFGS:    4 19:21:08      -67.496719        1.268057
BFGS:    5 19:21:08      -67.640305        0.784256
BFGS:    6 19:21:08      -67.723312        0.511133
BFGS:    7 19:21:08      -67.762917        0.588767
BFGS:    8 19:21:08      -67.794998        0.604367
BFGS:    9 19:21:08      -67.835655        0.452461
BFGS:   10 19:21:08      -67.852425        0.270829
BFGS:   11 19:21:08      -67.854019        0.187616
BFGS:   12 19:21:08      -67.862640        0.189720
BFGS:   13 19:21:08      -67.861786        0.146974
BFGS:   14 19:21:08      -67.863777        0.174838
BFGS:   15 19:21:08      -67.870224        0.169336
BFGS:   16 19:21:08      -67.876846        0.207602
BFGS:   17 19:21:08      -67.871025        0.296840
BFGS:   18 19:21:08      -67.890907        0.315135
BFGS:   19 19:21:08      -67.896278        0.322668
BFGS:   20 19:21:08      -67.902382        0.326764
BFGS:   21 19:21:08      -67.916420        0.360196
BFGS:   22 19:21:08      -67.922859        0.390868
BFGS:   23 19:21:08      -67.932930        0.402031
BFGS:   24 19:21:08      -67.952599        0.379752
BFGS:   25 19:21:08      -67.964935        0.339427
BFGS:   26 19:21:08      -67.970993        0.344578
BFGS:   27 19:21:08      -67.985809        0.326217
BFGS:   28 19:21:08      -68.003021        0.257439
BFGS:   29 19:21:08      -68.018257        0.403998
BFGS:   30 19:21:08      -68.020683        0.374979
BFGS:   31 19:21:08      -68.026611        0.256672
BFGS:   32 19:21:08      -68.035904        0.202382
BFGS:   33 19:21:08      -68.042320        0.116231
BFGS:   34 19:21:08      -68.040817        0.071084
BFGS:   35 19:21:08      -68.045067        0.056436
BFGS:   36 19:21:08      -68.038101        0.037025
BFGS:   37 19:21:08      -68.033028        0.032456
BFGS:   38 19:21:08      -68.040176        0.026904
BFGS:   39 19:21:08      -68.041893        0.012937
BFGS:   40 19:21:08      -68.038567        0.012031
BFGS:   41 19:21:08      -68.036652        0.014379
BFGS:   42 19:21:08      -68.039818        0.010161
BFGS:   43 19:21:08      -68.040894        0.013618
BFGS:   44 19:21:08      -68.037247        0.006800
BFGS:   45 19:21:08      -68.043358        0.006384
BFGS:   46 19:21:08      -68.034760        0.007363
BFGS:   47 19:21:08      -68.035713        0.007503
BFGS:   48 19:21:08      -68.034828        0.005097
BFGS:   49 19:21:08      -68.041153        0.020117
BFGS:   50 19:21:08      -68.039757        0.005883
BFGS:   51 19:21:08      -68.040077        0.009675
BFGS:   52 19:21:08      -68.043800        0.006280
BFGS:   53 19:21:08      -68.043533        0.006719
BFGS:   54 19:21:08      -68.042175        0.006207
BFGS:   55 19:21:08      -68.043076        0.014826
BFGS:   56 19:21:08      -68.040504        0.007682
BFGS:   57 19:21:08      -68.037857        0.011977
BFGS:   58 19:21:08      -68.039268        0.005448
BFGS:   59 19:21:08      -68.049492        0.008073
BFGS:   60 19:21:08      -68.040016        0.004861
BFGS:   61 19:21:08      -68.042213        0.004372
BFGS:   62 19:21:08      -68.038406        0.006097
BFGS:   63 19:21:08      -68.041634        0.005991
BFGS:   64 19:21:09      -68.042252        0.005744
BFGS:   65 19:21:09      -68.044556        0.010769
BFGS:   66 19:21:09      -68.038857        0.004314
BFGS:   67 19:21:09      -68.042458        0.005950
BFGS:   68 19:21:09      -68.040855        0.005250
BFGS:   69 19:21:09      -68.038826        0.008983
BFGS:   70 19:21:09      -68.037552        0.006048
BFGS:   71 19:21:09      -68.039803        0.012858
BFGS:   72 19:21:09      -68.040871        0.005739
BFGS:   73 19:21:09      -68.039772        0.006162
BFGS:   74 19:21:09      -68.040596        0.003403
BFGS:   75 19:21:09      -68.038208        0.005955
BFGS:   76 19:21:09      -68.037674        0.006057
BFGS:   77 19:21:09      -68.043991        0.010006
BFGS:   78 19:21:09      -68.039536        0.004808
BFGS:   79 19:21:09      -68.039085        0.006049
BFGS:   80 19:21:09      -68.041275        0.004749
BFGS:   81 19:21:09      -68.042549        0.007648
BFGS:   82 19:21:09      -68.039291        0.003859
BFGS:   83 19:21:09      -68.039825        0.003805
BFGS:   84 19:21:09      -68.041931        0.004751
BFGS:   85 19:21:09      -68.044922        0.019041
BFGS:   86 19:21:09      -68.042366        0.004036
BFGS:   87 19:21:09      -68.035095        0.004894
BFGS:   88 19:21:09      -68.042862        0.003097
BFGS:   89 19:21:09      -68.042534        0.008549
BFGS:   90 19:21:09      -68.042381        0.004886
BFGS:   91 19:21:09      -68.038750        0.004714
BFGS:   92 19:21:09      -68.038582        0.004809
BFGS:   93 19:21:09      -68.043953        0.009576
BFGS:   94 19:21:09      -68.041206        0.004330
BFGS:   95 19:21:09      -68.034126        0.009388
BFGS:   96 19:21:09      -68.037407        0.004058
BFGS:   97 19:21:09      -68.044456        0.004505
BFGS:   98 19:21:09      -68.042404        0.005232
BFGS:   99 19:21:09      -68.042740        0.004133
BFGS:  100 19:21:09      -68.046165        0.005459
BFGS:  101 19:21:09      -68.038094        0.028521
BFGS:  102 19:21:09      -68.037163        0.006705
BFGS:  103 19:21:09      -68.042191        0.004892
BFGS:  104 19:21:09      -68.041611        0.002992
