frame,q,P_rad,x_cp,y_cp,E_pot_eV,normal_x,normal_y,normal_z,cos_theta_to_lab_z,theta_to_lab_z_deg
0,0.37548035282773484,1.2909799954514023,0.1036998364786431,0.3608764875604158,-68.081298828125,-0.34071425705552466,0.5216338918239265,0.7821840435215527,0.7821840435215527,38.539018372926456
1,0.4468213801355192,-1.0702377193994494,0.21443659001053159,-0.392002926788647,-67.75284576416016,-0.3333574770663754,0.5166877564102228,0.7886105216516652,0.7886105216516652,37.9441484718672
2,0.3284845094458042,-3.0679834426267494,-0.3275949947673777,-0.024157656120005328,-67.881591796875,-0.3340674200402803,0.5121855503110359,0.7912426435172794,0.7912426435172794,37.69820943979152
3,0.3817530673327773,0.9530572148699681,0.22110892917807679,0.31120129475262187,-67.85882568359375,-0.3268030594737606,0.500504292796879,0.8016827385010143,0.8016827385010143,36.70890617139105
4,0.40238656734947476,-1.2364839446063103,0.13203095930034164,-0.3801088993558621,-67.85888671875,-0.3132152767847157,0.4939399075077975,0.8111224063973714,0.8111224063973714,35.794261047463145
5,0.3290271606361396,2.6452012900721207,-0.28931585808934196,0.15670101050825347,-67.84540557861328,-0.314652609477338,0.4925653460191666,0.8114019443223688,0.8114019443223688,35.76686781607013
6,0.4350806074291404,-2.570917315786504,-0.36613614601845224,-0.2350307587097153,-67.8011703491211,0.30068860490434346,-0.4846006776230643,-0.8214307920500343,-0.8214307920500343,145.228279061247
7,0.39180349702592626,-1.560916859539036,0.003870746852234808,-0.39178437641201436,-67.86560821533203,-0.3087683638015245,0.4791382191843486,0.821637793940968,0.821637793940968,34.75091913963946
8,0.3497667821422143,2.6638770788443695,-0.31060951906604667,0.16080587226739693,-67.80693054199219,-0.29692636792803695,0.4773397250432169,0.8270317520656206,0.8270317520656206,34.204976357412406
9,0.4076037568299352,-2.9589581001756087,-0.40082474222837655,-0.07402937659762142,-67.8689193725586,0.286466753429181,-0.4931462412015932,-0.8214277716077567,-0.8214277716077567,145.22797561491427
10,0.35458746459425117,-2.4067177844390257,-0.2630736377860414,-0.23774888254079768,-67.79068756103516,-0.29223620312127246,0.497440467403307,0.8167931090397629,0.8167931090397629,35.23495177360575
11,0.3961891185240731,-1.9909024475342796,-0.16158864336075612,-0.3617387565270169,-67.83808135986328,0.3016755195824219,-0.4845368337636376,-0.8211065324371649,-0.8211065324371649,145.19571577896605
12,0.40105887291033887,-1.089960234859866,0.18549799989979565,-0.35558221492825925,-67.81817626953125,-0.29992063726076446,0.4934629955133538,0.8164201635212623,0.8164201635212623,35.271972575519804
13,0.31970037389903183,2.8805780790441626,-0.3088716917306576,0.08250216432689736,-67.80531311035156,-0.2992178625742975,0.4935185643271057,0.8166444130593079,0.8166444130593079,35.24971628275016
14,0.42875620765749484,-2.4295047096776123,-0.3245681197331729,-0.2801560658949036,-67.80303192138672,0.2814447247662674,-0.47992626194657606,-0.8309390170134188,-0.8309390170134188,146.19531892082784
15,0.3458805158611569,-1.34480181381531,0.07750341768120449,-0.3370853771674363,-67.8717041015625,-0.2829107895667511,0.49862371023542057,0.819350889874284,0.819350889874284,34.980131968316755
16,0.3826672123249131,2.543119059733029,-0.3161583217561286,0.2155878265878395,-67.81352233886719,-0.28189197416112094,0.4952567561844371,0.821740628396342,0.821740628396342,34.74058116802851
17,0.41965606763612745,0.0743554533880622,0.4184965187512223,0.031174972284283415,-67.83838653564453,-0.2724709294128836,0.5135901889851122,0.8136244283470822,0.8136244283470822,35.54842532284371
18,0.3174641015003799,-2.5175016674127884,-0.25762041862951884,-0.18551327620037056,-67.79590606689453,-0.28802315779309484,0.5135428321699945,0.8082799144490199,0.8082799144490199,36.07178675749807
19,0.4404109469092134,1.3677213119223068,0.0888230073084412,0.43136095735492175,-67.83529663085938,-0.2854406801271388,0.5199047173547717,0.8051227875304559,0.8051227875304559,36.3778847513749
20,0.35237354355294565,2.6052919500875373,-0.30290197171459116,0.180048631562344,-67.84703063964844,0.27371311112977437,-0.5334993542066611,-0.800287180864929,-0.800287180864929,143.1575348639635
21,0.3913926860929888,-2.5610058364623933,-0.3272594390974066,-0.21468463906096227,-67.84344482421875,-0.2829627848646068,0.5385727811553859,0.793644392521121,0.793644392521121,37.472598028182205
22,0.43832197689460056,-1.441871797898275,0.0563540360205452,-0.4346842279781794,-67.81846618652344,0.2779821074318657,-0.5433351870651196,-0.7921570693016948,-0.7921570693016948,142.38755236792355
23,0.32541446761890186,2.6104527009159844,-0.2805821899424913,0.1648278205363678,-67.80831146240234,0.2743402642965006,-0.5595309539899962,-0.7820885697366834,-0.7820885697366834,141.45220265061158
24,0.4451872076579313,-3.138200936796515,-0.4451846470008174,-0.0015099460333570722,-67.8775863647461,-0.2731037988558508,0.5490157854881679,0.7899341632916715,0.7899341632916715,37.82064062232069
25,0.3359210873011672,-2.3573765196524037,-0.23781268268451597,-0.23725114298563904,-67.82380676269531,0.2762590094137007,-0.5610790817765637,-0.7803020080139029,-0.7803020080139029,141.28823529277216
26,0.3917978883431755,-1.6413139512876356,-0.027605763727162218,-0.3908241383528038,-67.86371612548828,-0.28575846886704726,0.5650344226835525,0.7740014203174471,0.7740014203174471,39.285414584535005
27,0.41723885115834664,2.9862072911505884,-0.4122119429271968,0.0645722310604363,-67.84345245361328,-0.2695718427571581,0.5651787578654969,0.7796819821248431,0.7796819821248431,38.76853279832202
28,0.3520735280725696,-2.240626594710184,-0.2185858844391105,-0.2759999642997047,-67.85889434814453,0.27404557565970905,-0.5682873500679633,-0.7758534076834819,-0.7758534076834819,140.88246964775198
29,0.38819506103346985,-1.0386241961168492,0.1969726106094596,-0.3345103826198428,-67.82084655761719,-0.27579392315681794,0.5635356074636351,0.7786946327478849,0.7786946327478849,38.85878789810612
30,0.4032227050426366,-3.120177991730083,-0.4031302520808388,-0.008634217922919171,-67.8985366821289,-0.27652237616667935,0.5809195288920755,0.7655507014110448,0.7655507014110448,40.0439902418292
31,0.3808317528605674,1.422316604482348,0.056338251579945244,0.376641507797225,-67.85800170898438,-0.2756817450224224,0.5821874814522641,0.7648903920835075,0.7648903920835075,40.102758204333036
32,0.37423858381244807,3.0365368386522866,-0.3721752984923321,0.03924365943805723,-67.8353271484375,0.2656129380304411,-0.594641909038006,-0.7588483163099677,-0.7588483163099677,139.36277292640708
33,0.4227005294184903,-1.6962473676590566,-0.05288923809669639,-0.41937866667753015,-67.8705825805664,-0.26652496499651523,0.5891501810263431,0.7628017483135665,0.7628017483135665,40.28817969312657
34,0.368923507762077,2.8375004310370553,-0.3519969869202685,0.11046572218805084,-67.89763641357422,-0.2697217533289146,0.5952291418234433,0.7569362222177661,0.7569362222177661,40.80515859410042
35,0.3421464851983358,-1.8548264546855393,-0.09587853603061657,-0.3284380058126659,-67.85416412353516,0.26995134900039064,-0.6055258812949765,-0.7486418878574799,-0.7486418878574799,138.47287058739883
36,0.4347243627546549,2.7270551995907883,-0.3979043901510698,0.17509245520851555,-67.7991943359375,0.2641124029297747,-0.6138621419153738,-0.743920633765276,-0.743920633765276,138.06647313094982
37,0.38308468094491405,-2.046149112569192,-0.17531952730496003,-0.3406125894916862,-67.90482330322266,-0.27174017361378394,0.6053319040073945,0.7481514312190637,0.7481514312190637,41.56949810997601
38,0.3458885393132546,2.3307668698204034,-0.23828264701667806,0.25071948819144885,-67.8643569946289,-0.2649488219306712,0.6065311477279056,0.7496146267205699,0.7496146267205699,41.44299331066334
39,0.3907108769845274,0.5188276137031959,0.3392937626244264,0.19373882429233918,-67.87957000732422,-0.26828753295833624,0.6155803397208769,0.7410011099912466,0.7410011099912466,42.18323525706732
40,0.42384860557788334,-1.1505072050651035,0.172940585640899,-0.386961489412705,-67.8692626953125,-0.26430782698890104,0.6211965745101125,0.7377372082315679,0.7377372082315679,42.46098450342186
41,0.37822590136434026,-2.749001870626439,-0.3494508421310164,-0.14470294190786542,-67.86856079101562,-0.2616842156517771,0.6370231293125694,0.7250675168558689,0.7250675168558689,43.525535271731364
42,0.3463519008903596,-1.4094983995603665,0.0556239148274433,-0.34185613838226575,-67.83522033691406,0.26074597579582803,-0.6503862528188603,-0.7134488476762177,-0.7134488476762177,135.5162204101516
43,0.40462849445494187,0.7008526483770867,0.30925457140986473,0.2609326131149071,-67.90457916259766,-0.2649719976326391,0.6504526249394504,0.7118294902432376,0.7118294902432376,44.61603669869099
44,0.43578772269620764,3.124371852515113,-0.4357231065633982,0.0075042427658161895,-67.83889770507812,0.25746377107746576,-0.6716398862212982,-0.6947030083562413,-0.6947030083562413,134.00355553766693
45,0.40824658209585624,-0.8809843408331748,0.2598049265989972,-0.3149074021166196,-67.83809661865234,-0.25953003752760184,0.6625432229071443,0.7026241081835548,0.7026241081835548,45.36208244627021
46,0.35489335521415,-1.9311825474676423,-0.12514805598561715,-0.33209525389288186,-67.89984893798828,-0.24536790494444544,0.6774748783217739,0.693413571013772,0.693413571013772,46.09906624999953
47,0.3593445769583962,-2.8346750696640464,-0.3425521755601863,-0.10856579575719076,-67.85095977783203,-0.24301016912106196,0.6818243898269332,0.68997214374269,0.68997214374269,46.37209615569599
48,0.3918149463804469,2.233177202519639,-0.24096461919114232,0.3089579332290729,-67.89400482177734,-0.23268828471904196,0.6937214671177127,0.6816206336478954,0.6816206336478954,47.02958475650427
49,0.4253487373120326,1.008593027149273,0.22673285219060926,0.3598802051661801,-67.84207916259766,-0.24145581096500496,0.6858158118559554,0.6865535401988606,0.6865535401988606,46.642092908436894
50,0.4081785066813272,-0.2921275813800686,0.39088533872964715,-0.11755145802076329,-67.8072509765625,-0.25379975030907825,0.6862632374025048,0.6816366009340189,0.6816366009340189,47.02833443504922
51,0.355558394039161,-1.5347536318175201,0.012812508252474757,-0.35532747037625384,-67.8749771118164,-0.24319052177552644,0.6914623855669573,0.6802485865215743,0.6802485865215743,47.13692847382202
52,0.34921173895825613,-2.997161073728107,-0.34557570387487074,-0.05026202858656707,-67.83019256591797,-0.25065372611804804,0.6966768901509764,0.6721711242776671,0.6721711242776671,47.765144824109704
53,0.4193250292758838,-0.7849580975903511,0.29663802585135535,-0.29637706017205756,-67.88134765625,0.25045226075681104,-0.6976695381622213,-0.6712159716531746,-0.6712159716531746,132.16098358228626
54,0.4272877608411998,1.7837784352717356,-0.09031819096442073,0.41763315834066717,-67.81565856933594,-0.2723694048295746,0.6922596901222049,0.6682749649243881,0.6682749649243881,48.06593501875842
55,0.39043757580804805,-1.8848102556088242,-0.12059787733541971,-0.3713457318794122,-67.83025360107422,0.2766636629204579,-0.6889917306350748,-0.6698862685082595,-0.6698862685082595,132.05828755908237
56,0.387343504439426,0.6558904385858041,0.3069717394720177,0.2362273091683925,-67.86714935302734,-0.2739014020574901,0.6865825056095767,0.6734853264487778,0.6734853264487778,47.6633627204211
57,0.3834967452875405,-2.9369487023523013,-0.3754944729825299,-0.07793365387115408,-67.86347961425781,0.2815758480268627,-0.6936967940228386,-0.6629478107440953,-0.6629478107440953,131.52507898202668
58,0.40697496730460947,2.663519192696911,-0.36134611900244706,0.18723676533858755,-67.81400299072266,0.29445441147459595,-0.6990098735681071,-0.651676143661442,-0.651676143661442,130.66809545071808
59,0.4000470217502913,1.9034901671025597,-0.13065149147215802,0.37811084008181867,-67.85794067382812,0.2984670689040991,-0.6948173733086254,-0.6543288366932167,-0.6543288366932167,130.8687783714444
60,0.37928543780567847,-2.3390859504614703,-0.2635678491710436,-0.27274426156162335,-67.82923889160156,-0.31288931006829995,0.7011750596323302,0.6406666960242131,0.6406666960242131,50.15844867547155
61,0.3983638145074166,2.4813450653521745,-0.31464383729093326,0.2443214774917181,-67.82987976074219,-0.3048785482512253,0.7022850433219036,0.6433076936758781,0.6433076936758781,49.96108957794949
62,0.4228304239437054,1.555095700990346,0.006638429517785309,0.4227783091242395,-67.80886840820312,-0.31876151937017483,0.7010259651293735,0.6379292201986425,0.6379292201986425,50.36242059387946
63,0.3985536359227855,-2.4365169430223537,-0.30352349800500705,-0.2582992196389232,-67.84136199951172,0.316363231188012,-0.7070114950646808,-0.6324943096966845,-0.6324943096966845,129.2343888690747
