step,time_fs,E_pot_eV,E_kin_eV,E_tot_eV,T_K
0,0.0,-68.02061462402344,0.7802276914959265,-67.24038693252751,402.4075314711214
1000,500.0,-67.6578369140625,0.4238079221124722,-67.23402899195003,218.58170584563982
2000,1000.0,-67.63848876953125,0.40442710415974675,-67.2340616653715,208.58592231315012
3000,1500.0,-67.74632263183594,0.5084198285930708,-67.23790280324286,262.2208496379373
4000,2000.0,-67.66229248046875,0.42547137558431686,-67.23682110488443,219.43964284610524
5000,2500.0,-67.69096374511719,0.45440040559734857,-67.23656333951983,234.3599791559821
6000,3000.0,-67.5815658569336,0.35485704194947143,-67.22670881498412,183.01983873739053
7000,3500.0,-67.5616226196289,0.3291397513538627,-67.23248286827504,169.75597802403564
8000,4000.0,-67.62750244140625,0.3945440775426046,-67.23295836386364,203.48868673972095
9000,4500.0,-67.72611236572266,0.4928666203718959,-67.23324574535076,254.1991808418202
10000,5000.0,-67.55534362792969,0.3258775470336426,-67.22946608089605,168.07347482405655
11000,5500.0,-67.72067260742188,0.48154116820981485,-67.23913143921206,248.35800486586973
12000,6000.0,-67.64372253417969,0.406214100282053,-67.23750843389763,209.50757724306806
13000,6500.0,-67.73977661132812,0.5109626526140305,-67.2288139587141,263.5323277466904
14000,7000.0,-67.58734893798828,0.3568181696838801,-67.2305307683044,184.03130318437763
15000,7500.0,-67.50953674316406,0.2766672794738933,-67.23286946369016,142.69295769093003
16000,8000.0,-67.61742401123047,0.38017052253909006,-67.23725348869138,196.07543180084664
17000,8500.0,-67.65046691894531,0.4129779266946184,-67.23748899225069,212.99606492383865
18000,9000.0,-67.56571197509766,0.33260206364285333,-67.2331099114548,171.5416882168174
19000,9500.0,-67.65725708007812,0.4259274193581499,-67.23132966071998,219.67485040316984
20000,10000.0,-67.5938720703125,0.3612593172289091,-67.23261275308359,186.32185405814585
21000,10500.0,-67.70896911621094,0.4761819164140062,-67.23278719979693,245.59393572401618
22000,11000.0,-67.71446228027344,0.47860362081928703,-67.23585865945415,246.84294559934293
23000,11500.0,-67.62816619873047,0.3973590674213706,-67.23080713130909,204.94053616851852
24000,12000.0,-67.58671569824219,0.3527260377557672,-67.23398966048642,181.9207593962062
25000,12500.0,-67.68682861328125,0.45236759912799934,-67.23446101415325,233.3115459329559
26000,13000.0,-67.57186889648438,0.34558366730522977,-67.22628522917914,178.23703515368095
27000,13500.0,-67.65908813476562,0.4220142941083514,-67.23707384065727,217.65663047932992
28000,14000.0,-67.57701110839844,0.3400723529185974,-67.23693875547984,175.39453873672625
29000,14500.0,-67.53245544433594,0.30087845220429194,-67.23157699213165,155.18002827128961
30000,15000.0,-67.5181655883789,0.28329745805001955,-67.23486813032889,146.11251562653248
31000,15500.0,-67.64130401611328,0.40166645804497697,-67.23963755806831,207.16210103582537
32000,16000.0,-67.54458618164062,0.3085351986933239,-67.2360509829473,159.12904531763937
33000,16500.0,-67.61209106445312,0.3663617216305623,-67.24572934282256,188.9534524777046
34000,17000.0,-67.63492584228516,0.39777851960139143,-67.23714732268377,205.1568713719112
35000,17500.0,-67.68663024902344,0.44809371235686624,-67.23853653666657,231.10726089654392
36000,18000.0,-67.59204864501953,0.35840834719975484,-67.23364029781978,184.8514476316186
37000,18500.0,-67.67214965820312,0.43845580874961904,-67.2336938494535,226.1364491175964
38000,19000.0,-67.69052124023438,0.4509118629271106,-67.23960937730726,232.5607404726298
39000,19500.0,-67.7022933959961,0.46188189120041945,-67.24041150479567,238.21860425488913
40000,20000.0,-67.56648254394531,0.32539553941565974,-67.24108700452965,167.82487624467151
41000,20500.0,-67.7245101928711,0.47724488443851615,-67.24726530843257,246.14216843023513
42000,21000.0,-67.65409851074219,0.41495192641853534,-67.23914658432365,214.0141681835462
43000,21500.0,-67.54658508300781,0.30173443500274066,-67.24485064800507,155.62150699430836
44000,22000.0,-67.6478500366211,0.41252855741702993,-67.23532147920406,212.7642997818368
45000,22500.0,-67.5411148071289,0.29823946543527396,-67.24287534169363,153.81895359670403
46000,23000.0,-67.64476013183594,0.411777021400911,-67.23298311043503,212.37669016947063
47000,23500.0,-67.62793731689453,0.3902960115537894,-67.23764130534074,201.2977189405545
48000,24000.0,-67.56643676757812,0.3284751137314988,-67.23796165384663,169.41318682621812
49000,24500.0,-67.5701904296875,0.3303818104949626,-67.23980861919254,170.39657814417862
50000,25000.0,-67.67346954345703,0.43437418450317145,-67.23909535895386,224.03132473492226
51000,25500.0,-67.57493591308594,0.32937321855202356,-67.24556269453392,169.8763902574329
52000,26000.0,-67.5443344116211,0.3036312729165704,-67.24070313870452,156.59981354613245
53000,26500.0,-67.64685821533203,0.3986886269647579,-67.24816958836728,205.62626519304538
54000,27000.0,-67.64163970947266,0.39523682982590713,-67.24640287964675,203.84597825767548
55000,27500.0,-67.69593048095703,0.4549725083456538,-67.24095797261138,234.65504488769426
56000,28000.0,-67.73514556884766,0.49717799802470886,-67.23796757082295,256.4228020454997
57000,28500.0,-67.55357360839844,0.31264020407570836,-67.24093340432273,161.24622867399248
58000,29000.0,-67.55897521972656,0.31102638401213445,-67.24794883571442,160.41389042824753
59000,29500.0,-67.60550689697266,0.3578716892258529,-67.2476352077468,184.5746627739726
60000,30000.0,-67.58100891113281,0.33620425964865785,-67.24480465148416,173.3995443508284
61000,30500.0,-67.61811828613281,0.37492072275085037,-67.24319756338197,193.36781324727704
62000,31000.0,-67.5770034790039,0.33123376269278415,-67.24576971631112,170.83597805857983
63000,31500.0,-67.630126953125,0.38186415057893297,-67.24826280254607,196.94893153197867
64000,32000.0,-67.64968872070312,0.40855234710980387,-67.24113637359332,210.7135433273035
65000,32500.0,-67.61564636230469,0.3731019309055043,-67.24254443139918,192.42975946538388
66000,33000.0,-67.56906127929688,0.32527229202366226,-67.2437889872732,167.76131059670166
67000,33500.0,-67.64862060546875,0.4050004456484043,-67.24362015982035,208.88162693329545
68000,34000.0,-67.6706771850586,0.41876304450413787,-67.25191414055446,215.9797772457314
69000,34500.0,-67.57294464111328,0.33294574387493303,-67.23999889723835,171.71894354281264
70000,35000.0,-67.63370513916016,0.3907201219563115,-67.24298501720385,201.5164566526484
71000,35500.0,-67.55265045166016,0.3054607933839442,-67.24718965827621,157.5434006849589
72000,36000.0,-67.50626373291016,0.2605204553840534,-67.2457432775261,134.36512763066506
73000,36500.0,-67.66175079345703,0.4163251355241986,-67.24542565793283,214.7224097551112
74000,37000.0,-67.72270202636719,0.4723838367471279,-67.25031818962006,243.6350513115073
75000,37500.0,-67.58460998535156,0.3385813460907489,-67.24602863926081,174.6255422200162
76000,38000.0,-67.55470275878906,0.3017731555982699,-67.2529296031908,155.64147739453105
77000,38500.0,-67.6052474975586,0.36572780605474764,-67.23951969150384,188.62650637619467
78000,39000.0,-67.73877716064453,0.4993508998034113,-67.23942626084111,257.5434903399902
79000,39500.0,-67.5705795288086,0.32549580801115074,-67.24508372079744,167.87659042815332
80000,40000.0,-67.59483337402344,0.35482177512186247,-67.24001159890157,183.00164964054662
81000,40500.0,-67.5977783203125,0.3570940460762281,-67.24068427423627,184.17358823686413
82000,41000.0,-67.5887222290039,0.3463702883506894,-67.24235194065322,178.6427400992459
83000,41500.0,-67.73680114746094,0.4959854553657208,-67.24081569209521,255.80774037464653
84000,42000.0,-67.66908264160156,0.4281362735997088,-67.24094636800186,220.81408141536454
85000,42500.0,-67.62480926513672,0.374292428532153,-67.25051683660456,193.04376639744166
86000,43000.0,-67.5752182006836,0.32930587925256904,-67.24591232143102,169.84165957360835
87000,43500.0,-67.63296508789062,0.38706457294505725,-67.24590051494556,199.63108335736052
88000,44000.0,-67.5698013305664,0.3190905205434763,-67.25071081002292,164.5730215516272
89000,44500.0,-67.6845703125,0.44354799016498586,-67.24102232233501,228.76277496516033
90000,45000.0,-67.61793518066406,0.3659831153276632,-67.2519520653364,188.75818380240685
91000,45500.0,-67.60673522949219,0.35337128943782786,-67.25336394005436,182.25355216860547
92000,46000.0,-67.68196105957031,0.4340176056752766,-67.24794345389503,223.8474168738299
93000,46500.0,-67.55387115478516,0.30814718616008774,-67.24572396862507,158.92892531756598
94000,47000.0,-67.54911041259766,0.30837232692194544,-67.24073808567572,159.0450431370181
95000,47500.0,-67.60961151123047,0.36148892571550095,-67.24812258551496,186.44027613583077
96000,48000.0,-67.71096801757812,0.46429205556611297,-67.246675962012,239.46166227937283
97000,48500.0,-67.57748413085938,0.33435223925537516,-67.243131891604,172.44435272815454
98000,49000.0,-67.72702026367188,0.4824831304233497,-67.24453713324853,248.84382803418217
99000,49500.0,-67.63868713378906,0.3934984586989038,-67.24518867509016,202.94940198689886
100000,50000.0,-67.64417266845703,0.3997947582461852,-67.24437791021084,206.19675963113528
101000,50500.0,-67.62847137451172,0.38226143295097254,-67.24620994156075,197.15383251200274
102000,51000.0,-67.61565399169922,0.3717107255466414,-67.24394326615258,191.71223620860732
103000,51500.0,-67.67462158203125,0.42790241757353525,-67.24671916445772,220.6934686413784
104000,52000.0,-67.68954467773438,0.4423357611321599,-67.24720891660222,228.1375599183298
105000,52500.0,-67.55146789550781,0.30475100466763977,-67.24671689084018,157.17732251533317
106000,53000.0,-67.69951629638672,0.4533914381617467,-67.24612485822497,233.8395976064413
107000,53500.0,-67.66532135009766,0.4179623682458064,-67.24735898185185,215.56682323226266
108000,54000.0,-67.54017639160156,0.2990891596747708,-67.2410872319268,154.25718895434122
109000,54500.0,-67.64372253417969,0.402923012843626,-67.24079952133606,207.8101773860932
