ray,direction,orientation,n_min,n_min_ml,n_min_wall,e_min_kcal,r_at_min
0,0,0,2,2,0,-1.4219720926284791,5.2
1,0,1,2,2,0,-1.3319153812229634,4.4
2,0,2,2,2,0,-1.4437746164202692,4.0
3,0,3,2,2,0,-1.8327122877240183,4.4
4,0,4,2,2,0,-1.2542499037086965,4.0
5,0,5,1,1,0,-1.5327811999619008,5.0
6,0,6,2,2,0,-0.8514667638540269,5.0
7,0,7,2,2,0,-0.46942364931106567,4.2
8,0,8,2,2,0,-1.6476684871017935,5.0
9,0,9,2,2,0,-0.8397050568759442,5.0
10,0,10,2,2,0,-0.61221492305398,4.2
11,0,11,2,2,0,-1.6013474020063878,4.2
12,0,12,2,2,0,-0.505265447974205,5.6
13,0,13,1,1,0,-0.365709777623415,5.6
14,0,14,2,2,0,-1.1505910125374794,4.2
15,0,15,2,2,0,-0.36940171930193905,4.4
16,0,16,3,3,0,-0.7505486514270306,5.6
17,0,17,2,2,0,-1.5472699405550958,4.2
18,0,18,1,1,0,-0.4760982840061188,4.0
19,0,19,2,2,0,-0.5864208137691022,5.6
20,0,20,1,1,0,-0.745986643075943,5.0
21,0,21,1,1,0,0.35662699630856515,4.4
22,0,22,2,2,0,-1.4811874833405019,4.4
23,0,23,2,2,0,-0.18544790741801262,4.2
24,1,0,2,2,0,-1.773877637088299,5.2
25,1,1,3,3,0,-1.7535499656498432,4.4
26,1,2,1,1,0,-1.0618029765486718,5.0
27,1,3,1,1,0,-1.4721761766970158,4.8
28,1,4,2,2,0,-2.25319228130579,4.2
29,1,5,1,1,0,-0.8345506334602834,5.0
30,1,6,1,1,0,-1.6780328518152239,4.8
31,1,7,2,2,0,-2.5019406318068507,4.4
32,1,8,2,1,1,-0.7543203148543836,5.4
33,1,9,2,1,1,-1.1117280344963074,5.4
34,1,10,2,2,0,-1.8970216232836248,4.2
35,1,11,1,1,0,-2.2173985905945304,4.8
36,1,12,2,2,0,-0.9732884686291218,5.2
37,1,13,1,1,0,-1.7122980841696263,5.2
38,1,14,1,1,0,-1.6922329446971418,5.2
39,1,15,2,2,0,-1.1302124841213226,4.4
40,1,16,1,1,0,-1.2235322891771794,5.0
41,1,17,2,2,0,-0.5468637067079545,5.2
42,1,18,2,2,0,-1.0794764635562897,5.0
43,1,19,2,2,0,-0.5365933462381364,5.2
44,1,20,2,2,0,-0.9352130864858628,4.4
45,1,21,1,1,0,-1.87444524872303,4.2
46,1,22,2,2,0,-1.9751887980103493,4.4
47,1,23,2,2,0,-2.314661873191595,4.2
48,2,0,2,2,0,-1.7006848245859147,5.0
49,2,1,2,2,0,-1.832809878140688,5.0
50,2,2,1,1,0,-2.7568330550193787,4.4
51,2,3,1,1,0,-1.2661916718780994,5.0
52,2,4,1,1,0,-1.2853702505230904,4.4
53,2,5,1,1,0,-1.1941946856081487,5.0
54,2,6,1,1,0,-0.9615322597026825,5.0
55,2,7,1,1,0,-0.8234225769340993,5.0
56,2,8,1,1,0,-1.2016912790238858,4.8
57,2,9,1,1,0,-1.4543734854757786,5.0
58,2,10,2,2,0,-0.7759675186872482,4.4
59,2,11,1,1,0,-1.6951647807359695,5.0
60,2,12,1,1,0,-1.8480064928829671,5.0
61,2,13,2,2,0,-0.7724858774840833,5.0
62,2,14,1,1,0,-1.9030131250619888,5.0
63,2,15,1,1,0,-1.4213755540251733,5.0
64,2,16,1,1,0,-1.580427315503359,5.0
65,2,17,1,1,0,-1.8844668223559857,5.0
66,2,18,2,2,0,-1.5659976789653303,5.0
67,2,19,2,1,1,-1.1189730920493604,5.2
68,2,20,1,1,0,-0.8013822624087334,5.0
69,2,21,1,1,0,-2.151897552341223,5.0
70,2,22,2,2,0,-2.1086292604207992,4.8
71,2,23,2,2,0,-1.3748125546574592,4.4
72,3,0,1,1,0,-0.7700708582997322,5.800000000000001
73,3,1,1,1,0,-1.0423673639893531,5.2
74,3,2,1,1,0,-0.6704764018058778,5.0
75,3,3,1,1,0,-2.263245468735695,5.0
76,3,4,1,1,0,-2.2809065851271155,4.8
77,3,5,2,2,0,-0.9388899085223675,4.2
78,3,6,2,2,0,-2.2279727184176448,3.8
79,3,7,2,2,0,-1.2243789891302586,5.2
80,3,8,1,1,0,-1.7160065200030805,4.8
81,3,9,2,2,0,-1.2430654921531679,5.0
82,3,10,1,1,0,-1.4483847327232362,5.2
83,3,11,1,1,0,-2.178510871320963,5.0
84,3,12,2,2,0,-0.7849898214340211,4.4
85,3,13,2,2,0,-1.8525355129241945,3.8
86,3,14,2,2,0,-0.7658937135636806,5.0
87,3,15,1,1,0,-0.6205802086293698,5.0
88,3,16,3,3,0,-0.8374687243700027,5.6
89,3,17,1,1,0,-1.2168480328917504,5.0
90,3,18,1,1,0,-1.3611265296041966,5.0
91,3,19,2,2,0,-0.5246859408915043,5.2
92,3,20,1,1,0,-1.5194401776492596,4.8
93,3,21,2,2,0,-1.7585421965420247,5.0
94,3,22,2,2,0,-0.950408326715231,5.2
95,3,23,1,1,0,-1.9086513770222664,5.0
96,4,0,2,1,1,-0.6073491473495961,6.0
97,4,1,2,2,0,-1.733814709275961,4.4
98,4,2,1,1,0,-1.4249162992835045,5.2
99,4,3,1,1,0,-1.4456535755693913,4.8
100,4,4,2,2,0,-1.5958094894886017,4.4
101,4,5,2,2,0,-1.794987406373024,4.4
102,4,6,2,2,0,-0.9781473717689515,4.4
103,4,7,1,1,0,-1.5167048969566823,5.0
104,4,8,1,1,0,-1.5505234126150609,5.0
105,4,9,2,2,0,-1.3455464257597924,4.6
106,4,10,2,2,0,-2.1468737076520923,4.2
107,4,11,1,1,0,-1.5911718829274177,5.2
108,4,12,2,2,0,-1.4637078026533128,4.6
109,4,13,2,1,1,-0.8392555911540985,5.4
110,4,14,2,1,1,-0.5602542114853859,6.0
111,4,15,1,1,0,-2.1259577446877955,5.0
112,4,16,1,1,0,-1.9151445760130883,5.2
113,4,17,2,2,0,-1.3997091070115566,5.2
114,4,18,2,2,0,-2.088928366869688,5.2
115,4,19,1,1,0,-2.584937844902277,5.0
116,4,20,2,2,0,-1.9774443736970426,4.4
117,4,21,2,2,0,-1.8416837334930898,4.4
118,4,22,2,2,0,-2.1041579699218276,4.2
119,4,23,1,1,0,-2.0950009649097923,5.2
120,5,0,1,1,0,0.19483995413780214,4.2
121,5,1,1,1,0,-1.3797965384721758,5.2
122,5,2,2,2,0,-0.9441364243030549,5.6
123,5,3,0,0,0,0.0,nan
124,5,4,1,1,0,-0.8619735405445099,5.6
125,5,5,1,1,0,-1.783658670961857,5.0
126,5,6,2,2,0,-0.9547380423843861,4.0
127,5,7,2,2,0,-0.6969935048818588,5.2
128,5,8,1,1,0,-0.8334606447219849,5.0
129,5,9,1,1,0,0.4799537927210331,4.2
130,5,10,0,0,0,0.0,nan
131,5,11,2,2,0,0.22999724537134172,4.2
132,5,12,2,2,0,-1.7402144413888456,4.0
133,5,13,2,2,0,-0.5610143171250821,5.0
134,5,14,1,1,0,-1.3495696250498295,5.2
135,5,15,1,1,0,-1.191776917397976,5.2
136,5,16,0,0,0,0.0,nan
137,5,17,1,1,0,-2.048579540371895,5.0
138,5,18,2,2,0,-1.1973643123805524,5.2
139,5,19,1,1,0,-2.0044975368082523,5.2
140,5,20,1,1,0,-1.2689090839028359,5.2
141,5,21,2,2,0,-1.5844670089483261,4.4
142,5,22,1,1,0,-1.868034520506859,5.2
143,5,23,0,0,0,0.0,nan
144,6,0,1,1,0,-1.7747559508383275,5.2
145,6,1,1,1,0,-0.7699004186987878,5.800000000000001
146,6,2,1,1,0,-1.2806006907224656,5.4
147,6,3,2,1,1,-0.48446356958150866,6.6
148,6,4,3,1,2,-0.4206311900019646,6.800000000000001
149,6,5,1,1,0,-0.7755359216332436,5.800000000000001
150,6,6,2,1,1,-0.4068118371963501,7.0
151,6,7,2,1,1,-0.4749313225448132,6.800000000000001
152,6,8,1,1,0,-1.507476417273283,5.2
153,6,9,1,1,0,-0.7945206939578057,6.0
154,6,10,2,1,1,-0.6738961899280549,6.2
155,6,11,2,1,1,-0.4598419198095799,6.800000000000001
156,6,12,1,1,0,-1.068450120985508,5.6
157,6,13,1,1,0,-0.8824853967130185,5.800000000000001
158,6,14,1,1,0,-1.3128605087399483,5.2
159,6,15,1,1,0,-0.7773942630887032,6.0
160,6,16,1,1,0,-0.9708569552898407,5.6
161,6,17,1,1,0,-1.0469279978275299,5.2
162,6,18,1,1,0,-2.1172268386781217,5.2
163,6,19,1,1,0,-1.2960295981466772,5.2
164,6,20,3,1,2,-0.42750650358200076,6.800000000000001
165,6,21,2,1,1,-0.463305692344904,6.800000000000001
166,6,22,1,1,0,-0.7393051358163357,5.800000000000001
167,6,23,2,1,1,-0.5343432686030865,6.6
168,7,0,1,1,0,-1.7816491330862045,5.2
169,7,1,1,1,0,-0.6819577081501484,6.0
170,7,2,1,1,0,-1.9608814931213856,5.2
171,7,3,1,1,0,-1.5324430697858333,5.0
172,7,4,2,2,0,-0.9324874273836613,5.2
173,7,5,1,1,0,-0.8945068866312504,5.6
174,7,6,1,1,0,-0.8306126539707184,5.800000000000001
175,7,7,1,1,0,-0.9104292441904546,5.6
176,7,8,1,1,0,-0.8832207611203194,5.6
177,7,9,2,2,0,-0.9367978998720646,5.2
178,7,10,2,1,1,-0.6383746527731419,6.4
179,7,11,1,1,0,-1.344378089785576,5.2
180,7,12,2,1,1,-0.7186970637440682,6.2
181,7,13,2,1,1,-0.6560770045518876,6.2
182,7,14,1,1,0,-1.2753074415028096,5.2
183,7,15,1,1,0,-0.839190989047289,5.800000000000001
184,7,16,1,1,0,-0.7834874788224697,6.0
185,7,17,1,1,0,-2.1709757915437224,5.2
186,7,18,2,1,1,-0.49044957330822947,6.6
187,7,19,2,1,1,-0.4016807805001736,7.0
188,7,20,1,1,0,-0.7924396814107896,5.800000000000001
189,7,21,2,1,1,-0.46415101778507234,6.800000000000001
190,7,22,2,1,1,-0.5304204087555409,6.4
191,7,23,2,1,1,-0.5874750651717187,6.4
192,8,0,1,1,0,-1.2011634660661221,5.0
193,8,1,2,2,0,-1.0011828336417676,5.2
194,8,2,1,1,0,-0.9927804362177849,5.0
195,8,3,1,1,0,-1.6979096830189229,4.2
196,8,4,1,1,0,-1.7463021590709686,5.2
197,8,5,1,1,0,-1.1003539401590825,5.0
198,8,6,2,2,0,-1.9393951072990896,4.0
199,8,7,1,1,0,-2.0546727561056617,5.0
200,8,8,1,1,0,-1.6363150104582311,5.0
201,8,9,2,2,0,-2.0383998977541924,4.0
202,8,10,2,2,0,-2.5855797424316407,4.0
203,8,11,2,2,0,-1.6673817512691023,4.0
204,8,12,2,2,0,-2.0235249190330507,4.2
205,8,13,1,1,0,-2.009803156644106,5.0
206,8,14,1,1,0,-1.0364500859081747,5.0
207,8,15,2,2,0,-1.4104385547935963,4.2
208,8,16,2,2,0,-2.370120720118284,4.2
209,8,17,1,1,0,-1.2076044335663318,5.0
210,8,18,1,1,0,-2.2137478843033316,5.2
211,8,19,1,1,0,-1.0843504863381386,5.2
212,8,20,1,1,0,-2.122548952668905,5.0
213,8,21,2,2,0,-1.5976472132503987,4.2
214,8,22,2,2,0,-1.5964005300402642,4.2
215,8,23,2,2,0,-2.0143569179177283,4.2
216,9,0,2,2,0,-2.1919769743084907,4.6
217,9,1,1,1,0,-1.6702860970497133,5.0
218,9,2,2,2,0,-1.7407917368113996,5.0
219,9,3,2,2,0,-1.8004098598062992,4.4
220,9,4,2,2,0,-1.3141360567212106,5.2
221,9,5,2,2,0,-2.2458867451846602,4.4
222,9,6,1,1,0,-2.0810152960419654,5.0
223,9,7,2,2,0,-1.8310133897662164,4.6
224,9,8,2,2,0,-2.0423420007824897,4.4
225,9,9,2,2,0,-1.284911163210869,5.2
226,9,10,1,1,0,-0.7701602016389371,5.800000000000001
227,9,11,1,1,0,-1.802389158397913,5.0
228,9,12,2,1,1,-0.7772856765687466,6.0
229,9,13,2,1,1,-0.7577909599542618,6.0
230,9,14,1,1,0,-2.065036583453417,4.4
231,9,15,1,1,0,-0.8078039867281914,6.0
232,9,16,1,1,0,-0.8343279623687267,6.0
233,9,17,2,2,0,-1.7653405373990536,4.4
234,9,18,2,2,0,-1.0056018926501276,5.2
235,9,19,2,1,1,-1.5746461142003536,5.2
236,9,20,1,1,0,-2.0902822620868684,5.0
237,9,21,1,1,0,-1.9088273146748544,5.2
238,9,22,2,2,0,-1.532656119287014,5.2
239,9,23,1,1,0,-1.4944295407235624,5.2
