step,time_fs,E_pot_eV,E_kin_eV,E_tot_eV,T_K
0,0.0,-68.17008209228516,0.4638843654257581,-67.7061977268594,239.25139342481478
1000,500.0,-67.97380828857422,0.27085486030012873,-67.70295342827409,139.69516451198564
2000,1000.0,-67.9456558227539,0.24544892279352445,-67.70020689996038,126.59188618929414
3000,1500.0,-67.94523620605469,0.2405310759363701,-67.70470513011831,124.05547452958209
4000,2000.0,-67.94415283203125,0.2541562938918118,-67.68999653813944,131.08276974476854
5000,2500.0,-67.9693374633789,0.27197211262774,-67.69736535075117,140.2713947023323
6000,3000.0,-67.99935150146484,0.29806650830474546,-67.7012849931601,153.72974982618305
7000,3500.0,-67.8893814086914,0.1933721562333298,-67.69600925245808,99.73295346119937
8000,4000.0,-67.9335708618164,0.2295953033332199,-67.70397555848318,118.41527833310273
9000,4500.0,-67.89500427246094,0.19257519017334415,-67.7024290822876,99.32191300677741
10000,5000.0,-67.8477783203125,0.13989656134911255,-67.70788175896338,72.15256588222309
11000,5500.0,-67.91087341308594,0.21067135500687886,-67.70020205807906,108.6551282965288
12000,6000.0,-67.93290710449219,0.2333165939181902,-67.699590510574,120.33455827472275
13000,6500.0,-67.89891052246094,0.20389643495334228,-67.6950140875076,105.1609189979191
14000,7000.0,-67.93458557128906,0.23096137785038487,-67.70362419343867,119.11984019401795
15000,7500.0,-67.97438049316406,0.2830685089400726,-67.69131198422399,145.9944336266619
16000,8000.0,-67.93497467041016,0.2314919869724142,-67.70348268343774,119.39350531677525
17000,8500.0,-67.94316101074219,0.2394091885681176,-67.70375182217407,123.47685378673002
18000,9000.0,-67.87947082519531,0.17560152528458245,-67.70386929991074,90.56763440022233
19000,9500.0,-67.9350357055664,0.22222432009895085,-67.71281138546746,114.61364555315068
20000,10000.0,-67.89582061767578,0.19608930055667978,-67.6997313171191,101.13433840527085
21000,10500.0,-67.93026733398438,0.2242231570831212,-67.70604417690126,115.6445587921707
22000,11000.0,-67.95310974121094,0.25216720589044417,-67.7009425353205,130.05688460734854
23000,11500.0,-67.96037292480469,0.2582882005237014,-67.70208472428098,133.21382759638098
24000,12000.0,-67.90489196777344,0.19920230047978388,-67.70568966729365,102.73988846223477
25000,12500.0,-67.96601867675781,0.25819961447968826,-67.70781906227812,133.16813876518123
26000,13000.0,-67.92973327636719,0.23563690573499577,-67.6940963706322,121.5312742598396
27000,13500.0,-67.92682647705078,0.22668814589217937,-67.7001383311586,116.91589288165322
28000,14000.0,-67.97457885742188,0.2712998351494999,-67.70327902227237,139.92466319891238
29000,14500.0,-67.91865539550781,0.21996560284884475,-67.69868979265897,113.44869736839226
30000,15000.0,-67.93667602539062,0.24572491422586887,-67.69095111116475,126.7342305744107
31000,15500.0,-67.90939331054688,0.20695603470396637,-67.70243727584291,106.73892756690196
32000,16000.0,-67.84842681884766,0.1501896356873328,-67.69823718316033,77.46128624787751
33000,16500.0,-67.91244506835938,0.20022258360751033,-67.71222248475186,103.2661061539484
34000,17000.0,-67.94953155517578,0.23735130670230653,-67.71218024847347,122.41548776408541
35000,17500.0,-67.86466979980469,0.1622289402482879,-67.7024408595564,83.67063626429929
36000,18000.0,-67.90135192871094,0.19934958251593674,-67.702002346195,102.81585013501862
37000,18500.0,-67.8356704711914,0.1456668183962478,-67.69000365279516,75.12861366878599
38000,19000.0,-67.89867401123047,0.1942504312542198,-67.70442357997625,100.18592954364459
39000,19500.0,-67.95496368408203,0.25217130941479937,-67.70279237466723,130.05900102685544
40000,20000.0,-68.04707336425781,0.3367021837325889,-67.71037118052523,173.6563519515565
41000,20500.0,-67.91307830810547,0.21462344864651103,-67.69845485945896,110.69344642212356
42000,21000.0,-68.00062561035156,0.3098679046976923,-67.69075770565387,159.81639714998255
43000,21500.0,-67.97380828857422,0.2723104777393571,-67.70149781083487,140.44590872020922
44000,22000.0,-67.89124298095703,0.2089491785415174,-67.68229380241551,107.76690452834256
45000,22500.0,-67.95883178710938,0.2600998864521844,-67.6987319006572,134.1482164552076
46000,23000.0,-67.94671630859375,0.2523921500493126,-67.69432415854443,130.17290102752398
47000,23500.0,-67.84850311279297,0.14444007476731108,-67.70406303802565,74.49591262414366
48000,24000.0,-67.95845794677734,0.26943244719462,-67.68902549958273,138.9615456559021
49000,24500.0,-67.91812133789062,0.2124289716529006,-67.70569236623773,109.56163056952823
50000,25000.0,-67.84095764160156,0.14242721193354474,-67.69853042966801,73.45776546152132
51000,25500.0,-67.90229797363281,0.20024403968485796,-67.70205393394795,103.27717226607774
52000,26000.0,-67.98474884033203,0.2816050725144783,-67.70314376781755,145.23965672511508
53000,26500.0,-67.98896026611328,0.2946569311379939,-67.69430333497529,151.97123811737382
54000,27000.0,-67.89734649658203,0.2009423354554617,-67.69640416112657,103.63732287384022
55000,27500.0,-67.967041015625,0.2536556270990883,-67.71338538852591,130.8245475740543
56000,28000.0,-67.96746826171875,0.2530991130099123,-67.71436914870884,130.53752179517576
57000,28500.0,-67.95912170410156,0.24415059989194995,-67.71497110420961,125.92226766694547
58000,29000.0,-67.97872161865234,0.2638901917319489,-67.7148314269204,136.103091176749
59000,29500.0,-67.90231323242188,0.18717176925528634,-67.71514146316659,96.53506335143366
60000,30000.0,-67.95182800292969,0.2331451633298257,-67.71868283959986,120.24614182830038
