step,time_fs,E_pot_eV,E_kin_eV,E_tot_eV,T_K
0,0.0,-68.07858276367188,0.7802276914959264,-67.29835507217595,402.40753147112133
1000,500.0,-67.71504211425781,0.43384471030047517,-67.28119740395734,223.75824495422881
2000,1000.0,-67.59374237060547,0.30380818439858803,-67.28993418620688,156.69105679927966
3000,1500.0,-67.71900939941406,0.4275230474361112,-67.29148635197795,220.49780601343195
4000,2000.0,-67.61408996582031,0.33299362367956675,-67.28109634214074,171.74363786499572
5000,2500.0,-67.61357116699219,0.3262688708949573,-67.28730229609722,168.27530266322935
6000,3000.0,-67.65519714355469,0.3635775222268182,-67.29161962132787,187.51748343764666
7000,3500.0,-67.6656265258789,0.3889582547677142,-67.27666827111119,200.607762134534
8000,4000.0,-67.51502227783203,0.2444567359493264,-67.2705655418827,126.0801593394481
9000,4500.0,-67.74642181396484,0.4678696733748667,-67.27855214058998,241.30684204761133
10000,5000.0,-67.69723510742188,0.40972879289626524,-67.28750631452561,211.32030293094158
11000,5500.0,-67.62267303466797,0.3379585238254911,-67.28471451084248,174.30431756593202
12000,6000.0,-67.6964340209961,0.4259384411474881,-67.2704955798486,219.68053496305964
13000,6500.0,-67.69788360595703,0.41888563675105384,-67.27899796920597,216.04300499834343
14000,7000.0,-67.76040649414062,0.46777440595477665,-67.29263208818585,241.25770725303033
15000,7500.0,-67.69930267333984,0.4099401647971329,-67.28936250854271,211.42931937034461
16000,8000.0,-67.73979187011719,0.45259844999962173,-67.28719342011756,233.43060877884056
17000,8500.0,-67.61686706542969,0.33378965746700084,-67.2830774079627,172.15419749375587
18000,9000.0,-67.6725845336914,0.4049863377940539,-67.26759819589735,208.87435071520503
19000,9500.0,-67.66275787353516,0.37988608750413094,-67.28287178603102,195.928732572494
20000,10000.0,-67.6859130859375,0.39412954596752325,-67.29178353996997,203.27488937048696
21000,10500.0,-67.80089569091797,0.51380622431001,-67.28708946660795,264.99891843452707
22000,11000.0,-67.70881652832031,0.4280847870684072,-67.2807317412519,220.78752690032886
23000,11500.0,-67.7449951171875,0.48325726430812777,-67.26173785287938,249.2430926450093
24000,12000.0,-67.61213684082031,0.34222654115770584,-67.26991029966261,176.50557540085916
25000,12500.0,-67.6355209350586,0.34949510598285455,-67.28602582907574,180.25438521689884
26000,13000.0,-67.57757568359375,0.30612564932139613,-67.27145003427235,157.88630448020996
27000,13500.0,-67.704345703125,0.4380491639402974,-67.26629653918471,225.92671939935107
28000,14000.0,-67.6793441772461,0.4079970441885601,-67.27134713305753,210.42714221620224
29000,14500.0,-67.63379669189453,0.37115502575928316,-67.26264166613525,191.4256304112136
30000,15000.0,-67.5822982788086,0.32022280724066393,-67.26207547156793,165.15700581634775
31000,15500.0,-67.70112609863281,0.41940794362410777,-67.2817181550087,216.31238818192804
32000,16000.0,-67.71824645996094,0.4385950945494989,-67.27965136541144,226.20828667925895
33000,16500.0,-67.64327239990234,0.3717125110953134,-67.27155988880703,191.71315711700527
34000,17000.0,-67.60188293457031,0.3376804221951909,-67.26420251237512,174.1608848324275
35000,17500.0,-67.71662902832031,0.4396838102198137,-67.2769452181005,226.7697989020888
36000,18000.0,-67.66610717773438,0.40753102616703446,-67.25857615156734,210.1867903756983
37000,18500.0,-67.75912475585938,0.49284867243827296,-67.2662760834211,254.18992407774618
38000,19000.0,-67.67219543457031,0.3963281180927226,-67.27586731647759,204.40881731396513
39000,19500.0,-67.69677734375,0.43242330774652865,-67.26435403600347,223.02514729671847
40000,20000.0,-67.67448425292969,0.3998866109735017,-67.27459764195619,206.24413327559984
41000,20500.0,-67.69132232666016,0.4219441720211161,-67.26937815463904,217.6204645545191
42000,21000.0,-67.84156036376953,0.569063879096417,-67.27249648467311,293.498415055633
43000,21500.0,-67.64210510253906,0.3722618929621938,-67.26984320957686,191.99650440561854
44000,22000.0,-67.62191772460938,0.3531338194029583,-67.26878390520642,182.1310754460131
45000,22500.0,-67.64112091064453,0.3820406878401695,-67.25908022280436,197.0399817783121
46000,23000.0,-67.73072052001953,0.4586270593659975,-67.27209346065354,236.53990346264715
47000,23500.0,-67.75395202636719,0.4828926983535718,-67.27105932801362,249.0550653711375
48000,24000.0,-67.71133422851562,0.44632173767644623,-67.26501249083918,230.1933533734592
49000,24500.0,-67.68540954589844,0.4237446083674141,-67.26166493753102,218.54905136780636
50000,25000.0,-67.67927551269531,0.40823027534020184,-67.27104523735511,210.54743270706444
51000,25500.0,-67.77205657958984,0.49607052420909525,-67.27598605538074,255.85161518662835
52000,26000.0,-67.66881561279297,0.3922033517638164,-67.27661226102916,202.2814421202855
53000,26500.0,-67.68634796142578,0.4150937940466684,-67.27125416737911,214.08733734000515
54000,27000.0,-67.66615295410156,0.3987483510227808,-67.26740460307879,205.6570682663282
55000,27500.0,-67.71719360351562,0.45896036298028414,-67.25823324053535,236.71180698019384
56000,28000.0,-67.71665954589844,0.45148850506133253,-67.2651710408371,232.85814742229803
