      Step     Time          Energy          fmax
BFGS:    0 13:18:26      -66.178719        4.788080
BFGS:    1 13:18:26      -66.638596        2.522362
BFGS:    2 13:18:26      -67.024475        2.133183
BFGS:    3 13:18:26      -67.327820        1.799132
BFGS:    4 13:18:26      -67.532097        1.277852
BFGS:    5 13:18:26      -67.677101        0.759988
BFGS:    6 13:18:26      -67.765022        0.501211
BFGS:    7 13:18:26      -67.796799        0.553435
BFGS:    8 13:18:26      -67.838646        0.573948
BFGS:    9 13:18:26      -67.867798        0.448376
BFGS:   10 13:18:26      -67.876701        0.268912
BFGS:   11 13:18:26      -67.895676        0.147620
BFGS:   12 13:18:26      -67.894852        0.148230
BFGS:   13 13:18:26      -67.890488        0.117891
BFGS:   14 13:18:26      -67.890656        0.129671
BFGS:   15 13:18:26      -67.896645        0.127833
BFGS:   16 13:18:26      -67.899788        0.136632
BFGS:   17 13:18:26      -67.896538        0.209615
BFGS:   18 13:18:26      -67.900269        0.197673
BFGS:   19 13:18:26      -67.906815        0.173401
BFGS:   20 13:18:26      -67.904037        0.160657
BFGS:   21 13:18:26      -67.921318        0.252558
BFGS:   22 13:18:26      -67.919357        0.302041
BFGS:   23 13:18:26      -67.925270        0.327370
BFGS:   24 13:18:26      -67.932198        0.350469
BFGS:   25 13:18:26      -67.939720        0.353357
BFGS:   26 13:18:26      -67.954506        0.318332
BFGS:   27 13:18:26      -67.966248        0.361485
BFGS:   28 13:18:26      -67.987267        0.434051
BFGS:   29 13:18:26      -68.003128        0.421050
BFGS:   30 13:18:26      -68.004059        0.204222
BFGS:   31 13:18:26      -68.008797        0.211702
BFGS:   32 13:18:26      -68.018295        0.155673
BFGS:   33 13:18:26      -68.014725        0.114270
BFGS:   34 13:18:26      -68.013374        0.111093
BFGS:   35 13:18:26      -68.019279        0.074500
BFGS:   36 13:18:26      -68.020325        0.049381
BFGS:   37 13:18:26      -68.019432        0.051704
BFGS:   38 13:18:26      -68.024284        0.026295
BFGS:   39 13:18:26      -68.025513        0.014305
BFGS:   40 13:18:26      -68.021400        0.020949
BFGS:   41 13:18:26      -68.012383        0.018052
BFGS:   42 13:18:27      -68.015678        0.010655
BFGS:   43 13:18:27      -68.024483        0.012077
BFGS:   44 13:18:27      -68.017303        0.009437
BFGS:   45 13:18:27      -68.017365        0.006824
BFGS:   46 13:18:27      -68.017563        0.009080
BFGS:   47 13:18:27      -68.015205        0.006709
BFGS:   48 13:18:27      -68.014648        0.005291
BFGS:   49 13:18:27      -68.012939        0.003739
BFGS:   50 13:18:27      -68.013596        0.014266
BFGS:   51 13:18:27      -68.017952        0.005762
BFGS:   52 13:18:27      -68.015968        0.005218
BFGS:   53 13:18:27      -68.013466        0.005651
BFGS:   54 13:18:27      -68.018600        0.004180
BFGS:   55 13:18:27      -68.018883        0.011491
BFGS:   56 13:18:27      -68.019218        0.005223
BFGS:   57 13:18:27      -68.017311        0.003742
BFGS:   58 13:18:27      -68.014084        0.006373
BFGS:   59 13:18:27      -68.016296        0.004250
BFGS:   60 13:18:27      -68.019745        0.003393
BFGS:   61 13:18:27      -68.020615        0.014488
BFGS:   62 13:18:27      -68.017601        0.005557
BFGS:   63 13:18:27      -68.021042        0.018975
BFGS:   64 13:18:27      -68.015633        0.004965
BFGS:   65 13:18:27      -68.018555        0.005744
BFGS:   66 13:18:27      -68.017166        0.005984
BFGS:   67 13:18:27      -68.017502        0.003538
BFGS:   68 13:18:27      -68.016403        0.005515
BFGS:   69 13:18:27      -68.020248        0.005350
BFGS:   70 13:18:27      -68.016342        0.003819
BFGS:   71 13:18:27      -68.013618        0.008139
BFGS:   72 13:18:27      -68.018394        0.005373
BFGS:   73 13:18:27      -68.014359        0.004542
BFGS:   74 13:18:27      -68.018860        0.004279
BFGS:   75 13:18:27      -68.019638        0.011223
BFGS:   76 13:18:27      -68.016754        0.004035
BFGS:   77 13:18:27      -68.016846        0.005034
BFGS:   78 13:18:27      -68.018929        0.007514
BFGS:   79 13:18:27      -68.015930        0.015976
BFGS:   80 13:18:27      -68.019058        0.004115
BFGS:   81 13:18:27      -68.016693        0.005206
BFGS:   82 13:18:27      -68.014709        0.003678
BFGS:   83 13:18:27      -68.016296        0.006049
BFGS:   84 13:18:27      -68.015411        0.004299
BFGS:   85 13:18:27      -68.014786        0.003975
BFGS:   86 13:18:27      -68.016785        0.006191
BFGS:   87 13:18:27      -68.021904        0.007711
BFGS:   88 13:18:27      -68.016655        0.005842
BFGS:   89 13:18:27      -68.014572        0.007113
BFGS:   90 13:18:27      -68.015968        0.003253
BFGS:   91 13:18:27      -68.013252        0.005220
BFGS:   92 13:18:27      -68.012871        0.003911
BFGS:   93 13:18:27      -68.017380        0.004678
BFGS:   94 13:18:27      -68.016510        0.003105
BFGS:   95 13:18:27      -68.023643        0.006661
BFGS:   96 13:18:27      -68.018822        0.003547
BFGS:   97 13:18:27      -68.015312        0.005640
BFGS:   98 13:18:27      -68.019409        0.003503
BFGS:   99 13:18:27      -68.018204        0.011819
BFGS:  100 13:18:27      -68.020569        0.003911
BFGS:  101 13:18:27      -68.019371        0.007460
BFGS:  102 13:18:27      -68.019073        0.003595
BFGS:  103 13:18:27      -68.020576        0.004746
BFGS:  104 13:18:27      -68.020615        0.002198
