step,time_fs,E_pot_eV,E_kin_eV,E_tot_eV,T_K
0,0.0,-68.11537170410156,0.7802276914959267,-67.33514401260564,402.4075314711215
1000,500.0,-67.67803192138672,0.3497667769489525,-67.32826514443776,180.39450129331013
2000,1000.0,-67.71953582763672,0.3972440857851825,-67.32229174185153,204.88123363813247
3000,1500.0,-35.25104904174805,20522.811135805445,20487.560086763697,10584773.980751012
4000,2000.0,-35.24828338623047,20522.808369562503,20487.560086176272,10584772.554043133
5000,2500.0,-35.24753189086914,20522.807616978702,20487.560085087833,10584772.165893119
6000,3000.0,-35.2471809387207,20522.807266043055,20487.560085104335,10584771.984895766
7000,3500.0,-35.246978759765625,20522.80706294828,20487.560084188513,10584771.880148308
8000,4000.0,-35.24684524536133,20522.80693052614,20487.56008528078,10584771.811850725
9000,4500.0,-35.24674987792969,20522.806837354863,20487.560087476933,10584771.76379703
10000,5000.0,-35.246681213378906,20522.806768235663,20487.560087022284,10584771.72814835
11000,5500.0,-35.24662780761719,20522.806714919687,20487.56008711207,10584771.700650286
12000,6000.0,-35.246585845947266,20522.80667254317,20487.560086697224,10584771.67879432
13000,6500.0,-35.246551513671875,20522.806638052498,20487.560086538826,10584771.66100553
14000,7000.0,-35.246524810791016,20522.806609433803,20487.56008462301,10584771.646245252
15000,7500.0,-35.246498107910156,20522.80658530524,20487.56008719733,10584771.633800788
16000,8000.0,-35.24647903442383,20522.806564686925,20487.5600856525,10584771.623166759
17000,8500.0,-35.2464599609375,20522.806546864795,20487.560086903857,10584771.613974877
18000,9000.0,-35.24644470214844,20522.806531306134,20487.560086603986,10584771.605950397
19000,9500.0,-35.24643325805664,20522.806517605484,20487.560084347428,10584771.598884197
20000,10000.0,-35.24641799926758,20522.806505448767,20487.5600874495,10584771.592614291
21000,10500.0,-35.24641036987305,20522.806494588986,20487.560084219112,10584771.587013287
22000,11000.0,-35.24639892578125,20522.80648482906,20487.56008590328,10584771.581979541
23000,11500.0,-35.24639129638672,20522.80647600995,20487.560084713565,10584771.577431029
24000,12000.0,-35.24638366699219,20522.806468001916,20487.560084334924,10584771.573300833
25000,12500.0,-35.246376037597656,20522.806460697946,20487.56008466035,10584771.569533762
26000,13000.0,-35.246368408203125,20522.8064540091,20487.560085600897,10584771.566083945
27000,13500.0,-35.246360778808594,20522.806447860872,20487.560087082064,10584771.562912958
28000,14000.0,-35.24635696411133,20522.80644219019,20487.56008522608,10584771.559988266
29000,14500.0,-35.2463493347168,20522.80643694353,20487.560087608814,10584771.557282267
30000,15000.0,-35.24634552001953,20522.806432075035,20487.560086555015,10584771.554771308
31000,15500.0,-35.246341705322266,20522.80642754526,20487.560085839938,10584771.552435048
32000,16000.0,-35.246337890625,20522.806423320028,20487.560085429403,10584771.550255856
33000,16500.0,-35.246334075927734,20522.806419369637,20487.56008529371,10584771.548218416
34000,17000.0,-35.24633026123047,20522.806415668085,20487.560085406854,10584771.546309317
35000,17500.0,-35.2463264465332,20522.80641219261,20487.560085746078,10584771.544516819
36000,18000.0,-35.24632263183594,20522.80640892308,20487.560086291243,10584771.542830536
37000,18500.0,-35.24631881713867,20522.806405841795,20487.560087024656,10584771.541241344
38000,19000.0,-35.246315002441406,20522.806402932856,20487.560087930415,10584771.53974104
39000,19500.0,-35.246315002441406,20522.806400182242,20487.5600851798,10584771.538322393
40000,20000.0,-35.24631118774414,20522.80639757738,20487.560086389636,10584771.536978917
41000,20500.0,-35.246307373046875,20522.806395106978,20487.56008773393,10584771.535704792
42000,21000.0,-35.246307373046875,20522.80639276089,20487.560085387842,10584771.534494782
43000,21500.0,-35.24630355834961,20522.80639052995,20487.5600869716,10584771.533344159
44000,22000.0,-35.24630355834961,20522.8063884058,20487.56008484745,10584771.532248614
45000,22500.0,-35.246299743652344,20522.806386381162,20487.56008663751,10584771.531204395
46000,23000.0,-35.246299743652344,20522.806384448995,20487.560084705343,10584771.530207867
47000,23500.0,-35.24629592895508,20522.80638260326,20487.560086674304,10584771.529255917
48000,24000.0,-35.24629592895508,20522.80638083811,20487.560084909153,10584771.528345529
49000,24500.0,-35.24629211425781,20522.80637914854,20487.560087034282,10584771.527474122
50000,25000.0,-35.24629211425781,20522.80637752979,20487.56008541553,10584771.526639242
51000,25500.0,-35.24628829956055,20522.806375977478,20487.560087677917,10584771.525838627
52000,26000.0,-35.24628829956055,20522.806374487493,20487.560086187932,10584771.525070157
53000,26500.0,-35.24628829956055,20522.8063730562,20487.56008475664,10584771.524331959
54000,27000.0,-35.24628448486328,20522.806371680275,20487.560087195412,10584771.523622317
55000,27500.0,-35.24628448486328,20522.806370356582,20487.56008587172,10584771.522939613
56000,28000.0,-35.24628448486328,20522.806369081965,20487.560084597102,10584771.52228222
57000,28500.0,-35.246280670166016,20522.80636785409,20487.560087183923,10584771.521648936
58000,29000.0,-35.246280670166016,20522.806366670087,20487.56008599992,10584771.521038279
59000,29500.0,-35.246280670166016,20522.806365527947,20487.56008485778,10584771.520449214
60000,30000.0,-35.24627685546875,20522.80636442534,20487.560087569873,10584771.519880537
61000,30500.0,-35.24627685546875,20522.80636336025,20487.56008650478,10584771.51933121
62000,31000.0,-35.24627685546875,20522.806362330903,20487.560085475434,10584771.518800316
63000,31500.0,-35.24627685546875,20522.80636133527,20487.560084479803,10584771.518286813
64000,32000.0,-35.246273040771484,20522.806360372215,20487.560087331443,10584771.51779011
65000,32500.0,-35.246273040771484,20522.806359439546,20487.560086398775,10584771.51730908
66000,33000.0,-35.246273040771484,20522.80635853606,20487.56008549529,10584771.516843103
67000,33500.0,-35.246273040771484,20522.806357660884,20487.560084620112,10584771.516391724
68000,34000.0,-35.24626922607422,20522.80635681213,20487.560087586055,10584771.515953973
69000,34500.0,-35.24626922607422,20522.806355988567,20487.560086762493,10584771.515529215
70000,35000.0,-35.24626922607422,20522.806355189616,20487.56008596354,10584771.515117152
71000,35500.0,-35.24626922607422,20522.806354413773,20487.5600851877,10584771.514717005
72000,36000.0,-35.24626922607422,20522.80635366018,20487.560084434106,10584771.514328334
73000,36500.0,-35.24626541137695,20522.806352927764,20487.560087516387,10584771.513950586
74000,37000.0,-35.24626541137695,20522.806352216063,20487.560086804686,10584771.513583522
75000,37500.0,-35.24626541137695,20522.806351523825,20487.560086112448,10584771.513226496
76000,38000.0,-35.24626541137695,20522.806350850307,20487.56008543893,10584771.512879124
77000,38500.0,-35.24626541137695,20522.80635019478,20487.560084783403,10584771.512541031
78000,39000.0,-35.24626541137695,20522.806349556322,20487.560084144945,10584771.512211744
79000,39500.0,-35.24626159667969,20522.806348934846,20487.560087338166,10584771.511891212
80000,40000.0,-35.24626159667969,20522.80634832971,20487.56008673303,10584771.51157911
81000,40500.0,-35.24626159667969,20522.806347739825,20487.560086143145,10584771.511274872
82000,41000.0,-35.24626159667969,20522.806347164395,20487.560085567715,10584771.510978092
83000,41500.0,-35.24626159667969,20522.80634660284,20487.56008500616,10584771.510688465
84000,42000.0,-35.24626159667969,20522.80634605523,20487.56008445855,10584771.510406032
85000,42500.0,-35.24625778198242,20522.806345521753,20487.56008773977,10584771.510130888
86000,43000.0,-35.24625778198242,20522.80634500011,20487.560087218128,10584771.509861847
87000,43500.0,-35.24625778198242,20522.80634449031,20487.560086708327,10584771.509598915
88000,44000.0,-35.24625778198242,20522.80634399381,20487.560086211826,10584771.50934284
89000,44500.0,-35.24625778198242,20522.80634350772,20487.560085725738,10584771.509092137
90000,45000.0,-35.24625778198242,20522.806343033422,20487.56008525144,10584771.508847514
91000,45500.0,-35.24625778198242,20522.80634256932,20487.56008478734,10584771.508608151
92000,46000.0,-35.24625778198242,20522.806342115266,20487.560084333283,10584771.50837397
93000,46500.0,-35.246253967285156,20522.806341672305,20487.56008770502,10584771.50814551
94000,47000.0,-35.246253967285156,20522.8063412374,20487.560087270114,10584771.507921204
95000,47500.0,-35.246253967285156,20522.806340813688,20487.560086846403,10584771.507702673
96000,48000.0,-35.246253967285156,20522.806340397303,20487.560086430018,10584771.50748792
97000,48500.0,-35.246253967285156,20522.806339991523,20487.560086024238,10584771.507278636
98000,49000.0,-35.246253967285156,20522.806339592287,20487.560085625002,10584771.507072726
99000,49500.0,-35.246253967285156,20522.806339202987,20487.560085235702,10584771.506871942
100000,50000.0,-35.246253967285156,20522.806338820323,20487.560084853038,10584771.506674582
101000,50500.0,-35.246253967285156,20522.806338446262,20487.560084478977,10584771.506481657
102000,51000.0,-35.24625015258789,20522.806338079474,20487.560087926886,10584771.506292483
103000,51500.0,-35.24625015258789,20522.80633771902,20487.56008756643,10584771.506106576
104000,52000.0,-35.24625015258789,20522.806337367674,20487.560087215086,10584771.505925369
105000,52500.0,-35.24625015258789,20522.806337021742,20487.560086869154,10584771.505746951
106000,53000.0,-35.24625015258789,20522.806336682428,20487.56008652984,10584771.505571948
107000,53500.0,-35.24625015258789,20522.80633635078,20487.56008619819,10584771.505400898
108000,54000.0,-35.24625015258789,20522.806336023776,20487.560085871188,10584771.505232245
109000,54500.0,-35.24625015258789,20522.806335703506,20487.56008555092,10584771.505067063
110000,55000.0,-35.24625015258789,20522.806335390636,20487.56008523805,10584771.504905699
111000,55500.0,-35.24625015258789,20522.80633508178,20487.56008492919,10584771.504746404
112000,56000.0,-35.24625015258789,20522.80633477824,20487.560084625653,10584771.504589852
113000,56500.0,-35.24625015258789,20522.806334481924,20487.560084329336,10584771.504437024
114000,57000.0,-35.246246337890625,20522.806334190172,20487.560087852282,10584771.504286552
115000,57500.0,-35.246246337890625,20522.80633390165,20487.56008756376,10584771.504137745
116000,58000.0,-35.246246337890625,20522.806333620778,20487.560087282887,10584771.503992882
117000,58500.0,-35.246246337890625,20522.806333345095,20487.560087007205,10584771.503850697
118000,59000.0,-35.246246337890625,20522.806333072436,20487.560086734546,10584771.50371007
119000,59500.0,-35.246246337890625,20522.80633280324,20487.56008646535,10584771.50357123
120000,60000.0,-35.246246337890625,20522.806332542146,20487.560086204256,10584771.503436571
121000,60500.0,-35.246246337890625,20522.80633228393,20487.56008594604,10584771.503303394
