step,time_fs,E_pot_eV,E_kin_eV,E_tot_eV,T_K
0,0.0,-68.11509704589844,0.7802276914959263,-67.33486935440251,402.4075314711213
1000,500.0,-67.67862701416016,0.3511223945519401,-67.32750461960822,181.0936699323918
2000,1000.0,-67.73516845703125,0.40481010931976413,-67.33035834771148,208.78345972775762
3000,1500.0,-35.24798583984375,1661286.2890008932,1661251.0410150534,856819261.749004
4000,2000.0,-35.246971130371094,1661286.2879851556,1661251.0410140252,856819261.2251307
5000,2500.0,-35.2466926574707,1661286.2877103572,1661251.0410176998,856819261.0834016
6000,3000.0,-35.24656677246094,1661286.2875824408,1661251.0410156683,856819261.0174279
7000,3500.0,-35.24649429321289,1661286.2875084828,1661251.0410141896,856819260.9792836
8000,4000.0,-35.24644470214844,1661286.287460266,1661251.0410155638,856819260.9544154
9000,4500.0,-35.24641036987305,1661286.287426382,1661251.0410160122,856819260.9369396
10000,5000.0,-35.24638366699219,1661286.2874012867,1661251.0410176197,856819260.9239964
11000,5500.0,-35.24636459350586,1661286.287381856,1661251.0410172625,856819260.913975
12000,6000.0,-35.2463493347168,1661286.2873664259,1661251.0410170911,856819260.9060167
13000,6500.0,-35.246337890625,1661286.287353882,1661251.0410159915,856819260.8995472
14000,7000.0,-35.2463264465332,1661286.2873433435,1661251.041016897,856819260.8941119
15000,7500.0,-35.24631881713867,1661286.2873346652,1661251.041015848,856819260.889636
16000,8000.0,-35.24631118774414,1661286.287327061,1661251.0410158732,856819260.885714
17000,8500.0,-35.24630355834961,1661286.2873205445,1661251.0410169861,856819260.8823532
18000,9000.0,-35.246299743652344,1661286.2873148448,1661251.0410151011,856819260.8794135
19000,9500.0,-35.24629592895508,1661286.287309904,1661251.041013975,856819260.8768651
20000,10000.0,-35.24628829956055,1661286.287305425,1661251.0410171254,856819260.8745551
21000,10500.0,-35.24628448486328,1661286.2873015925,1661251.0410171077,856819260.8725785
22000,11000.0,-35.246280670166016,1661286.2872981306,1661251.0410174604,856819260.870793
23000,11500.0,-35.246280670166016,1661286.2872949275,1661251.0410142574,856819260.869141
24000,12000.0,-35.24627685546875,1661286.2872919792,1661251.0410151237,856819260.8676205
25000,12500.0,-35.246273040771484,1661286.2872892425,1661251.0410162017,856819260.8662089
26000,13000.0,-35.24626922607422,1661286.2872866844,1661251.0410174583,856819260.8648896
27000,13500.0,-35.24626922607422,1661286.2872842874,1661251.0410150613,856819260.8636533
28000,14000.0,-35.24626541137695,1661286.2872820278,1661251.0410166164,856819260.8624879
29000,14500.0,-35.24626541137695,1661286.287279945,1661251.0410145337,856819260.8614137
30000,15000.0,-35.24626159667969,1661286.287278224,1661251.0410166273,856819260.8605261
31000,15500.0,-35.24626159667969,1661286.2872766224,1661251.0410150257,856819260.8597001
32000,16000.0,-35.24626159667969,1661286.2872751043,1661251.0410135076,856819260.8589171
33000,16500.0,-35.24625778198242,1661286.2872736596,1661251.0410158776,856819260.8581719
34000,17000.0,-35.24625778198242,1661286.2872724945,1661251.0410147125,856819260.8575711
35000,17500.0,-35.24625778198242,1661286.287271481,1661251.041013699,856819260.8570484
36000,18000.0,-35.246253967285156,1661286.2872705236,1661251.0410165563,856819260.8565545
37000,18500.0,-35.246253967285156,1661286.2872696177,1661251.0410156504,856819260.8560873
38000,19000.0,-35.246253967285156,1661286.2872687592,1661251.041014792,856819260.8556446
39000,19500.0,-35.24625015258789,1661286.287267945,1661251.0410177924,856819260.8552246
40000,20000.0,-35.24625015258789,1661286.2872671704,1661251.0410170178,856819260.8548251
41000,20500.0,-35.24625015258789,1661286.2872664328,1661251.0410162802,856819260.8544446
42000,21000.0,-35.24625015258789,1661286.287265729,1661251.0410155763,856819260.8540816
43000,21500.0,-35.246246337890625,1661286.287265057,1661251.041018719,856819260.8537351
44000,22000.0,-35.246246337890625,1661286.2872644127,1661251.0410180748,856819260.8534029
45000,22500.0,-35.246246337890625,1661286.2872638039,1661251.041017466,856819260.8530889
46000,23000.0,-35.246246337890625,1661286.287263223,1661251.041016885,856819260.8527892
47000,23500.0,-35.246246337890625,1661286.2872626663,1661251.0410163284,856819260.8525021
48000,24000.0,-35.246246337890625,1661286.2872621322,1661251.0410157943,856819260.8522266
49000,24500.0,-35.24624252319336,1661286.2872616183,1661251.041019095,856819260.8519616
50000,25000.0,-35.24624252319336,1661286.2872611498,1661251.0410186267,856819260.85172
51000,25500.0,-35.24624252319336,1661286.2872607245,1661251.0410182013,856819260.8515006
52000,26000.0,-35.24624252319336,1661286.287260316,1661251.041017793,856819260.85129
53000,26500.0,-35.24624252319336,1661286.2872599235,1661251.0410174003,856819260.8510875
54000,27000.0,-35.24624252319336,1661286.287259546,1661251.041017023,856819260.8508928
55000,27500.0,-35.24624252319336,1661286.287259182,1661251.0410166588,856819260.850705
56000,28000.0,-35.246238708496094,1661286.2872588322,1661251.0410201238,856819260.8505247
57000,28500.0,-35.246238708496094,1661286.2872584942,1661251.0410197857,856819260.8503503
58000,29000.0,-35.246238708496094,1661286.2872581703,1661251.0410194618,856819260.8501832
59000,29500.0,-35.246238708496094,1661286.287257856,1661251.0410191475,856819260.8500211
60000,30000.0,-35.246238708496094,1661286.2872575526,1661251.0410188441,856819260.8498647
61000,30500.0,-35.246238708496094,1661286.2872572604,1661251.041018552,856819260.8497139
62000,31000.0,-35.246238708496094,1661286.287256977,1661251.0410182686,856819260.8495679
63000,31500.0,-35.246238708496094,1661286.2872567044,1661251.041017996,856819260.8494272
64000,32000.0,-35.246238708496094,1661286.2872564388,1661251.0410177303,856819260.8492903
65000,32500.0,-35.24623489379883,1661286.2872561833,1661251.0410212895,856819260.8491585
66000,33000.0,-35.24623489379883,1661286.2872559344,1661251.0410210406,856819260.8490301
67000,33500.0,-35.24623489379883,1661286.2872556949,1661251.041020801,856819260.8489065
68000,34000.0,-35.24623489379883,1661286.2872554604,1661251.0410205666,856819260.8487856
69000,34500.0,-35.24623489379883,1661286.2872552348,1661251.041020341,856819260.8486693
70000,35000.0,-35.24623489379883,1661286.2872550157,1661251.041020122,856819260.8485563
71000,35500.0,-35.24623489379883,1661286.2872548013,1661251.0410199075,856819260.8484457
72000,36000.0,-35.24623489379883,1661286.2872545954,1661251.0410197016,856819260.8483394
73000,36500.0,-35.24623489379883,1661286.2872543943,1661251.0410195005,856819260.8482357
74000,37000.0,-35.24623489379883,1661286.2872541985,1661251.0410193047,856819260.8481348
75000,37500.0,-35.24623489379883,1661286.2872540085,1661251.0410191147,856819260.8480368
76000,38000.0,-35.24623489379883,1661286.2872538243,1661251.0410189305,856819260.8479418
77000,38500.0,-35.24623489379883,1661286.2872536422,1661251.0410187484,856819260.8478478
78000,39000.0,-35.24623489379883,1661286.287253468,1661251.0410185743,856819260.847758
79000,39500.0,-35.24623107910156,1661286.287253298,1661251.041022219,856819260.8476704
80000,40000.0,-35.24623107910156,1661286.2872531319,1661251.0410220528,856819260.8475846
