,E,F,R,phi,fn,EF
0,-51.97850799560547,"[[-0.00114287  0.00022803 -0.00054033]
 [ 0.00192887  0.00149033 -0.00183665]
 [-0.00152584 -0.00159374  0.00446752]
 [ 0.00073983 -0.00012462 -0.00209054]]","[[-0.26396558 -0.02625211  0.01190253]
 [ 0.29084084  0.03146213  1.38276318]
 [ 0.52057463  0.64108033  0.31466485]
 [-0.55705814  0.6765226   1.25060697]]",91.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
1,-52.149879455566406,"[[-0.00123503  0.00089389  0.00110219]
 [ 0.00102832  0.00013851  0.00020817]
 [-0.00052425 -0.00014903  0.00152339]
 [ 0.00073097 -0.00088337 -0.00283375]]","[[-0.2661319  -0.0230176   0.01308673]
 [ 0.29354437  0.03377947  1.38200475]
 [ 0.52467533  0.63758731  0.31429433]
 [-0.56032825  0.67121802  1.25133492]]",92.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
2,-52.26084899902344,"[[ 0.00082953 -0.00087068 -0.00145538]
 [-0.00025038  0.00052065 -0.00106675]
 [-0.00012096 -0.00054737  0.00036726]
 [-0.00045819  0.0008974   0.00215487]]","[[-0.26832776 -0.02066112  0.0141663 ]
 [ 0.29597201  0.0354948   1.3812114 ]
 [ 0.52867106  0.6331788   0.31381142]
 [-0.56369047  0.6654237   1.25209538]]",93.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
3,-52.379913330078125,"[[-0.00108226  0.00149938  0.00286762]
 [-0.00026227 -0.00149836  0.00264844]
 [ 0.0007998   0.00156828 -0.0023529 ]
 [ 0.00054473 -0.0015693  -0.00316316]]","[[-0.27069655 -0.01923777  0.01520598]
 [ 0.29823051  0.0365727   1.38034597]
 [ 0.53248932  0.62770244  0.31330287]
 [-0.56706813  0.65901802  1.25259217]]",94.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
4,-52.50510787963867,"[[-0.00085022  0.00022663 -0.00022561]
 [ 0.00132073  0.00095036 -0.00116792]
 [-0.00105386 -0.00099833  0.00297616]
 [ 0.00058336 -0.00017867 -0.00158263]]","[[-0.2729953  -0.01819931  0.01618279]
 [ 0.30025331  0.03734748  1.37952449]
 [ 0.5362961   0.6218916   0.31254746]
 [-0.57050701  0.65243057  1.2532304 ]]",95.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
5,-52.616477966308594,"[[ 2.1370928e-04 -8.5217308e-04 -2.0414847e-03]
 [ 9.4354781e-04  1.5338316e-03 -2.4480408e-03]
 [-1.1494377e-03 -1.5891262e-03  3.3131298e-03]
 [-7.8193671e-06  9.0746779e-04  1.1763958e-03]]","[[-0.27536092 -0.01740626  0.01716906]
 [ 0.30221034  0.03791746  1.3786942 ]
 [ 0.53999306  0.61571918  0.31187396]
 [-0.57390466  0.64562784  1.25374808]]",96.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
6,-52.7246208190918,"[[ 5.9908530e-04 -4.6506434e-04 -6.5919256e-04]
 [-4.3588373e-04  1.8637473e-05 -2.3598164e-04]
 [ 2.0408063e-04 -1.2629920e-05 -5.1870686e-04]
 [-3.6728216e-04  4.5905678e-04  1.4138811e-03]]","[[-0.27772701 -0.01673614  0.01809579]
 [ 0.30406491  0.03842706  1.37782929]
 [ 0.54362037  0.609332    0.31123077]
 [-0.57728172  0.63879983  1.25421052]]",97.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
7,-52.82783889770508,"[[ 9.0620382e-04 -1.0258577e-04  5.9114059e-04]
 [-1.6168369e-03 -1.2956058e-03  1.7281296e-03]
 [ 1.3942280e-03  1.3391111e-03 -3.8511502e-03]
 [-6.8359484e-04  5.9080394e-05  1.5318800e-03]]","[[-0.2800598  -0.01631715  0.01893595]
 [ 0.30584456  0.03878275  1.37690505]
 [ 0.54713697  0.6026541   0.31069103]
 [-0.58066799  0.63180384  1.25474763]]",98.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
8,-52.95024108886719,"[[-0.00146275  0.00065709  0.00036934]
 [ 0.00181849  0.0009933  -0.00107189]
 [-0.00137247 -0.00103247  0.00367422]
 [ 0.00101673 -0.00061793 -0.00297167]]","[[-0.28247954 -0.01643817  0.01975874]
 [ 0.30755224  0.03867822  1.37593892]
 [ 0.55062438  0.59538255  0.30978325]
 [-0.58393094  0.624518    1.25531372]]",99.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
9,-53.06199645996094,"[[-6.0105801e-04  3.8889292e-04  4.7774744e-04]
 [ 5.5551296e-04  1.4312602e-04 -1.9497944e-05]
 [-3.5049018e-04 -1.5456385e-04  8.8798179e-04]
 [ 3.9603529e-04 -3.7745509e-04 -1.3462313e-03]]","[[-0.28475821 -0.01600666  0.02057731]
 [ 0.30925178  0.03901514  1.3750236 ]
 [ 0.5540405   0.5886341   0.30924188]
 [-0.58721271  0.61749406  1.25579908]]",100.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
