,E,F,R,phi,fn,EF
0,-11.463327407836914,"[[-0.00095066  0.00212187  0.00262676]
 [ 0.00051174 -0.00240418  0.00261818]
 [-0.00031801  0.00040777 -0.00119504]
 [ 0.00075693 -0.00012547 -0.0040499 ]]","[[-0.01443343 -0.02280883 -0.00352923]
 [ 0.01461132 -0.01622863  1.47617111]
 [ 0.73710018  0.71541596 -0.21022305]
 [-0.73873848  0.71555955  1.69854713]]",91.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
1,-11.468111038208008,"[[ 0.00195627 -0.00038046 -0.00090557]
 [-0.00184002  0.00112685 -0.00083011]
 [ 0.00146178 -0.00045453 -0.00297575]
 [-0.00157803 -0.00029186  0.00471143]]","[[-0.01585634 -0.02235691 -0.00318993]
 [ 0.01595537 -0.01631402  1.4764558 ]
 [ 0.741997    0.70923638 -0.21038675]
 [-0.74357343  0.70927517  1.6981251 ]]",92.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
2,-11.467230796813965,"[[ 9.9586009e-04  1.7326724e-03  1.7373186e-03]
 [-1.2861423e-03 -1.2796537e-03  1.8029299e-03]
 [ 1.1019298e-03 -5.6988127e-05 -4.1224961e-03]
 [-8.1164762e-04 -3.9603061e-04  5.8224751e-04]]","[[-0.01705858 -0.02225921 -0.00331843]
 [ 0.01714969 -0.01594695  1.47627271]
 [ 0.74686991  0.70286324 -0.21095186]
 [-0.7484505   0.70289733  1.69902862]]",93.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
3,-11.471847534179688,"[[ 2.6695413e-04 -1.2769433e-03 -1.5294022e-03]
 [-4.5894911e-05  1.3289708e-03 -1.5324390e-03]
 [-1.6698470e-05 -1.6351519e-04  1.2585205e-03]
 [-2.0436074e-04  1.1148771e-04  1.8033207e-03]]","[[-0.0183174  -0.02194204 -0.00318508]
 [ 0.01836637 -0.01581383  1.47634753]
 [ 0.75167803  0.69646308 -0.21175658]
 [-0.75321293  0.69643762  1.69965051]]",94.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
4,-11.474609375,"[[ 0.00038602  0.00233282  0.00259885]
 [-0.00075434 -0.00210394  0.00264898]
 [ 0.00069673  0.00011315 -0.00382977]
 [-0.00032841 -0.00034203 -0.00141806]]","[[-0.01969296 -0.02196371 -0.00341682]
 [ 0.01975371 -0.01538928  1.47604279]
 [ 0.75630427  0.69002512 -0.21174631]
 [-0.75785113  0.69000936  1.70019545]]",95.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
5,-11.474939346313477,"[[ 0.00096529  0.00094976  0.00087189]
 [-0.00109561 -0.0005648   0.00093704]
 [ 0.00090171 -0.00011589 -0.00295695]
 [-0.00077139 -0.00026906  0.00114802]]","[[-0.02105765 -0.02161621 -0.00322776]
 [ 0.02107221 -0.01531154  1.47615905]
 [ 0.7609134   0.68353551 -0.21247232]
 [-0.76240543  0.68345357  1.70063855]]",96.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
6,-11.476966857910156,"[[ 8.81459448e-04  2.74760649e-04  1.10784495e-04]
 [-9.10444825e-04  5.07072327e-05  1.65979654e-04]
 [ 7.24336191e-04 -1.50077511e-04 -1.89103512e-03]
 [-6.95350755e-04 -1.75390363e-04  1.61427096e-03]]","[[-0.02239978 -0.02137859 -0.0031744 ]
 [ 0.0223821  -0.01510389  1.47613463]
 [ 0.7654432   0.67696626 -0.2132193 ]
 [-0.76690224  0.67684723  1.70137858]]",97.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
7,-11.482053756713867,"[[ 6.4409460e-04  1.8418138e-03  2.0107205e-03]
 [-8.7778660e-04 -1.5589858e-03  2.0743993e-03]
 [ 7.5798552e-04  1.2285611e-05 -3.5715525e-03]
 [-5.2429351e-04 -2.9511357e-04 -5.1356747e-04]]","[[-0.02383409 -0.02122449 -0.00319782]
 [ 0.02379055 -0.01483895  1.47602195]
 [ 0.76983772  0.67036051 -0.21366445]
 [-0.77127892  0.67022131  1.70198197]]",98.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
8,-11.481454849243164,"[[-2.1178588e-04  1.7157800e-03  2.0782538e-03]
 [ 6.9467415e-06 -1.7409546e-03  2.0859304e-03]
 [ 6.2296822e-05  1.5918021e-04 -1.9289550e-03]
 [ 1.4254231e-04 -1.3400560e-04 -2.2352294e-03]]","[[-0.02517335 -0.02103167 -0.00321277]
 [ 0.02510823 -0.0145651   1.47591872]
 [ 0.77422547  0.66367021 -0.21450833]
 [-0.77562581  0.66350676  1.70295288]]",99.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
9,-11.48564338684082,"[[ 0.00168052 -0.00084327 -0.00140209]
 [-0.00158197  0.00139386 -0.00129368]
 [ 0.00119021 -0.00036265 -0.00172765]
 [-0.00128875 -0.00018793  0.00442342]]","[[-0.02672159 -0.02064233 -0.00294353]
 [ 0.02660752 -0.01454411  1.47608278]
 [ 0.7784339   0.65699605 -0.21515051]
 [-0.77978172  0.65677182  1.70317803]]",100.655826192649,hper_a.xyz,"[-0.01, -0.01, -0.01]"
