,E,F,R,phi
99,-11.616615295410156,"[[-1.1597942e-03  2.0629866e-05  6.2165112e-05]
 [ 1.1597734e-03  2.0613044e-05 -6.2277941e-05]
 [-8.5918460e-04 -2.0622141e-05  1.6504673e-03]
 [ 8.5920526e-04 -2.0620770e-05 -1.6503545e-03]]","[[-3.96434388e-02  3.40795355e-02  1.06262621e-03]
 [ 3.96434253e-02  3.40795267e-02  1.47893731e+00]
 [ 1.01023041e+00 -6.46951743e-02 -2.00206853e-01]
 [-1.01023040e+00 -6.46951732e-02  1.68020691e+00]]",190.655826192649
100,-11.61845874786377,"[[-1.9179299e-03  3.7378173e-05  1.0063120e-04]
 [ 1.9179258e-03  3.7374528e-05 -1.0065358e-04]
 [-1.4235739e-03 -3.7376496e-05  2.7300892e-03]
 [ 1.4235780e-03 -3.7376205e-05 -2.7300669e-03]]","[[-3.87778107e-02  3.46424396e-02  1.01672888e-03]
 [ 3.87778117e-02  3.46424414e-02  1.47898328e+00]
 [ 1.01036849e+00 -7.33666683e-02 -1.99300543e-01]
 [-1.01036850e+00 -7.33666680e-02  1.67930053e+00]]",191.655826192649
101,-11.618234634399414,"[[-5.6007906e-04  1.1854841e-05  2.8821409e-05]
 [ 5.6008715e-04  1.1862758e-05 -2.8776594e-05]
 [-4.1658149e-04 -1.1858482e-05  7.9761306e-04]
 [ 4.1657346e-04 -1.1859118e-05 -7.9765788e-04]]","[[-3.79999756e-02  3.52022538e-02  9.76315560e-04]
 [ 3.79999740e-02  3.52022536e-02  1.47902368e+00]
 [ 1.01035021e+00 -8.20351791e-02 -1.98317993e-01]
 [-1.01035021e+00 -8.20351788e-02  1.67831800e+00]]",192.655826192649
102,-11.619292259216309,"[[-3.2032770e-04  7.3625793e-06  1.5953236e-05]
 [ 3.2026207e-04  7.2920343e-06 -1.6323922e-05]
 [-2.3864108e-04 -7.3301130e-06  4.5659099e-04]
 [ 2.3870669e-04 -7.3245005e-06 -4.5622032e-04]]","[[-3.72388620e-02  3.57592126e-02  9.37580229e-04]
 [ 3.72388633e-02  3.57592148e-02  1.47906243e+00]
 [ 1.01021012e+00 -9.06956195e-02 -1.97457875e-01]
 [-1.01021012e+00 -9.06956191e-02  1.67745787e+00]]",193.655826192649
103,-11.619075775146484,"[[ 8.0128870e-04 -1.9696205e-05 -3.9637842e-05]
 [-8.0131140e-04 -1.9722742e-05  3.9507711e-05]
 [ 5.9813878e-04  1.9708426e-05 -1.1425219e-03]
 [-5.9811602e-04  1.9710520e-05  1.1426520e-03]]","[[-3.65009447e-02  3.63124568e-02  9.00763420e-04]
 [ 3.65009436e-02  3.63124570e-02  1.47909924e+00]
 [ 1.00994583e+00 -9.93482828e-02 -1.96700483e-01]
 [-1.00994583e+00 -9.93482824e-02  1.67670048e+00]]",194.655826192649
104,-11.618692398071289,"[[ 1.0125118e-03 -2.6650765e-05 -4.8927686e-05]
 [-1.0124594e-03 -2.6584470e-05  4.9232567e-05]
 [ 7.5716875e-04  2.6620201e-05 -1.4450906e-03]
 [-7.5722113e-04  2.6615033e-05  1.4447857e-03]]","[[-3.58293458e-02  3.68648357e-02  8.67897454e-04]
 [ 3.58293435e-02  3.68648341e-02  1.47913209e+00]
 [ 1.00955081e+00 -1.07994185e-01 -1.95847965e-01]
 [-1.00955081e+00 -1.07994185e-01  1.67584797e+00]]",195.655826192649
105,-11.61859130859375,"[[ 1.0574826e-04 -2.9365608e-06 -5.1602574e-06]
 [-1.0579442e-04 -2.9994551e-06  4.8879506e-06]
 [ 7.9232224e-05  2.9655789e-06 -1.5094047e-04]
 [-7.9186066e-05  2.9704370e-06  1.5121278e-04]]","[[-3.51101729e-02  3.74133320e-02  8.33391654e-04]
 [ 3.51101726e-02  3.74133333e-02  1.47916661e+00]
 [ 1.00906126e+00 -1.16624617e-01 -1.95327956e-01]
 [-1.00906126e+00 -1.16624617e-01  1.67532795e+00]]",196.655826192649
106,-11.620586395263672,"[[ 7.4843789e-04 -2.2301234e-05 -3.4851393e-05]
 [-7.4841763e-04 -2.2271584e-05  3.4972727e-05]
 [ 5.6141842e-04  2.2287541e-05 -1.0701910e-03]
 [-5.6143862e-04  2.2285280e-05  1.0700697e-03]]","[[-3.44814342e-02  3.79604255e-02  8.03795012e-04]
 [ 3.44814336e-02  3.79604262e-02  1.47919621e+00]
 [ 1.00843534e+00 -1.25250173e-01 -1.94613321e-01]
 [-1.00843534e+00 -1.25250173e-01  1.67461332e+00]]",197.655826192649
107,-11.620458602905273,"[[ 7.7247462e-04 -2.4369307e-05 -3.5324883e-05]
 [-7.7245967e-04 -2.4345876e-05  3.5415807e-05]
 [ 5.8030651e-04  2.4358473e-05 -1.1057915e-03]
 [-5.8032142e-04  2.4356708e-05  1.1057006e-03]]","[[-3.38482498e-02  3.85055391e-02  7.74536632e-04]
 [ 3.38482515e-02  3.85055437e-02  1.47922548e+00]
 [ 1.00770555e+00 -1.33861196e-01 -1.94049337e-01]
 [-1.00770555e+00 -1.33861196e-01  1.67404932e+00]]",198.655826192649
108,-11.621135711669922,"[[ 5.1788526e-04 -1.7260101e-05 -2.3238936e-05]
 [-5.1787245e-04 -1.7238643e-05  2.3318124e-05]
 [ 3.8957881e-04  1.7250170e-05 -7.4226363e-04]
 [-3.8959159e-04  1.7248574e-05  7.4218446e-04]]","[[-3.32292701e-02  3.90481906e-02  7.46446800e-04]
 [ 3.32292689e-02  3.90481909e-02  1.47925355e+00]
 [ 1.00686641e+00 -1.42459177e-01 -1.93565139e-01]
 [-1.00686641e+00 -1.42459177e-01  1.67356514e+00]]",199.655826192649
109,-11.621931076049805,"[[-2.5109090e-03  8.8451343e-05  1.1048309e-04]
 [ 2.5108967e-03  8.8429188e-05 -1.1056103e-04]
 [-1.8901007e-03 -8.8441084e-05  3.6029972e-03]
 [ 1.8901130e-03 -8.8439454e-05 -3.6029192e-03]]","[[-3.25409685e-02  3.95867788e-02  7.15825423e-04]
 [ 3.25409667e-02  3.95867777e-02  1.47928417e+00]
 [ 1.00593528e+00 -1.51032581e-01 -1.93532162e-01]
 [-1.00593528e+00 -1.51032580e-01  1.67353217e+00]]",200.655826192649
110,-11.62341022491455,"[[-2.1154922e-03  7.8281228e-05  9.1484289e-05]
 [ 2.1154806e-03  7.8259116e-05 -9.1558664e-05]
 [-1.5947106e-03 -7.8270976e-05  3.0400830e-03]
 [ 1.5947222e-03 -7.8269368e-05 -3.0400087e-03]]","[[-3.19844182e-02  4.01268319e-02  6.91544059e-04]
 [ 3.19844182e-02  4.01268339e-02  1.47930846e+00]
 [ 1.00487400e+00 -1.59604306e-01 -1.93042906e-01]
 [-1.00487400e+00 -1.59604306e-01  1.67304290e+00]]",201.655826192649
111,-11.622479438781738,"[[-9.2222902e-04  3.5794445e-05  3.9166564e-05]
 [ 9.2221075e-04  3.5757417e-05 -3.9285856e-05]
 [-6.9610932e-04 -3.5777251e-05  1.3274259e-03]
 [ 6.9612759e-04 -3.5774610e-05 -1.3273066e-03]]","[[-3.14471353e-02  4.06632564e-02  6.68493412e-04]
 [ 3.14471346e-02  4.06632572e-02  1.47933151e+00]
 [ 1.00370026e+00 -1.68162294e-01 -1.92625832e-01]
 [-1.00370027e+00 -1.68162293e-01  1.67262583e+00]]",202.655826192649
112,-11.43144702911377,"[[-3.1253273e-04 -1.8270857e-04 -1.3395380e-05]
 [ 3.1251198e-04 -1.8282855e-04  1.3527585e-05]
 [-3.5292839e-04  1.8279000e-04  1.4799815e-03]
 [ 3.5294914e-04  1.8274711e-04 -1.4801136e-03]]","[[ 3.18449812e-02 -3.03517551e-02  6.85525733e-04]
 [-3.18449832e-02 -3.03517616e-02  1.47931448e+00]
 [ 3.87945424e-01  9.55561132e-01 -2.30980612e-01]
 [-3.87945423e-01  9.55561130e-01  1.71098061e+00]]",398.655826192649
113,-11.435120582580566,"[[-1.11295420e-04 -6.29093047e-05 -4.64077448e-06]
 [ 1.11283334e-04 -6.29785209e-05  4.71707017e-06]
 [-1.24506041e-04  6.29562201e-05  5.13300998e-04]
 [ 1.24518119e-04  6.29316055e-05 -5.13377308e-04]]","[[ 3.10842470e-02 -3.02401815e-02  6.53146423e-04]
 [-3.10842478e-02 -3.02401811e-02  1.47934685e+00]
 [ 3.95604780e-01  9.53062380e-01 -2.29002680e-01]
 [-3.95604780e-01  9.53062381e-01  1.70900268e+00]]",399.655826192649
114,-11.440775871276855,"[[-1.6823038e-04 -9.4292598e-05 -9.0561680e-06]
 [ 1.6891588e-04 -9.0409259e-05  4.7720878e-06]
 [-1.8724169e-04  9.1664020e-05  7.6006085e-04]
 [ 1.8655619e-04  9.3037845e-05 -7.5577677e-04]]","[[ 3.03261934e-02 -3.01207743e-02  6.20773568e-04]
 [-3.03259132e-02 -3.01191632e-02  1.47937745e+00]
 [ 4.03243203e-01  9.50446555e-01 -2.27242258e-01]
 [-4.03243489e-01  9.50447128e-01  1.70724403e+00]]",400.655826192649
115,-11.445558547973633,"[[-7.6172344e-04 -4.0499851e-04 -3.0405959e-05]
 [ 7.6170289e-04 -4.0511432e-04  3.0533629e-05]
 [-8.3708140e-04  4.0507672e-04  3.3407067e-03]
 [ 8.3710195e-04  4.0503612e-04 -3.3408343e-03]]","[[ 2.95775786e-02 -2.99881995e-02  5.91338184e-04]
 [-2.95775789e-02 -2.99881967e-02  1.47940866e+00]
 [ 4.10863118e-01  9.47692554e-01 -2.25821172e-01]
 [-4.10863119e-01  9.47692557e-01  1.70582118e+00]]",401.655826192649
116,-11.45200252532959,"[[ 1.3574105e-04  6.9786278e-05  5.2816908e-06]
 [-1.3574099e-04  6.9786627e-05 -5.2820824e-06]
 [ 1.4792471e-04 -6.9786511e-05 -5.8085617e-04]
 [-1.4792477e-04 -6.9786387e-05  5.8085658e-04]]","[[ 2.87727346e-02 -2.98761228e-02  5.59583497e-04]
 [-2.87727354e-02 -2.98761231e-02  1.47944042e+00]
 [ 4.18431474e-01  9.45043444e-01 -2.23491408e-01]
 [-4.18431475e-01  9.45043446e-01  1.70349141e+00]]",402.655826192649
117,-11.456324577331543,"[[-2.01262359e-04 -1.04366933e-04 -1.16351002e-05]
 [ 2.02569136e-04 -9.71380141e-05  3.65465735e-06]
 [-2.18880057e-04  9.94992806e-05  8.47747782e-04]
 [ 2.17573281e-04  1.02005666e-04 -8.39767337e-04]]","[[ 2.79976178e-02 -2.97432635e-02  5.29828690e-04]
 [-2.79976184e-02 -2.97432626e-02  1.47947017e+00]
 [ 4.25989110e-01  9.42182498e-01 -2.21875264e-01]
 [-4.25989112e-01  9.42182501e-01  1.70187527e+00]]",403.655826192649
118,-11.46399974822998,"[[ 5.9174828e-05  2.8474047e-05  2.0023651e-06]
 [-5.9117596e-05  2.8788259e-05 -2.3493938e-06]
 [ 6.3386164e-05 -2.8685250e-05 -2.4129970e-04]
 [-6.3443396e-05 -2.8577057e-05  2.4164672e-04]]","[[ 2.72048243e-02 -2.96118508e-02  5.00236155e-04]
 [-2.72048244e-02 -2.96118470e-02  1.47949976e+00]
 [ 4.33512812e-01  9.39281591e-01 -2.20090458e-01]
 [-4.33512815e-01  9.39281596e-01  1.70009046e+00]]",404.655826192649
119,-11.46933650970459,"[[ 7.9574587e-05  3.7184622e-05  2.6299135e-06]
 [-7.9504811e-05  3.7565114e-05 -3.0503074e-06]
 [ 8.4584237e-05 -3.7439888e-05 -3.1722715e-04]
 [-8.4654013e-05 -3.7309845e-05  3.1764756e-04]]","[[ 2.64062284e-02 -2.94763202e-02  4.71272445e-04]
 [-2.64062235e-02 -2.94762859e-02  1.47952869e+00]
 [ 4.41007159e-01  9.36298799e-01 -2.18356135e-01]
 [-4.41007167e-01  9.36298811e-01  1.69835617e+00]]",405.655826192649
120,-11.475907325744629,"[[ 1.3825003e-04  6.3085150e-05  4.7645617e-06]
 [-1.3824279e-04  6.3124367e-05 -4.8079205e-06]
 [ 1.4596044e-04 -6.3111409e-05 -5.3960760e-04]
 [-1.4596767e-04 -6.3098109e-05  5.3965097e-04]]","[[ 2.56042634e-02 -2.93360236e-02  4.43096378e-04]
 [-2.56042661e-02 -2.93360335e-02  1.47955691e+00]
 [ 4.48472355e-01  9.33227410e-01 -2.16709292e-01]
 [-4.48472354e-01  9.33227407e-01  1.69670928e+00]]",406.655826192649
121,-11.47896957397461,"[[-2.36078868e-05 -1.04169521e-05 -7.34589776e-07]
 [ 2.35888965e-05 -1.05192275e-05  8.47686636e-07]
 [-2.47230291e-05  1.04852870e-05  9.00808154e-05]
 [ 2.47420176e-05  1.04508927e-05 -9.01939129e-05]]","[[ 2.47946373e-02 -2.91926981e-02  4.15504245e-04]
 [-2.47946382e-02 -2.91926975e-02  1.47958450e+00]
 [ 4.55905668e-01  9.30081162e-01 -2.15079012e-01]
 [-4.55905669e-01  9.30081163e-01  1.69507901e+00]]",407.655826192649
122,-11.484672546386719,"[[-6.5655135e-05 -2.8352270e-05 -2.1655687e-06]
 [ 6.5667547e-05 -2.8285785e-05  2.0920149e-06]
 [-6.8329595e-05  2.8307944e-05  2.4557713e-04]
 [ 6.8317182e-05  2.8330111e-05 -2.4550356e-04]]","[[ 2.39787787e-02 -2.90458901e-02  3.88597873e-04]
 [-2.39787777e-02 -2.90458801e-02  1.47961139e+00]
 [ 4.63306861e-01  9.26855843e-01 -2.13489075e-01]
 [-4.63306863e-01  9.26855847e-01  1.69348909e+00]]",408.655826192649
123,-11.490272521972656,"[[-6.5757349e-06 -2.7572371e-06 -2.0612748e-07]
 [ 6.5758441e-06 -2.7566548e-06  2.0548303e-07]
 [-6.7947067e-06  2.7568497e-06  2.4084486e-05]
 [ 6.7945975e-06  2.7570422e-06 -2.4083842e-05]]","[[ 2.31487575e-02 -2.88988524e-02  3.62159559e-04]
 [-2.31487581e-02 -2.88988524e-02  1.47963784e+00]
 [ 4.70672273e-01  9.23573027e-01 -2.11819293e-01]
 [-4.70672274e-01  9.23573027e-01  1.69181929e+00]]",409.655826192649
124,-11.49489688873291,"[[-9.98081887e-05 -4.07890911e-05 -3.06580000e-06]
 [ 9.98262185e-05 -4.06934159e-05  2.95986251e-06]
 [-1.02441336e-04  4.07255975e-05  3.58308025e-04]
 [ 1.02423313e-04  4.07569096e-05 -3.58202087e-04]]","[[ 2.23256124e-02 -2.87435011e-02  3.36855351e-04]
 [-2.23256132e-02 -2.87435004e-02  1.47966314e+00]
 [ 4.78008556e-01  9.20176085e-01 -2.10389554e-01]
 [-4.78008557e-01  9.20176086e-01  1.69038956e+00]]",410.655826192649
125,-11.50129222869873,"[[-3.8566531e-04 -1.5332890e-04 -1.1132719e-05]
 [ 3.8563833e-04 -1.5347176e-04  1.1290938e-05]
 [-3.9307811e-04  1.5342346e-04  1.3569710e-03]
 [ 3.9310512e-04  1.5337722e-04 -1.3571292e-03]]","[[ 2.15044991e-02 -2.85816063e-02  3.12526972e-04]
 [-2.15044998e-02 -2.85816046e-02  1.47968747e+00]
 [ 4.85312592e-01  9.16681115e-01 -2.09118577e-01]
 [-4.85312592e-01  9.16681116e-01  1.68911858e+00]]",411.655826192649
126,-11.505931854248047,"[[ 7.9486526e-05  3.0698931e-05  2.1482294e-06]
 [-7.9462348e-05  3.0826399e-05 -2.2894999e-06]
 [ 8.0468199e-05 -3.0783103e-05 -2.7418672e-04]
 [-8.0492377e-05 -3.0742227e-05  2.7432799e-04]]","[[ 2.06521781e-02 -2.84259097e-02  2.88239640e-04]
 [-2.06521787e-02 -2.84259087e-02  1.47971176e+00]
 [ 4.92572526e-01  9.13170039e-01 -2.07531877e-01]
 [-4.92572527e-01  9.13170039e-01  1.68753188e+00]]",412.655826192649
127,-11.511094093322754,"[[ 6.83763064e-05  1.20076169e-04  9.98603864e-05]
 [-1.01862475e-04 -5.59145083e-05  9.53059862e-05]
 [ 1.02392441e-04 -4.15008572e-06 -3.85775405e-04]
 [-6.89062726e-05 -6.00115782e-05  1.90609033e-04]]","[[ 1.97968687e-02 -2.82718209e-02  2.58757127e-04]
 [-1.97948585e-02 -2.82607587e-02  1.47972910e+00]
 [ 4.99795715e-01  9.09571717e-01 -2.06021520e-01]
 [-4.99797869e-01  9.09575291e-01  1.68603373e+00]]",413.655826192649
128,-11.51735782623291,"[[ 3.4229786e-04  1.2583545e-04  8.7402013e-06]
 [-3.4228739e-04  1.2589047e-04 -8.8012412e-06]
 [ 3.4222909e-04 -1.2587158e-04 -1.1375549e-03]
 [-3.4223957e-04 -1.2585432e-04  1.1376159e-03]]","[[ 1.89551385e-02 -2.80957651e-02  2.42807330e-04]
 [-1.89551390e-02 -2.80957634e-02  1.47975719e+00]
 [ 5.06990434e-01  9.05849244e-01 -2.04865008e-01]
 [-5.06990435e-01  9.05849245e-01  1.68486501e+00]]",414.655826192649
129,-11.521098136901855,"[[ 1.5347658e-05  5.5151650e-06  3.8966758e-07]
 [-1.5352582e-05  5.4893649e-06 -3.6102966e-07]
 [ 1.5255386e-05 -5.4982652e-06 -5.0106020e-05]
 [-1.5250462e-05 -5.5062642e-06  5.0077382e-05]]","[[ 1.80894323e-02 -2.79253260e-02  2.21133644e-04]
 [-1.80894333e-02 -2.79253276e-02  1.47977887e+00]
 [ 5.14137632e-01  9.02087484e-01 -2.03527005e-01]
 [-5.14137632e-01  9.02087483e-01  1.68352700e+00]]",415.655826192649
130,-11.526662826538086,"[[ 3.2730855e-04  1.1435714e-04  7.5152479e-06]
 [-3.2727284e-04  1.1454402e-04 -7.7228260e-06]
 [ 3.2322595e-04 -1.1447921e-04 -1.0490275e-03]
 [-3.2326166e-04 -1.1442196e-04  1.0492351e-03]]","[[ 1.72218756e-02 -2.77489529e-02  2.00439642e-04]
 [-1.72218802e-02 -2.77489747e-02  1.47979958e+00]
 [ 5.21245918e-01  8.98237912e-01 -2.02306441e-01]
 [-5.21245914e-01  8.98237905e-01  1.68230642e+00]]",416.655826192649
131,-11.532463073730469,"[[ 5.7776162e-04  1.9696289e-04  1.2687391e-05]
 [-5.7773740e-04  1.9709009e-04 -1.2828627e-05]
 [ 5.6720746e-04 -1.9704571e-04 -1.8196831e-03]
 [-5.6723168e-04 -1.9700729e-04  1.8198243e-03]]","[[ 1.63368859e-02 -2.75729909e-02  1.80327775e-04]
 [-1.63368780e-02 -2.75729401e-02  1.47981962e+00]
 [ 5.28310017e-01  8.94332527e-01 -2.01002863e-01]
 [-5.28310028e-01  8.94332543e-01  1.68100292e+00]]",417.655826192649
132,-11.535628318786621,"[[ 7.5694459e-04  2.5170989e-04  1.5817843e-05]
 [-7.5695303e-04  2.5166577e-04 -1.5768775e-05]
 [ 7.3884014e-04 -2.5168125e-04 -2.3434586e-03]
 [-7.3883170e-04 -2.5169444e-04  2.3434097e-03]]","[[ 1.54363215e-02 -2.73968760e-02  1.61018040e-04]
 [-1.54363224e-02 -2.73968770e-02  1.47983898e+00]
 [ 5.35329787e-01  8.90365563e-01 -1.99648484e-01]
 [-5.35329787e-01  8.90365562e-01  1.67964848e+00]]",418.655826192649
133,-11.540403366088867,"[[ 1.2635083e-03  4.0985868e-04  2.4819374e-05]
 [-1.2635092e-03  4.0985455e-04 -2.4814753e-05]
 [ 1.2262135e-03 -4.0985600e-04 -3.8462305e-03]
 [-1.2262127e-03 -4.0985722e-04  3.8462258e-03]]","[[ 1.45318225e-02 -2.72170208e-02  1.42696842e-04]
 [-1.45318226e-02 -2.72170172e-02  1.47985730e+00]
 [ 5.42307751e-01  8.86314301e-01 -1.98386998e-01]
 [-5.42307752e-01  8.86314302e-01  1.67838700e+00]]",419.655826192649
134,-11.545478820800781,"[[ 1.5500752e-03  4.9123075e-04  2.8567978e-05]
 [-1.5500742e-03  4.9123587e-04 -2.8573686e-05]
 [ 1.4957590e-03 -4.9123407e-04 -4.6415059e-03]
 [-1.4957601e-03 -4.9123255e-04  4.6415119e-03]]","[[ 1.36372937e-02 -2.70293011e-02  1.25669584e-04]
 [-1.36372942e-02 -2.70293002e-02  1.47987433e+00]
 [ 5.49247063e-01  8.82155665e-01 -1.97373240e-01]
 [-5.49247064e-01  8.82155665e-01  1.67737324e+00]]",420.655826192649
135,-11.549643516540527,"[[ 1.3228389e-03  4.1046669e-04  2.2873079e-05]
 [-1.3228572e-03  4.1037082e-04 -2.2766229e-05]
 [ 1.2692302e-03 -4.1040502e-04 -3.8982069e-03]
 [-1.2692119e-03 -4.1043249e-04  3.8981000e-03]]","[[ 1.27633949e-02 -2.68299787e-02  1.10076210e-04]
 [-1.27633947e-02 -2.68299743e-02  1.47988992e+00]
 [ 5.56149212e-01  8.77875305e-01 -1.96717636e-01]
 [-5.56149214e-01  8.77875307e-01  1.67671764e+00]]",421.655826192649
136,-11.55480670928955,"[[ 2.1366673e-04  6.5185508e-05  3.4994212e-06]
 [-2.1368414e-04  6.5093525e-05 -3.3968845e-06]
 [ 2.0383530e-04 -6.5126587e-05 -6.2003126e-04]
 [-2.0381789e-04 -6.5152446e-05  6.1992870e-04]]","[[ 1.19400776e-02 -2.66133541e-02  9.63248016e-05]
 [-1.19400753e-02 -2.66133366e-02  1.47990366e+00]
 [ 5.63023847e-01  8.73431791e-01 -1.96693831e-01]
 [-5.63023850e-01  8.73431795e-01  1.67669385e+00]]",422.655826192649
137,-11.558156967163086,"[[ 1.5990859e-03  4.7420693e-04  2.3738876e-05]
 [-1.5991237e-03  4.7400693e-04 -2.3515548e-05]
 [ 1.5174906e-03 -4.7407910e-04 -4.5668292e-03]
 [-1.5174528e-03 -4.7413475e-04  4.5666061e-03]]","[[ 1.09325100e-02 -2.64443756e-02  8.07567414e-05]
 [-1.09325095e-02 -2.64443680e-02  1.47991923e+00]
 [ 5.69796787e-01  8.69193384e-01 -1.94867104e-01]
 [-5.69796790e-01  8.69193386e-01  1.67486711e+00]]",423.655826192649
138,-11.563170433044434,"[[ 9.0799931e-06  2.6075936e-06  7.8727162e-08]
 [-9.0647509e-06  2.6888815e-06 -1.6947348e-07]
 [ 8.5522825e-06 -2.6592988e-06 -2.5482786e-05]
 [-8.5675256e-06 -2.6371763e-06  2.5573534e-05]]","[[ 1.01214601e-02 -2.62169341e-02  6.92178458e-05]
 [-1.01214598e-02 -2.62169264e-02  1.47993077e+00]
 [ 5.76584773e-01  8.64570316e-01 -1.95169969e-01]
 [-5.76584774e-01  8.64570317e-01  1.67516998e+00]]",424.655826192649
139,-11.56724739074707,"[[ 1.5037814e-04  4.3047428e-05  1.9423076e-06]
 [-1.5040202e-04  4.2919375e-05 -1.7992339e-06]
 [ 1.4114352e-04 -4.2966272e-05 -4.1699194e-04]
 [-1.4111964e-04 -4.3000531e-05  4.1684887e-04]]","[[ 9.20448454e-03 -2.60151059e-02  5.72493214e-05]
 [-9.20448619e-03 -2.60151097e-02  1.47994275e+00]
 [ 5.83293235e-01  8.60023671e-01 -1.94514952e-01]
 [-5.83293234e-01  8.60023669e-01  1.67451495e+00]]",425.655826192649
140,-11.56997299194336,"[[ 5.5839296e-04  1.5608207e-04  5.9541608e-06]
 [-5.5829453e-04  1.5661323e-04 -6.5481427e-06]
 [ 5.2111899e-04 -1.5641745e-04 -1.5251732e-03]
 [-5.2121747e-04 -1.5627783e-04  1.5257671e-03]]","[[ 8.28443497e-03 -2.58086080e-02  4.63713836e-05]
 [-8.28443484e-03 -2.58086029e-02  1.47995362e+00]
 [ 5.89951593e-01  8.55397117e-01 -1.93965837e-01]
 [-5.89951594e-01  8.55397117e-01  1.67396584e+00]]",426.655826192649
141,-11.574610710144043,"[[-2.8937677e-04 -7.2767405e-05  4.2909714e-06]
 [ 2.8702151e-04 -8.5569503e-05  1.0037076e-05]
 [-2.6639400e-04  8.0819060e-05  7.6910056e-04]
 [ 2.6874922e-04  7.7517849e-05 -7.8342861e-04]]","[[ 7.37668092e-03 -2.55967932e-02  3.67681002e-05]
 [-7.37668186e-03 -2.55967932e-02  1.47996323e+00]
 [ 5.96565896e-01  8.50672082e-01 -1.93637906e-01]
 [-5.96565895e-01  8.50672080e-01  1.67363791e+00]]",427.655826192649
142,-11.57922649383545,"[[ 4.3699597e-06  1.1275810e-06 -1.5497225e-08]
 [-4.3525129e-06  1.2231981e-06 -9.1613060e-08]
 [ 4.0189002e-06 -1.1874791e-06 -1.1530341e-05]
 [-4.0363470e-06 -1.1632998e-06  1.1637451e-05]]","[[ 6.45729355e-03 -2.53829567e-02  2.81759571e-05]
 [-6.45729492e-03 -2.53829604e-02  1.47997183e+00]
 [ 6.03125337e-01  8.45880867e-01 -1.93330421e-01]
 [-6.03125336e-01  8.45880864e-01  1.67333042e+00]]",428.655826192649
143,-11.582575798034668,"[[-2.3146662e-04 -6.1982180e-05 -2.5520762e-06]
 [ 2.3173144e-04 -6.0517767e-05  9.1003170e-07]
 [-2.1289232e-04  6.1068487e-05  6.0758856e-04]
 [ 2.1262751e-04  6.1431463e-05 -6.0594652e-04]]","[[ 5.53086980e-03 -2.51700477e-02  2.06691577e-05]
 [-5.53087048e-03 -2.51700467e-02  1.47997933e+00]
 [ 6.09633194e-01  8.41017901e-01 -1.93059038e-01]
 [-6.09633193e-01  8.41017898e-01  1.67305904e+00]]",429.655826192649
144,-11.585899353027344,"[[ 1.8968784e-04  4.9254446e-05  1.2871158e-06]
 [-1.8972596e-04  4.9041915e-05 -1.0484799e-06]
 [ 1.7340304e-04 -4.9122329e-05 -4.9043447e-04]
 [-1.7336491e-04 -4.9174032e-05  4.9019582e-04]]","[[ 4.55520682e-03 -2.49630929e-02  1.40091030e-05]
 [-4.55520530e-03 -2.49630719e-02  1.47998597e+00]
 [ 6.16070540e-01  8.36130981e-01 -1.92513767e-01]
 [-6.16070544e-01  8.36130985e-01  1.67251379e+00]]",430.655826192649
145,-11.589103698730469,"[[ 4.25624923e-04  1.08213353e-04  2.01492003e-06]
 [-4.25604638e-04  1.08327629e-04 -2.14336796e-06]
 [ 3.86965839e-04 -1.08284090e-04 -1.08555006e-03]
 [-3.86986096e-04 -1.08256885e-04  1.08567858e-03]]","[[ 3.61488414e-03 -2.47481714e-02  8.82765736e-06]
 [-3.61488454e-03 -2.47481682e-02  1.47999117e+00]
 [ 6.22468926e-01  8.31121748e-01 -1.92364020e-01]
 [-6.22468925e-01  8.31121745e-01  1.67236402e+00]]",431.655826192649
146,-11.590652465820312,"[[-5.2794639e-04 -1.3214878e-04 -1.9727220e-06]
 [ 5.2796252e-04 -1.3205681e-04  1.8692479e-06]
 [-4.7750698e-04  1.3209210e-04  1.3294772e-03]
 [ 4.7749086e-04  1.3211351e-04 -1.3293737e-03]]","[[ 2.69250347e-03 -2.45201710e-02  4.89968068e-06]
 [-2.69250445e-03 -2.45201735e-02  1.47999510e+00]
 [ 6.28814923e-01  8.26014217e-01 -1.92512442e-01]
 [-6.28814921e-01  8.26014212e-01  1.67251244e+00]]",432.655826192649
147,-11.595403671264648,"[[-3.2722251e-04 -8.0503036e-05 -8.4900142e-07]
 [ 3.2724821e-04 -8.0354454e-05  6.8160352e-07]
 [-2.9445262e-04  8.0411839e-05  8.1367232e-04]
 [ 2.9442689e-04  8.0445650e-05 -8.1350491e-04]]","[[ 1.73062626e-03 -2.43011014e-02  2.02366369e-06]
 [-1.73062723e-03 -2.43011010e-02  1.47999798e+00]
 [ 6.35093759e-01  8.20870186e-01 -1.92449515e-01]
 [-6.35093757e-01  8.20870182e-01  1.67244951e+00]]",433.655826192649
