,E,F,R,phi
47,-11.635749816894531,"[[ 8.8984707e-05  6.6974198e-06 -5.1039783e-06]
 [-8.8986795e-05  6.7072101e-06  5.0856793e-06]
 [ 6.5178858e-05 -6.7021188e-06 -1.3636870e-04]
 [-6.5176770e-05 -6.7025112e-06  1.3638701e-04]]","[[-4.22990110e-02  4.21046050e-03  1.20989493e-03]
 [ 4.22990071e-02  4.21048065e-03  1.47879007e+00]
 [ 9.40156242e-01  3.78964276e-01 -2.15220699e-01]
 [-9.40156237e-01  3.78964275e-01  1.69522074e+00]]",138.655826192649
48,-11.634288787841797,"[[ 7.9236942e-04  5.8045061e-05 -4.4524291e-05]
 [-7.9237000e-04  5.8047885e-05  4.4518911e-05]
 [ 5.8157131e-04 -5.8046411e-05 -1.2090717e-03]
 [-5.8157067e-04 -5.8046531e-05  1.2090771e-03]]","[[-4.15135767e-02  4.88294324e-03  1.16536069e-03]
 [ 4.15135766e-02  4.88294451e-03  1.47883464e+00]
 [ 9.44515425e-01  3.70985854e-01 -2.13814672e-01]
 [-9.44515424e-01  3.70985854e-01  1.69381468e+00]]",139.655826192649
49,-11.634066581726074,"[[-0.0020052  -0.00014305  0.0001103 ]
 [ 0.00200522 -0.00014312 -0.00011017]
 [-0.00147446  0.00014308  0.00304633]
 [ 0.00147445  0.00014309 -0.00304647]]","[[-4.06196918e-02  5.57205519e-03  1.11571129e-03]
 [ 4.06196986e-02  5.57201987e-03  1.47888435e+00]
 [ 9.48872112e-01  3.62977926e-01 -2.12584919e-01]
 [-9.48872121e-01  3.62977930e-01  1.69258485e+00]]",140.655826192649
50,-11.63391399383545,"[[-1.64506957e-03 -1.13794587e-04  8.87240458e-05]
 [ 1.64507283e-03 -1.13807604e-04 -8.86981288e-05]
 [-1.21270539e-03  1.13800794e-04  2.48890556e-03]
 [ 1.21270213e-03  1.13801398e-04 -2.48893141e-03]]","[[-3.98468869e-02  6.25335963e-03  1.07358623e-03]
 [ 3.98468862e-02  6.25337429e-03  1.47892639e+00]
 [ 9.53119928e-01  3.54965718e-01 -2.10864006e-01]
 [-9.53119922e-01  3.54965717e-01  1.69086403e+00]]",141.655826192649
51,-11.633569717407227,"[[ 4.4960802e-04  3.0108942e-05 -2.3822453e-05]
 [-4.4962807e-04  3.0188725e-05  2.3659835e-05]
 [ 3.3230180e-04 -3.0146903e-05 -6.7739334e-04]
 [-3.3228175e-04 -3.0150764e-05  6.7755597e-04]]","[[-3.90198041e-02  6.94089428e-03  1.02943346e-03]
 [ 3.90197948e-02  6.94092628e-03  1.47897051e+00]
 [ 9.57341759e-01  3.46926556e-01 -2.09147471e-01]
 [-9.57341755e-01  3.46926555e-01  1.68914753e+00]]",142.655826192649
52,-11.632487297058105,"[[ 4.7318268e-04  3.0719722e-05 -2.4405765e-05]
 [-4.7319941e-04  3.0783955e-05  2.4271683e-05]
 [ 3.5073081e-04 -3.0750223e-05 -7.0998620e-04]
 [-3.5071411e-04 -3.0753454e-05  7.1012031e-04]]","[[-3.80118704e-02  7.67500078e-03  9.76958898e-04]
 [ 3.80118776e-02  7.67497055e-03  1.47902310e+00]
 [ 9.61697670e-01  3.38901369e-01 -2.07279796e-01]
 [-9.61697676e-01  3.38901373e-01  1.68727973e+00]]",143.655826192649
53,-11.631946563720703,"[[ 9.2335528e-04  5.8087826e-05 -4.6250025e-05]
 [-9.2332542e-04  5.7977402e-05  4.6486304e-05]
 [ 6.8636157e-04 -5.8035486e-05 -1.3802035e-03]
 [-6.8639143e-04 -5.8029742e-05  1.3799672e-03]]","[[-3.71144412e-02  8.37567850e-03  9.31294784e-04]
 [ 3.71144338e-02  8.37570078e-03  1.47906866e+00]
 [ 9.65872496e-01  3.30825140e-01 -2.05331873e-01]
 [-9.65872491e-01  3.30825141e-01  1.68533192e+00]]",144.655826192649
54,-11.631553649902344,"[[ 2.5220471e-04  1.5432597e-05 -1.2152307e-05]
 [-2.5217611e-04  1.5331094e-05  1.2375019e-05]
 [ 1.8794213e-04 -1.5384589e-05 -3.7551080e-04]
 [-1.8797076e-04 -1.5379102e-05  3.7528807e-04]]","[[-3.59426778e-02  9.11359426e-03  8.73422734e-04]
 [ 3.59426804e-02  9.11357675e-03  1.47912661e+00]
 [ 9.70192705e-01  3.22730525e-01 -2.03667422e-01]
 [-9.70192712e-01  3.22730528e-01  1.68366738e+00]]",145.655826192649
55,-11.630863189697266,"[[-4.3919793e-04 -2.6300755e-05  1.9847228e-05]
 [ 4.3897683e-04 -2.5545818e-05 -2.1547923e-05]
 [-3.2806661e-04  2.5944371e-05  6.5189390e-04]
 [ 3.2828772e-04  2.5902202e-05 -6.5019319e-04]]","[[-3.48432248e-02  9.82105092e-03  8.20741550e-04]
 [ 3.48432152e-02  9.82106830e-03  1.47917922e+00]
 [ 9.74389779e-01  3.14591923e-01 -2.01822802e-01]
 [-9.74389779e-01  3.14591926e-01  1.68182284e+00]]",146.655826192649
56,-11.628897666931152,"[[-1.9518514e-04 -1.1077742e-05  9.0311041e-06]
 [ 1.9522206e-04 -1.1199219e-05 -8.7498283e-06]
 [-1.4637933e-04  1.1134985e-05  2.8817003e-04]
 [ 1.4634241e-04  1.1141977e-05 -2.8845132e-04]]","[[-3.36680792e-02  1.05374078e-02  7.66339462e-04]
 [ 3.36680952e-02  1.05373719e-02  1.47923373e+00]
 [ 9.78619331e-01  3.06441316e-01 -1.99772995e-01]
 [-9.78619334e-01  3.06441318e-01  1.67977291e+00]]",147.655826192649
57,-11.628421783447266,"[[-0.00246734 -0.00013703  0.00010616]
 [ 0.0024669  -0.00013563 -0.0001095 ]
 [-0.00185498  0.00013637  0.00363113]
 [ 0.00185542  0.00013629 -0.00362779]]","[[-3.23115222e-02  1.12709022e-02  7.05703701e-04]
 [ 3.23114884e-02  1.12709571e-02  1.47929417e+00]
 [ 9.82913779e-01  2.98265906e-01 -1.97920584e-01]
 [-9.82913779e-01  2.98265908e-01  1.67792071e+00]]",148.655826192649
58,-11.627861022949219,"[[-0.00300136 -0.00016018  0.00012538]
 [ 0.00300132 -0.00016005 -0.0001257 ]
 [-0.00226482  0.00016012  0.00439849]
 [ 0.00226486  0.00016011 -0.00439817]]","[[-3.09252496e-02  1.19979909e-02  6.46485533e-04]
 [ 3.09252488e-02  1.19979845e-02  1.47935353e+00]
 [ 9.87222815e-01  2.90073945e-01 -1.95693103e-01]
 [-9.87222816e-01  2.90073947e-01  1.67569309e+00]]",149.655826192649
59,-11.627530097961426,"[[ 1.55130634e-04  7.86687451e-06 -6.39307518e-06]
 [-1.55185364e-04  8.02823706e-06  5.98464248e-06]
 [ 1.17659714e-04 -7.94252719e-06 -2.26321325e-04]
 [-1.17604985e-04 -7.95258438e-06  2.26729753e-04]]","[[-2.94932655e-02  1.27300986e-02  5.87980939e-04]
 [ 2.94932728e-02  1.27300911e-02  1.47941204e+00]
 [ 9.91624008e-01  2.81888514e-01 -1.92736125e-01]
 [-9.91624005e-01  2.81888516e-01  1.67273610e+00]]",150.655826192649
60,-11.626649856567383,"[[-1.5494043e-03 -7.6423348e-05  5.8365327e-05]
 [ 1.5494068e-03 -7.6429860e-05 -5.8348327e-05]
 [-1.1796082e-03  7.6426397e-05  2.2533278e-03]
 [ 1.1796058e-03  7.6426812e-05 -2.2533447e-03]]","[[-2.78516233e-02  1.34632197e-02  5.24292662e-04]
 [ 2.78516147e-02  1.34632377e-02  1.47947566e+00]
 [ 9.96091875e-01  2.73658613e-01 -1.90103661e-01]
 [-9.96091870e-01  2.73658613e-01  1.67010371e+00]]",151.655826192649
61,-11.625167846679688,"[[-2.78500724e-04 -1.31658953e-05  9.87245585e-06]
 [ 2.78520107e-04 -1.32192736e-05 -9.72815360e-06]
 [-2.13114341e-04  1.31908455e-05  4.03393642e-04]
 [ 2.13094958e-04  1.31943234e-05 -4.03537939e-04]]","[[-2.60232270e-02  1.42112139e-02  4.57714187e-04]
 [ 2.60232275e-02  1.42112139e-02  1.47954228e+00]
 [ 1.00074818e+00  2.65430115e-01 -1.86973594e-01]
 [-1.00074818e+00  2.65430116e-01  1.66697359e+00]]",152.655826192649
62,-11.62570858001709,"[[-4.5956671e-04 -2.0940897e-05  1.4930132e-05]
 [ 4.5957483e-04 -2.0962645e-05 -1.4869250e-05]
 [-3.5329413e-04  2.0951045e-05  6.6305225e-04]
 [ 3.5328601e-04  2.0952495e-05 -6.6311314e-04]]","[[-2.39788493e-02  1.49570662e-02  3.88650083e-04]
 [ 2.39788606e-02  1.49570352e-02  1.47961144e+00]
 [ 1.00549364e+00  2.57160910e-01 -1.84069026e-01]
 [-1.00549365e+00  2.57160914e-01  1.66406894e+00]]",153.655826192649
63,-11.62482738494873,"[[-1.4293728e-03 -6.2622137e-05  4.1705389e-05]
 [ 1.4293708e-03 -6.2617248e-05 -4.1719592e-05]
 [-1.1049154e-03  6.2619860e-05  2.0536887e-03]
 [ 1.1049175e-03  6.2619525e-05 -2.0536745e-03]]","[[-2.15857816e-02  1.57342518e-02  3.14916853e-04]
 [ 2.15857809e-02  1.57342361e-02  1.47968513e+00]
 [ 1.01058865e+00  2.48904624e-01 -1.80650473e-01]
 [-1.01058866e+00  2.48904629e-01  1.66065043e+00]]",154.655826192649
64,-11.624014854431152,"[[-1.5550505e-03 -6.5160857e-05  3.9631905e-05]
 [ 1.5550703e-03 -6.5210705e-05 -3.9481525e-05]
 [-1.2106190e-03  6.5184053e-05  2.2244414e-03]
 [ 1.2105991e-03  6.5187509e-05 -2.2245918e-03]]","[[-1.88175993e-02  1.65357529e-02  2.39294774e-04]
 [ 1.88175987e-02  1.65357538e-02  1.47976070e+00]
 [ 1.01612402e+00  2.40666412e-01 -1.76289016e-01]
 [-1.01612402e+00  2.40666413e-01  1.65628902e+00]]",155.655826192649
65,-11.623464584350586,"[[-1.4052005e-03 -5.7980618e-05  2.3631334e-05]
 [ 1.4037619e-03 -5.4425360e-05 -3.4800411e-05]
 [-1.1022881e-03  5.6328459e-05  2.0050912e-03]
 [ 1.1037267e-03  5.6077519e-05 -1.9939223e-03]]","[[-1.53905643e-02  1.73929874e-02  1.58073256e-04]
 [ 1.53895817e-02  1.73943886e-02  1.47983797e+00]
 [ 1.02238749e+00  2.32468456e-01 -1.70898051e-01]
 [-1.02238741e+00  2.32468426e-01  1.65090233e+00]]",156.655826192649
66,-11.622994422912598,"[[-1.3729307e-03 -5.2439616e-05  2.0937112e-05]
 [ 1.3729538e-03 -5.2494841e-05 -2.0756192e-05]
 [-1.0889834e-03  5.2465253e-05  1.9441657e-03]
 [ 1.0889602e-03  5.2469204e-05 -1.9443466e-03]]","[[-1.12348286e-02  1.82900209e-02  8.52104013e-05]
 [ 1.12347898e-02  1.82900746e-02  1.47991463e+00]
 [ 1.02938275e+00  2.24281767e-01 -1.64788665e-01]
 [-1.02938275e+00  2.24281767e-01  1.64478883e+00]]",157.655826192649
67,-11.623908996582031,"[[-2.4462116e-03 -8.9065594e-05  1.9674884e-05]
 [ 2.4462207e-03 -8.9087436e-05 -1.9600051e-05]
 [-1.9647335e-03  8.9075722e-05  3.4429606e-03]
 [ 1.9647246e-03  8.9077308e-05 -3.4430355e-03]]","[[-5.94029653e-03  1.92623093e-02  2.38517577e-05]
 [ 5.94030340e-03  1.92623035e-02  1.47997617e+00]
 [ 1.03764844e+00  2.16155133e-01 -1.57000693e-01]
 [-1.03764844e+00  2.16155136e-01  1.63700067e+00]]",158.655826192649
68,-11.620405197143555,"[[ 6.8254705e-04  2.3561952e-05  1.3204398e-06]
 [-6.8254472e-04  2.3556102e-05 -1.2994101e-06]
 [ 5.5807340e-04 -2.3559243e-05 -9.5335732e-04]
 [-5.5807573e-04 -2.3558810e-05  9.5333630e-04]]","[[ 1.42018056e-03  2.03887420e-02  1.34718458e-06]
 [-1.42019319e-03  2.03887511e-02  1.47999862e+00]
 [ 1.04831486e+00  2.08177801e-01 -1.45764720e-01]
 [-1.04831486e+00  2.08177804e-01  1.62576475e+00]]",159.655826192649
69,-11.621978759765625,"[[-2.1731954e-03 -7.1480710e-05 -3.5142355e-05]
 [ 2.1731120e-03 -7.1260714e-05  3.4311597e-05]
 [-1.8182149e-03  7.1378963e-05  3.0052706e-03]
 [ 1.8182984e-03  7.1362461e-05 -3.0044399e-03]]","[[ 1.18236791e-02  2.17117006e-02  9.44463472e-05]
 [-1.18236878e-02  2.17117125e-02  1.47990552e+00]
 [ 1.06225941e+00  2.00359632e-01 -1.30942304e-01]
 [-1.06225941e+00  2.00359633e-01  1.61094235e+00]]",160.655826192649
70,-11.621011734008789,"[[-1.6180985e-03 -5.0381892e-05 -7.0664610e-05]
 [ 1.6180699e-03 -5.0286730e-05  7.0285394e-05]
 [-1.4158176e-03  5.0337927e-05  2.1973152e-03]
 [ 1.4158463e-03  5.0330695e-05 -2.1969359e-03]]","[[ 3.21998818e-02  2.38261266e-02  7.00950766e-04]
 [-3.21998647e-02  2.38260932e-02  1.47929916e+00]
 [ 1.08739628e+00  1.93327638e-01 -1.00939352e-01]
 [-1.08739628e+00  1.93327645e-01  1.58093922e+00]]",161.655826192649
71,-11.61892032623291,"[[-7.19459669e-04 -2.12785544e-05 -1.06382824e-04]
 [ 7.19453499e-04 -2.13283147e-05  1.06592699e-04]
 [-7.34118919e-04  2.13015301e-05  9.13978147e-04]
 [ 7.34125148e-04  2.13053390e-05 -9.14187985e-04]]","[[ 0.10834801  0.03041204  0.00797516]
 [-0.10834808  0.03041194  1.4720253 ]
 [ 1.1698174   0.19075679  0.0165338 ]
 [-1.16981744  0.19075682  1.46346576]]",162.655826192649
72,-11.61927318572998,"[[ 5.8609369e-04  1.8495006e-05  6.3137428e-05]
 [-5.8546773e-04  1.3818607e-05 -4.2227337e-05]
 [ 5.5026682e-04 -1.6337990e-05 -7.8116090e-04]
 [-5.5089279e-04 -1.5975622e-05  7.6025084e-04]]","[[ 0.06628385  0.02691987  0.00295795]
 [-0.06628541  0.02692751  1.47700863]
 [ 1.12789317  0.17810323 -0.04832754]
 [-1.12789266  0.17810263  1.52836103]]",163.655826192649
73,-11.618813514709473,"[[-7.3089718e-04 -2.6323999e-06  3.8795501e-05]
 [ 7.4173487e-04 -3.5403657e-05  1.1673233e-04]
 [-6.5927999e-04  1.7733699e-05  9.1172871e-04]
 [ 6.4844225e-04  2.0302359e-05 -1.0672566e-03]]","[[ 3.91077817e-02  2.40045472e-02  1.05180816e-03]
 [-3.91097227e-02  2.39952822e-02  1.47898348e+00]
 [ 1.09938535e+00  1.65984716e-01 -8.92480132e-02]
 [-1.09939168e+00  1.65989672e-01  1.56920936e+00]]",164.655826192649
74,-11.618590354919434,"[[-2.7288124e-03 -6.6500288e-05 -4.0915408e-04]
 [ 2.7288150e-03 -6.6480134e-05  4.0904945e-04]
 [-2.7888962e-03  6.6491113e-05  3.4464502e-03]
 [ 2.7888934e-03  6.6489309e-05 -3.4463457e-03]]","[[ 0.10971414  0.03084505  0.00817839]
 [-0.10971417  0.03084502  1.47182152]
 [ 1.17494856  0.16363098  0.02019825]
 [-1.17494857  0.16363111  1.45980168]]",165.655826192649
75,-11.619930267333984,"[[-1.2103310e-03 -2.6929538e-05  2.4428513e-05]
 [ 1.2104443e-03 -2.7073331e-05 -2.3652286e-05]
 [-9.5325348e-04  2.6995724e-05  1.6936244e-03]
 [ 9.5314020e-04  2.7007145e-05 -1.6944007e-03]]","[[-1.46947906e-02  2.23190852e-02  1.45921906e-04]
 [ 1.46947833e-02  2.23190570e-02  1.47985409e+00]
 [ 1.03867925e+00  1.45903654e-01 -1.66079645e-01]
 [-1.03867926e+00  1.45903719e-01  1.64607957e+00]]",166.655826192649
76,-11.618525505065918,"[[-6.3627429e-04 -1.6304111e-05 -2.3457025e-05]
 [ 6.3173287e-04 -9.8190676e-06 -1.4499177e-05]
 [-5.2061438e-04  1.3322567e-05  8.9137058e-04]
 [ 5.2515574e-04  1.2800612e-05 -8.5341441e-04]]","[[ 5.22264256e-03  2.20087331e-02  1.28938906e-05]
 [-5.23258874e-03  2.20121869e-02  1.47997596e+00]
 [ 1.06376221e+00  1.36374964e-01 -1.37519994e-01]
 [-1.06376883e+00  1.36374612e-01  1.61753764e+00]]",167.655826192649
77,-11.617496490478516,"[[-2.8818336e-04 -5.6514027e-06  7.4298354e-05]
 [ 2.8807990e-04 -5.6079462e-06 -7.4556905e-05]
 [-1.3200028e-04  5.6314357e-06  4.5847468e-04]
 [ 1.3210374e-04  5.6279127e-06 -4.5821612e-04]]","[[-0.18507542  0.01322     0.02351762]
 [ 0.18507546  0.01321998  1.45648249]
 [ 0.80356728  0.11835324 -0.38149295]
 [-0.80356731  0.11835324  1.86149289]]",168.655826192649
78,-11.616161346435547,"[[-9.7352668e-04 -1.7100936e-05  1.9125320e-04]
 [ 9.7357633e-04 -1.7123231e-05 -1.9110473e-04]
 [-5.2948319e-04  1.7111171e-05  1.4980836e-03]
 [ 5.2943354e-04  1.7112996e-05 -1.4982320e-03]]","[[-0.14259248  0.01658283  0.01386822]
 [ 0.14259249  0.01658283  1.46613181]
 [ 0.8690473   0.11247551 -0.33238387]
 [-0.8690473   0.11247551  1.81238385]]",169.655826192649
79,-11.616724014282227,"[[-1.9983505e-03 -3.1499123e-05  3.0498055e-04]
 [ 1.9983391e-03 -3.1493899e-05 -3.0501946e-04]
 [-1.2072325e-03  3.1496729e-05  3.0014005e-03]
 [ 1.2072439e-03  3.1496296e-05 -3.0013616e-03]]","[[-0.11165052  0.0190434   0.00847137]
 [ 0.11165053  0.0190434   1.47152866]
 [ 0.91456449  0.10568775 -0.2946399 ]
 [-0.9145645   0.10568775  1.77463987]]",170.655826192649
80,-11.615991592407227,"[[-1.2586365e-03 -1.7589622e-05  1.6070789e-04]
 [ 1.2587359e-03 -1.7634598e-05 -1.6032987e-04]
 [-8.0444338e-04  1.7610251e-05  1.8632308e-03]
 [ 8.0434384e-04  1.7613971e-05 -1.8636088e-03]]","[[-0.09361322  0.02071484  0.00594515]
 [ 0.09361323  0.02071484  1.47405491]
 [ 0.94055756  0.09810769 -0.27154737]
 [-0.94055758  0.09810769  1.75154732]]",171.655826192649
81,-11.616920471191406,"[[-1.4002790e-04 -1.7360335e-06  1.5507072e-05]
 [ 1.3992662e-04 -1.6933802e-06 -1.5915697e-05]
 [-9.2431867e-05  1.7164748e-06  2.0556799e-04]
 [ 9.2533155e-05  1.7129390e-06 -2.0515936e-04]]","[[-0.08254107  0.02195682  0.00461777]
 [ 0.08254106  0.02195682  1.47538216]
 [ 0.95645534  0.09009277 -0.25681078]
 [-0.95645533  0.09009277  1.73681084]]",172.655826192649
82,-11.614662170410156,"[[ 2.2123035e-03  2.3320647e-05 -2.2536387e-04]
 [-2.2122837e-03  2.3313170e-05  2.2544691e-04]
 [ 1.4941812e-03 -2.3317220e-05 -3.2253643e-03]
 [-1.4942010e-03 -2.3316597e-05  3.2252811e-03]]","[[-0.07500853  0.02297998  0.00381138]
 [ 0.07500854  0.02297997  1.47618866]
 [ 0.96726343  0.08185185 -0.24659671]
 [-0.96726344  0.08185185  1.72659667]]",173.655826192649
83,-11.614242553710938,"[[ 1.2173993e-03  1.0759996e-05 -1.1550720e-04]
 [-1.2176716e-03  1.0849480e-05  1.1432553e-04]
 [ 8.3488575e-04 -1.0801004e-05 -1.7660883e-03]
 [-8.3461351e-04 -1.0808472e-05  1.7672700e-03]]","[[-0.06953542  0.02385466  0.00327427]
 [ 0.06953543  0.02385466  1.47672576]
 [ 0.97503486  0.07345408 -0.23944733]
 [-0.97503486  0.07345408  1.7194473 ]]",174.655826192649
84,-11.614442825317383,"[[-4.3697597e-04 -3.1621996e-06  3.8420138e-05]
 [ 4.3692029e-04 -3.1469715e-06 -3.8667673e-05]
 [-3.0311747e-04  3.1552242e-06  6.3165609e-04]
 [ 3.0317315e-04  3.1539469e-06 -6.3140853e-04]]","[[-0.0650241   0.02467102  0.00286241]
 [ 0.06502412  0.02467102  1.47713764]
 [ 0.98136259  0.06499343 -0.23367497]
 [-0.9813626   0.06499343  1.71367492]]",175.655826192649
85,-11.615499496459961,"[[-5.9839914e-04 -3.3224160e-06  4.9940820e-05]
 [ 5.9839961e-04 -3.3225147e-06 -4.9938721e-05]
 [-4.1910019e-04  3.3224615e-06  8.6227851e-04]
 [ 4.1909973e-04  3.3224694e-06 -8.6228061e-04]]","[[-0.06154319  0.02542223  0.00256361]
 [ 0.06154319  0.02542223  1.4774364 ]
 [ 0.9862791   0.05646608 -0.2289654 ]
 [-0.9862791   0.05646608  1.7089654 ]]",176.655826192649
86,-11.614659309387207,"[[ 1.1730668e-03  4.5581196e-06 -9.3195995e-05]
 [-1.1730890e-03  4.5615275e-06  9.3093193e-05]
 [ 8.2828535e-04 -4.5596803e-06 -1.6860613e-03]
 [-8.2826312e-04 -4.5599668e-06  1.6861641e-03]]","[[-0.05857304  0.02614509  0.00232176]
 [ 0.05857304  0.02614509  1.47767826]
 [ 0.99043313  0.04790794 -0.22486403]
 [-0.99043313  0.04790794  1.70486402]]",177.655826192649
87,-11.61424446105957,"[[ 2.2982138e-04  5.1200493e-07 -1.7453920e-05]
 [-2.2982135e-04  5.1200254e-07  1.7454044e-05]
 [ 1.6336293e-04 -5.1200391e-07 -3.2963161e-04]
 [-1.6336294e-04 -5.1200357e-07  3.2963150e-04]]","[[-0.05603857  0.02683454  0.00212488]
 [ 0.05603856  0.02683454  1.4778751 ]
 [ 0.99389803  0.03931422 -0.22143351]
 [-0.99389803  0.03931422  1.70143352]]",178.655826192649
88,-11.614222526550293,"[[ 1.72105938e-04  9.75716219e-08 -1.26800796e-05]
 [-1.72156273e-04  9.87380773e-08  1.24401595e-05]
 [ 1.23085920e-04 -9.81057298e-08 -2.46331183e-04]
 [-1.23035585e-04 -9.82039623e-08  2.46571115e-04]]","[[-0.05385339  0.02749963  0.00196219]
 [ 0.05385339  0.02749963  1.47803781]
 [ 0.99681317  0.03069511 -0.2184704 ]
 [-0.99681317  0.03069511  1.6984704 ]]",179.655826192649
89,-11.614204406738281,"[[ 8.11958525e-05 -8.67810925e-08 -5.86993838e-06]
 [-8.12594008e-05 -8.96234411e-08  5.56295345e-06]
 [ 5.83997025e-05  8.80825013e-08 -1.15976538e-04]
 [-5.83361543e-05  8.83220324e-08  1.16283525e-04]]","[[-0.05194948  0.02814475  0.00182574]
 [ 0.05194949  0.02814475  1.47817428]
 [ 0.99928344  0.0220557  -0.21582813]
 [-0.99928345  0.0220557   1.69582812]]",180.655826192649
90,-11.61536979675293,"[[-1.5431856e-03  4.2429124e-06  1.0468132e-04]
 [ 1.5431602e-03  4.2400056e-06 -1.0480578e-04]
 [-1.1134213e-03 -4.2415809e-06  2.2032650e-03]
 [ 1.1134467e-03 -4.2413371e-06 -2.2031404e-03]]","[[-0.05011253  0.02877664  0.00169874]
 [ 0.05011253  0.02877664  1.47830124]
 [ 1.00148637  0.01340425 -0.21371804]
 [-1.00148636  0.01340425  1.69371806]]",181.655826192649
91,-11.61546802520752,"[[-5.7288993e-04  2.5282225e-06  3.7542479e-05]
 [ 5.7283009e-04  2.5171341e-06 -3.7838552e-05]
 [-4.1505657e-04 -2.5231448e-06  8.1722916e-04]
 [ 4.1511640e-04 -2.5222118e-06 -8.1693305e-04]]","[[-4.85822170e-02  2.93987563e-02  1.59647273e-03]
 [ 4.85822162e-02  2.93987572e-02  1.47840353e+00]
 [ 1.00331267e+00  4.74350017e-03 -2.11500224e-01]
 [-1.00331267e+00  4.74350028e-03  1.69150023e+00]]",182.655826192649
92,-11.614507675170898,"[[-1.3144781e-03  7.9715746e-06  8.3995561e-05]
 [ 1.3145012e-03  7.9775309e-06 -8.3879946e-05]
 [-9.5580576e-04 -7.9743022e-06  1.8732398e-03]
 [ 9.5578260e-04 -7.9748033e-06 -1.8733554e-03]]","[[-4.71572283e-02  3.00056037e-02  1.50409323e-03]
 [ 4.71572243e-02  3.00056035e-02  1.47849590e+00]
 [ 1.00486358e+00 -3.92978213e-03 -2.09686699e-01]
 [-1.00486358e+00 -3.92978175e-03  1.68968671e+00]]",183.655826192649
93,-11.614456176757812,"[[ 7.3459465e-05 -5.6994742e-07 -4.5214997e-06]
 [-7.3442352e-05 -5.6426745e-07  4.6081414e-06]
 [ 5.3583735e-05  5.6734535e-07 -1.0465731e-04]
 [-5.3600845e-05  5.6686957e-07  1.0457067e-04]]","[[-4.59008964e-02  3.06045622e-02  1.42494462e-03]
 [ 4.59008942e-02  3.06045622e-02  1.47857505e+00]
 [ 1.00615537e+00 -1.26091951e-02 -2.07886139e-01]
 [-1.00615537e+00 -1.26091947e-02  1.68788615e+00]]",184.655826192649
94,-11.617435455322266,"[[-1.1977127e-03  1.1254863e-05  7.2276911e-05]
 [ 1.1976523e-03  1.1230229e-05 -7.2586496e-05]
 [-8.7648106e-04 -1.1243575e-05  1.7051034e-03]
 [ 8.7654154e-04 -1.1241517e-05 -1.7047938e-03]]","[[-4.46710283e-02  3.11988173e-02  1.34954230e-03]
 [ 4.46710276e-02  3.11988177e-02  1.47865046e+00]
 [ 1.00728695e+00 -2.12887456e-02 -2.06329065e-01]
 [-1.00728696e+00 -2.12887452e-02  1.68632906e+00]]",185.655826192649
95,-11.615924835205078,"[[-8.4646099e-04  9.3692061e-06  4.9743398e-05]
 [ 8.4640254e-04  9.3407816e-06 -5.0047267e-05]
 [-6.2118797e-04 -9.3561766e-06  1.2046776e-03]
 [ 6.2124641e-04 -9.3538119e-06 -1.2043737e-03]]","[[-4.35458347e-02  3.17853748e-02  1.28227085e-03]
 [ 4.35457965e-02  3.17853602e-02  1.47871756e+00]
 [ 1.00820962e+00 -2.99719937e-02 -2.04866787e-01]
 [-1.00820960e+00 -2.99719931e-02  1.68486695e+00]]",186.655826192649
96,-11.616393089294434,"[[-6.8143976e-04  8.7797935e-06  3.8179653e-05]
 [ 6.8106316e-04  8.5676829e-06 -4.0152521e-05]
 [-5.0103932e-04 -8.6825276e-06  9.7023306e-04]
 [ 5.0141593e-04 -8.6649488e-06 -9.6826017e-04]]","[[-4.24734874e-02  3.23645214e-02  1.21992504e-03]
 [ 4.24734878e-02  3.23645223e-02  1.47878008e+00]
 [ 1.00895372e+00 -3.86563722e-02 -2.03616109e-01]
 [-1.00895372e+00 -3.86563718e-02  1.68361611e+00]]",187.655826192649
97,-11.617165565490723,"[[ 1.17852796e-04 -1.69479904e-06 -6.63782475e-06]
 [-1.17859454e-04 -1.69908571e-06  6.60252090e-06]
 [ 8.69381256e-05  1.69676571e-06 -1.67656806e-04]
 [-8.69314681e-05  1.69711905e-06  1.67692109e-04]]","[[-4.15015955e-02  3.29409374e-02  1.16469168e-03]
 [ 4.15015963e-02  3.29409392e-02  1.47883531e+00]
 [ 1.00952239e+00 -4.73393630e-02 -2.02316522e-01]
 [-1.00952239e+00 -4.73393628e-02  1.68231651e+00]]",188.655826192649
98,-11.616008758544922,"[[ 1.2503125e-04 -2.0114931e-06 -6.8584350e-06]
 [-1.2502928e-04 -2.0100706e-06  6.8689446e-06]
 [ 9.2432645e-05  2.0108400e-06 -1.7789831e-04]
 [-9.2434617e-05  2.0107236e-06  1.7788781e-04]]","[[-4.05621261e-02  3.35105235e-02  1.11256004e-03]
 [ 4.05621451e-02  3.35105359e-02  1.47888753e+00]
 [ 1.00993833e+00 -5.60211641e-02 -2.01208528e-01]
 [-1.00993834e+00 -5.60211640e-02  1.68120844e+00]]",189.655826192649
