,E,F,R,phi,fn,EF
0,-11.413236618041992,"[[-6.3566148e-04  3.1103188e-04  5.0137966e-04]
 [ 5.6002266e-04 -5.3884659e-04  4.8068972e-04]
 [-4.3513867e-04  1.6479979e-04  7.1681244e-04]
 [ 5.1077752e-04  6.3014952e-05 -1.6988819e-03]]","[[-0.01604559 -0.02443846 -0.00482744]
 [ 0.01606224 -0.01528712  1.47479594]
 [ 0.73564313  0.71631319 -0.20168274]
 [-0.7386701   0.71609051  1.69380918]]",91.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
1,-11.41433334350586,"[[ 2.7239273e-04  1.4601376e-04  1.0258263e-04]
 [-2.9712243e-04 -3.7118512e-05  1.1705724e-04]
 [ 2.4708931e-04 -4.1982577e-05 -6.9388887e-04]
 [-2.2235962e-04 -6.6912668e-05  4.7424901e-04]]","[[-0.0173298  -0.02424649 -0.00482425]
 [ 0.01731661 -0.01504829  1.47474157]
 [ 0.74054953  0.710026   -0.20221671]
 [-0.74354676  0.7097381   1.69445176]]",92.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
2,-11.417680740356445,"[[-3.6751942e-04 -6.3138909e-04 -6.3662702e-04]
 [ 4.8156522e-04  4.6816978e-04 -6.6467060e-04]
 [-4.2000235e-04  1.5381145e-05  1.5331984e-03]
 [ 3.0595652e-04  1.4783817e-04 -2.3190079e-04]]","[[-0.01860786 -0.02394694 -0.00470072]
 [ 0.01854087 -0.01489945  1.47480532]
 [ 0.7454001   0.70367124 -0.2031058 ]
 [-0.74834559  0.70329533  1.69521939]]",93.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
3,-11.41738510131836,"[[-8.4840681e-04 -2.7395168e-04 -1.1724306e-04]
 [ 8.8781299e-04 -4.6860689e-05 -1.6510494e-04]
 [-7.2158076e-04  1.4396607e-04  1.8834061e-03]
 [ 6.8217458e-04  1.7684630e-04 -1.6010581e-03]]","[[-0.01984745 -0.02371716 -0.00467992]
 [ 0.01975068 -0.01465536  1.47476249]
 [ 0.75019142  0.69723676 -0.20409542]
 [-0.75308276  0.6967952   1.69627439]]",94.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
4,-11.419934272766113,"[[-6.5870507e-04 -5.0340791e-04 -4.2863775e-04]
 [ 7.3758437e-04  2.4710310e-04 -4.7307494e-04]
 [-6.1126996e-04  8.4888401e-05  1.8535728e-03]
 [ 5.3239067e-04  1.7141642e-04 -9.5186010e-04]]","[[-0.02117639 -0.02348677 -0.00463379]
 [ 0.0210457  -0.01444655  1.4747362 ]
 [ 0.75486478  0.69076959 -0.20488088]
 [-0.75770226  0.69026169  1.69708469]]",95.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
5,-11.42733097076416,"[[-0.00084868  0.0002889   0.000533  ]
 [ 0.00079743 -0.00057844  0.00048844]
 [-0.00061283  0.00018613  0.00108833]
 [ 0.00066408  0.0001034  -0.00210977]]","[[-0.02249677 -0.02328004 -0.00461663]
 [ 0.02232974 -0.01419963  1.47467649]
 [ 0.75946224  0.68423147 -0.20578454]
 [-0.76225437  0.68366717  1.69808342]]",96.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
6,-11.431561470031738,"[[-7.9215685e-04 -1.5051595e-03 -1.5752665e-03]
 [ 1.0098176e-03  1.1761445e-03 -1.6492872e-03]
 [-8.7015057e-04  2.9202889e-05  3.4331242e-03]
 [ 6.5248989e-04  2.9981209e-04 -2.0857048e-04]]","[[-0.02383879 -0.02297447 -0.00449063]
 [ 0.0236256  -0.0140375   1.47472107]
 [ 0.76398783  0.67765027 -0.20686437]
 [-0.7667121   0.67701141  1.69903931]]",97.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
7,-11.434432983398438,"[[-5.61597873e-04 -2.02451323e-04 -1.07595406e-04]
 [ 5.87943243e-04  2.83968689e-06 -1.47813480e-04]
 [-4.69033315e-04  8.80267544e-05  1.24553835e-03]
 [ 4.42687975e-04  1.11584886e-04 -9.90129542e-04]]","[[-0.02518215 -0.02281866 -0.0045422 ]
 [ 0.02494313 -0.01372711  1.47458079]
 [ 0.76842764  0.67099805 -0.20777316]
 [-0.77110015  0.67032398  1.70016924]]",98.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
8,-11.430204391479492,"[[-7.9715304e-04 -3.0415884e-05  1.4907125e-04]
 [ 8.0104487e-04 -2.4013090e-04  9.3272130e-05]
 [-6.2308041e-04  1.4175259e-04  1.4092625e-03]
 [ 6.1918859e-04  1.2879420e-04 -1.6516059e-03]]","[[-0.0265514  -0.02258959 -0.00451412]
 [ 0.02628206 -0.01348277  1.47451451]
 [ 0.77279564  0.66430438 -0.20877354]
 [-0.77539401  0.66358453  1.701222  ]]",99.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
9,-11.435779571533203,"[[-0.00152279 -0.0007484  -0.00053686]
 [ 0.00161047  0.00021872 -0.00066029]
 [-0.00128056  0.00021844  0.00360861]
 [ 0.00119288  0.00031124 -0.00241145]]","[[-0.02789229 -0.02229803 -0.00442344]
 [ 0.02758289 -0.01327089  1.47450895]
 [ 0.77711328  0.657552   -0.21002237]
 [-0.77963205  0.65677893  1.70240852]]",100.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
10,-11.439844131469727,"[[-1.7078185e-03 -3.8832772e-04 -6.8242320e-05]
 [ 1.7543965e-03 -1.8296711e-04 -2.0580544e-04]
 [-1.3664833e-03  2.7162538e-04  3.4182549e-03]
 [ 1.3199053e-03  2.9966945e-04 -3.1442072e-03]]","[[-0.02928377 -0.02205427 -0.00437941]
 [ 0.02893836 -0.01302389  1.47444736]
 [ 0.78133036  0.6507564  -0.21109539]
 [-0.78377488  0.6499442   1.70351384]]",101.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
11,-11.435452461242676,"[[ 4.2061458e-04  4.8720094e-04  4.9019902e-04]
 [-4.6679936e-04 -3.3930302e-04  5.3204788e-04]
 [ 3.8015502e-04 -4.0878123e-05 -1.3642012e-03]
 [-3.3397024e-04 -1.0701979e-04  3.4195435e-04]]","[[-0.03085962 -0.02183224 -0.00431279]
 [ 0.03047675 -0.01281684  1.47438818]
 [ 0.78536203  0.64395058 -0.21171675]
 [-0.78774341  0.64310121  1.70414504]]",102.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
12,-11.43991470336914,"[[-1.6405855e-03 -5.8127288e-04 -3.2397726e-04]
 [ 1.6986218e-03  4.5331359e-05 -4.7161357e-04]
 [-1.3186724e-03  2.4041520e-04  3.5269654e-03]
 [ 1.2606363e-03  2.9552632e-04 -2.7313747e-03]]","[[-0.032057   -0.02149659 -0.00423761]
 [ 0.03163636 -0.01254362  1.47436409]
 [ 0.78958366  0.63702112 -0.21343133]
 [-0.791862    0.63614064  1.70579471]]",103.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
13,-11.447729110717773,"[[ 2.1049789e-05 -9.0336235e-04 -1.1104384e-03]
 [ 3.6161327e-05  8.9029956e-04 -1.1218869e-03]
 [-6.7829555e-05 -5.4377488e-05  1.1716621e-03]
 [ 1.0618433e-05  6.7440262e-05  1.0606631e-03]]","[[-0.03360069 -0.02121911 -0.00413442]
 [ 0.03314277 -0.01234468  1.47433321]
 [ 0.79351847  0.63011405 -0.21422954]
 [-0.79571556  0.62920744  1.70650918]]",104.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
14,-11.444666862487793,"[[-2.0360830e-03 -3.5625129e-04  3.6011927e-05]
 [ 2.0795919e-03 -2.7916706e-04 -1.5673701e-04]
 [-1.5817761e-03  3.0955032e-04  3.8478009e-03]
 [ 1.5382671e-03  3.2586799e-04 -3.7270759e-03]]","[[-0.03478011 -0.02091991 -0.00412925]
 [ 0.0342888  -0.01200437  1.47423132]
 [ 0.79764428  0.62309336 -0.21583069]
 [-0.79972866  0.6221851   1.7081534 ]]",105.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
15,-11.448931694030762,"[[-1.51198356e-05 -8.60245200e-05 -1.03347564e-04]
 [ 1.85273766e-05  7.98861292e-05 -1.05986044e-04]
 [-1.75073765e-05 -1.91316303e-06  1.39253403e-04]
 [ 1.40998354e-05  8.05155105e-06  7.00802120e-05]]","[[-0.03632378 -0.02064719 -0.00405159]
 [ 0.03579611 -0.01176524  1.4741635 ]
 [ 0.80146441  0.6161003  -0.21657111]
 [-0.8034645   0.6151829   1.70885182]]",106.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
16,-11.454401969909668,"[[-1.0979921e-03 -1.8079353e-03 -2.0075429e-03]
 [ 1.1576256e-03  1.4514894e-03 -2.1405837e-03]
 [-9.3567773e-04  8.5390937e-05  4.1950843e-03]
 [ 8.7604421e-04  2.7105495e-04 -4.6957786e-05]]","[[-0.03760585 -0.02022228 -0.00387735]
 [ 0.03703992 -0.01154773  1.47421357]
 [ 0.80541376  0.60903407 -0.21801593]
 [-0.80730922  0.60810346  1.7100268 ]]",107.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
17,-11.452466011047363,"[[-0.00136963 -0.00195508 -0.00214813]
 [ 0.00141246  0.00152534 -0.00231371]
 [-0.0011234   0.00012258  0.00481775]
 [ 0.00108056  0.00030717 -0.00035591]]","[[-0.03890132 -0.01986365 -0.00379207]
 [ 0.03829816 -0.01125756  1.47416807]
 [ 0.80930884  0.60192879 -0.21923265]
 [-0.81110026  0.6010092   1.71113364]]",108.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
18,-11.4559907913208,"[[-5.7494728e-04 -8.4326800e-04 -9.3937380e-04]
 [ 5.8266788e-04  6.6693075e-04 -1.0107604e-03]
 [-4.6169921e-04  5.1094277e-05  2.0462573e-03]
 [ 4.5397854e-04  1.2524302e-04 -9.6123120e-05]]","[[-0.04026236 -0.01955357 -0.00375417]
 [ 0.03962081 -0.01093059  1.47406325]
 [ 0.81310987  0.59479744 -0.22015569]
 [-0.81480601  0.59389793  1.71205109]]",109.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
19,-11.45860767364502,"[[ 5.2722848e-05 -2.5040485e-04 -3.3399020e-04]
 [-5.8560465e-05  2.6253128e-04 -3.3081634e-04]
 [ 3.4430752e-05 -1.7102800e-05  2.4500542e-04]
 [-2.8593133e-05  4.9763817e-06  4.1980110e-04]]","[[-0.04149    -0.01924653 -0.00377628]
 [ 0.0408096  -0.0105347   1.47390801]
 [ 0.81696952  0.58761535 -0.22118569]
 [-0.81855616  0.58675077  1.71315997]]",110.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
20,-11.45925521850586,"[[-0.00170696  0.00045517  0.00098987]
 [ 0.0017634  -0.00092738  0.00079993]
 [-0.00127921  0.00025991  0.00214385]
 [ 0.00122277  0.0002123  -0.00393365]]","[[-0.04253979 -0.01887863 -0.00379259]
 [ 0.04181965 -0.01011324  1.47377523]
 [ 0.82092484  0.58038664 -0.22244965]
 [-0.82238782  0.57956539  1.71445241]]",111.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
