,E,F,R,phi,fn,EF
0,-11.433969497680664,"[[-0.00031799  0.00222733  0.00257684]
 [-0.00013511 -0.00223531  0.00261774]
 [ 0.00028023  0.00027671 -0.00257709]
 [ 0.00017287 -0.00026872 -0.00261749]]","[[-0.01491957 -0.02707721 -0.00808824]
 [ 0.01539026 -0.01227524  1.47152733]
 [ 0.73562827  0.71559176 -0.20205136]
 [-0.73928636  0.71603518  1.70071737]]",91.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
1,-11.438352584838867,"[[-0.00033043  0.00228705  0.00265866]
 [-0.00011385 -0.00229872  0.00270009]
 [ 0.00026782  0.00027573 -0.00263244]
 [ 0.00017646 -0.00026407 -0.0027263 ]]","[[-0.01619429 -0.0269171  -0.00813897]
 [ 0.01661781 -0.01200031  1.47142206]
 [ 0.7405629   0.70933285 -0.20244677]
 [-0.74417425  0.70969384  1.70132192]]",92.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
2,-11.441153526306152,"[[ 3.3217567e-04  1.8011081e-03  1.9670683e-03]
 [-6.6497328e-04 -1.5871918e-03  2.0248501e-03]
 [ 6.6733215e-04  8.8707537e-05 -3.1300616e-03]
 [-3.3453450e-04 -3.0262381e-04 -8.6185691e-04]]","[[-0.01750911 -0.02665156 -0.00806086]
 [ 0.01785995 -0.01182995  1.47144221]
 [ 0.74541669  0.70302694 -0.2030338 ]
 [-0.74896553  0.70327626  1.70188253]]",93.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
3,-11.447030067443848,"[[ 0.00012121  0.00239543  0.00270454]
 [-0.0005423  -0.00223757  0.0027685 ]
 [ 0.00061376  0.00017663 -0.00357658]
 [-0.00019266 -0.00033448 -0.00189646]]","[[-0.01889318 -0.02652306 -0.00811991]
 [ 0.01918901 -0.01155283  1.47131432]
 [ 0.75013824  0.69666712 -0.20328035]
 [-0.75365255  0.69684245  1.70238353]]",94.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
4,-11.44531536102295,"[[ 0.00165252 -0.00107497 -0.00161367]
 [-0.00148051  0.00163317 -0.00155379]
 [ 0.00108731 -0.00041178 -0.00142572]
 [-0.00125933 -0.00014642  0.00459317]]","[[-0.02027352 -0.02603165 -0.00777791]
 [ 0.02046624 -0.01160746  1.47159094]
 [ 0.75484997  0.69026469 -0.20425711]
 [-0.75824584  0.69027939  1.70281222]]",95.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
5,-11.450870513916016,"[[ 0.00038256  0.00292061  0.00327903]
 [-0.00083931 -0.00265511  0.00337176]
 [ 0.00088174  0.00015084 -0.00474193]
 [-0.00042499 -0.00041633 -0.00190886]]","[[-0.02154617 -0.02614948 -0.00816435]
 [ 0.02172393 -0.01103055  1.47112572]
 [ 0.75945933  0.68371668 -0.20468761]
 [-0.76283089  0.68372686  1.70412103]]",96.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
6,-11.454520225524902,"[[ 5.9450156e-04  1.1986080e-03  1.2535523e-03]
 [-7.7351026e-04 -9.3739235e-04  1.3176099e-03]
 [ 6.9377292e-04 -2.4153680e-05 -2.7019256e-03]
 [-5.1476416e-04 -2.3706195e-04  1.3076342e-04]]","[[-0.02294004 -0.0258271  -0.00801357]
 [ 0.02302966 -0.01090779  1.4711971 ]
 [ 0.76398776  0.67717477 -0.20558372]
 [-0.76727368  0.67707547  1.70486483]]",97.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
7,-11.455275535583496,"[[ 1.3034671e-04  1.1379302e-03  1.2975935e-03]
 [-2.8437329e-04 -1.0471484e-03  1.3332249e-03]
 [ 3.0545096e-04  5.6008335e-05 -1.7996801e-03]
 [-1.5142436e-04 -1.4679013e-04 -8.3113834e-04]]","[[-0.02437067 -0.02558031 -0.00795312]
 [ 0.02439196 -0.01071569  1.47116866]
 [ 0.76841629  0.67058293 -0.2063127 ]
 [-0.77161615  0.67039355  1.70560893]]",98.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
8,-11.458016395568848,"[[ 6.7192590e-04  3.6606129e-04  2.7582370e-04]
 [-7.2559033e-04 -1.2123523e-04  3.2934791e-04]
 [ 5.8742776e-04 -9.7420845e-05 -1.6635114e-03]
 [-5.3376332e-04 -1.4740521e-04  1.0583397e-03]]","[[-0.02580138 -0.0252371  -0.00778629]
 [ 0.02574102 -0.01060012  1.47124351]
 [ 0.77278615  0.66393521 -0.20728674]
 [-0.77588275  0.66364578  1.7063876 ]]",99.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
9,-11.46180248260498,"[[ 3.0150992e-04 -1.2603300e-03 -1.5582984e-03]
 [-1.6562207e-04  1.3171558e-03 -1.5663599e-03]
 [ 3.7544254e-05 -1.3447240e-04  1.2121986e-03]
 [-1.7343210e-04  7.7646546e-05  1.9124597e-03]]","[[-0.02724015 -0.02492564 -0.00766058]
 [ 0.02710799 -0.01045018  1.47127037]
 [ 0.77708039  0.65723138 -0.20823781]
 [-0.78007002  0.65685239  1.70721925]]",100.655826192649,hper_a.xyz,"[-0.02, -0.02, -0.02]"
