,E,F,R,phi,fn,EF
0,-11.769946098327637,"[[ 4.6493649e-04 -2.5015017e-03 -2.9839787e-03]
 [ 6.6799555e-05  2.5902316e-03 -2.9574973e-03]
 [-5.1090876e-05 -3.6292756e-04  2.4935671e-03]
 [-4.8064516e-04  2.7419761e-04  3.4479089e-03]]","[[-0.01572214 -0.01718106  0.00309429]
 [ 0.01559359 -0.02242787  1.48275364]
 [ 0.73822831  0.71611229 -0.21217421]
 [-0.73679439  0.71603263  1.68545879]]",91.655826192649,hper_a.xyz,"[0.01, 0.01, 0.01]"
1,-11.769270896911621,"[[ 4.7174777e-04  6.4280460e-04  6.2423089e-04]
 [-5.7373510e-04 -4.4479111e-04  6.4463529e-04]
 [ 4.6547569e-04 -3.4758781e-05 -1.6853863e-03]
 [-3.6348833e-04 -1.6325471e-04  4.1652002e-04]]","[[-0.01694056 -0.01721143  0.00283444]
 [ 0.01688406 -0.02196741  1.48244022]
 [ 0.74310613  0.70974374 -0.21249357]
 [-0.74173943  0.70975819  1.68632499]]",92.655826192649,hper_a.xyz,"[0.01, 0.01, 0.01]"
2,-11.769104957580566,"[[ 5.2373850e-04  3.0081588e-04  2.1955678e-04]
 [-5.5513316e-04 -9.8220291e-05  2.4469665e-04]
 [ 4.4776945e-04 -7.9447920e-05 -1.3157888e-03]
 [-4.1637474e-04 -1.2314766e-04  8.5153535e-04]]","[[-0.01815588 -0.01694383  0.0029131 ]
 [ 0.01810777 -0.02177586  1.48246087]
 [ 0.74794727  0.70333462 -0.21338735]
 [-0.74660173  0.70337318  1.68710496]]",93.655826192649,hper_a.xyz,"[0.01, 0.01, 0.01]"
3,-11.77015495300293,"[[ 1.7295805e-04 -7.7758799e-04 -9.4789383e-04]
 [-2.9029903e-05  8.1871444e-04 -9.3739328e-04]
 [ 2.4519639e-05 -1.0934389e-04  7.2086393e-04]
 [-1.6844779e-04  6.8217429e-05  1.1644232e-03]]","[[-0.01941854 -0.0167284   0.00293879]
 [ 0.01939416 -0.02154936  1.48242193]
 [ 0.75268613  0.69687655 -0.21414022]
 [-0.75136134  0.69694647  1.68784989]]",94.655826192649,hper_a.xyz,"[0.01, 0.01, 0.01]"
4,-11.771991729736328,"[[-1.50961496e-05  8.12975748e-04  9.55412688e-04]
 [-1.19936994e-04 -7.97501008e-04  9.53319483e-04]
 [ 9.45533611e-05  7.77023597e-05 -1.03929243e-03]
 [ 4.04797829e-05 -9.31770992e-05 -8.69439740e-04]]","[[-0.02065567 -0.01660225  0.00285092]
 [ 0.02067074 -0.02121543  1.48226663]
 [ 0.75734931  0.69033747 -0.21496879]
 [-0.75606742  0.69045893  1.6889025 ]]",95.655826192649,hper_a.xyz,"[0.01, 0.01, 0.01]"
5,-11.77059268951416,"[[ 8.7276503e-04 -1.9420913e-03 -2.5008339e-03]
 [-5.3670554e-04  2.2057109e-03 -2.4450314e-03]
 [ 4.3361739e-04 -3.4443958e-04  1.0337421e-03]
 [-7.6967682e-04  8.0819969e-05  3.9121234e-03]]","[[-0.02199211 -0.01621803  0.00309527]
 [ 0.02199964 -0.02117142  1.48243303]
 [ 0.76192027  0.68379293 -0.21591838]
 [-0.7606366   0.68390701  1.68942547]]",96.655826192649,hper_a.xyz,"[0.01, 0.01, 0.01]"
6,-11.769551277160645,"[[ 4.67113685e-04  3.40605999e-04  2.89911230e-04]
 [-4.99620219e-04 -1.71195963e-04  3.18850303e-04]
 [ 3.93842085e-04 -6.06769245e-05 -1.24173681e-03]
 [-3.61335580e-04 -1.08733126e-04  6.32975309e-04]]","[[-0.02332047 -0.01619072  0.00290705]
 [ 0.0233753  -0.02075125  1.48216319]
 [ 0.76637508  0.67715761 -0.21652396]
 [-0.76515253  0.67733912  1.690477  ]]",97.655826192649,hper_a.xyz,"[0.01, 0.01, 0.01]"
7,-11.773995399475098,"[[ 0.00150398 -0.00039926 -0.00084095]
 [-0.00139951  0.00090626 -0.00073986]
 [ 0.00110198 -0.00031686 -0.00203572]
 [-0.00120645 -0.00019014  0.00361654]]","[[-0.02468909 -0.01597528  0.00295181]
 [ 0.02476368 -0.02053034  1.48211835]
 [ 0.77075735  0.67048979 -0.21734715]
 [-0.76956306  0.67069649  1.69128683]]",98.655826192649,hper_a.xyz,"[0.01, 0.01, 0.01]"
8,-11.771361351013184,"[[ 0.00105087 -0.00048407 -0.00083561]
 [-0.00095806  0.00083061 -0.00076074]
 [ 0.00075196 -0.00023323 -0.00114721]
 [-0.00084476 -0.00011331  0.00274356]]","[[-0.02600518 -0.01570214  0.00304394]
 [ 0.02609508 -0.02032698  1.48211938]
 [ 0.77509746  0.66375764 -0.21847337]
 [-0.77393221  0.66398018  1.69231212]]",99.655826192649,hper_a.xyz,"[0.01, 0.01, 0.01]"
9,-11.771387100219727,"[[ 9.9351769e-04 -7.4111536e-04 -1.1358060e-03]
 [-8.8176527e-04  1.0613347e-03 -1.0607294e-03]
 [ 6.9096941e-04 -2.3742476e-04 -7.1095239e-04]
 [-8.0272183e-04 -8.2794577e-05  2.9074878e-03]]","[[-0.02732343 -0.01544883  0.00311288]
 [ 0.02742603 -0.02009034  1.48209258]
 [ 0.77936059  0.65697183 -0.2196253 ]
 [-0.77823951  0.65721544  1.69342374]]",100.655826192649,hper_a.xyz,"[0.01, 0.01, 0.01]"
